hand,BB_play10,BB_play2,BB_play3,BB_play4,BB_play5,BB_play6,BB_play7,BB_play8,BB_play9,D_play10,D_play3,D_play4,D_play5,D_play6,D_play7,D_play8,D_play9,SB_play10,SB_play2,SB_play3,SB_play4,SB_play5,SB_play6,SB_play7,SB_play8,SB_play9,pos3_play10,pos3_play4,pos3_play5,pos3_play6,pos3_play7,pos3_play8,pos3_play9,pos4_play10,pos4_play5,pos4_play6,pos4_play7,pos4_play8,pos4_play9,pos5_play10,pos5_play6,pos5_play7,pos5_play8,pos5_play9,pos6_play10,pos6_play7,pos6_play8,pos6_play9,pos7_play10,pos7_play8,pos7_play9,pos8_play10,pos8_play9,pos9_play10,ev_pc1,ev_pc2
K7s,-0.12,0.06,0.03,-0.04,0.01,-0.14,-0.07,-0.17,-0.07,0.0,0.15,0.1,0.1,-0.01,0.16,0.11,0.0,-0.07,0.06,-0.03,-0.02,-0.07,0.07,-0.11,-0.11,-0.11,-0.09,0.04,0.03,0.0,0.07,-0.04,-0.12,-0.03,0.06,0.16,0.11,-0.07,0.0,0.12,0.17,-0.02,0.08,0.0,-0.04,-0.03,-0.02,-0.07,-0.04,0.03,-0.04,-0.04,-0.02,0.03,0.009414236350535461,0.8201494191862512
K8o,-0.28,0.01,-0.08,-0.16,-0.19,-0.24,-0.25,-0.26,-0.27,-0.08,0.01,-0.03,-0.06,-0.08,0.01,-0.08,-0.05,-0.27,-0.07,-0.11,-0.17,-0.16,-0.26,-0.28,-0.23,-0.27,-0.13,-0.04,-0.08,-0.1,-0.11,-0.11,-0.13,-0.1,-0.04,-0.09,-0.07,-0.08,-0.09,-0.09,-0.14,-0.06,-0.07,-0.07,-0.06,-0.12,-0.07,-0.09,-0.08,-0.07,-0.09,-0.07,-0.06,-0.06,-2.7584058145979236,0.30082724098930885
K8s,-0.12,0.1,-0.01,0.05,-0.06,0.04,-0.19,0.0,-0.11,0.01,0.13,0.07,0.09,0.06,0.16,0.08,0.04,-0.08,0.09,0.06,0.0,-0.07,-0.07,-0.06,-0.09,-0.13,-0.04,0.03,0.06,0.06,0.02,0.01,0.03,-0.02,0.08,0.0,0.05,0.07,-0.01,-0.03,-0.13,-0.04,0.02,0.06,0.0,0.13,0.0,-0.01,-0.09,0.07,-0.01,0.07,-0.02,0.0,0.21288319693984373,0.9489591605432378
K9o,-0.22,0.08,-0.04,-0.09,-0.11,-0.23,-0.15,-0.25,-0.22,-0.05,0.14,0.04,-0.01,0.04,-0.04,-0.03,-0.07,-0.26,0.03,-0.07,-0.1,-0.14,-0.12,-0.1,-0.16,-0.19,-0.13,0.02,-0.05,-0.14,-0.12,-0.1,-0.11,-0.1,-0.01,-0.09,-0.09,-0.1,-0.09,-0.09,-0.05,-0.06,-0.05,-0.09,-0.1,-0.09,-0.05,-0.07,-0.08,-0.08,-0.07,-0.1,-0.06,-0.06,-1.9739132433027282,1.058641336259743
K9s,-0.02,0.15,0.08,0.12,0.11,0.04,-0.08,-0.01,-0.04,0.02,0.26,0.27,0.23,0.09,0.18,0.12,0.07,-0.07,0.13,0.1,0.11,0.06,0.03,0.03,0.05,-0.03,-0.06,0.22,0.1,-0.01,0.06,0.06,0.07,0.04,0.15,0.25,0.12,-0.04,0.05,0.13,0.19,-0.09,0.0,0.07,0.03,0.07,0.09,0.03,0.02,0.19,0.1,0.07,0.1,0.09,1.8922852406950375,1.3676785862209615
KJo,-0.17,0.19,0.12,0.07,0.05,0.02,0.06,-0.08,-0.08,0.06,0.27,0.26,0.2,0.3,0.15,0.21,0.09,-0.08,0.15,0.08,0.07,0.03,-0.05,-0.03,-0.04,0.0,-0.03,0.19,0.13,0.04,-0.02,-0.03,0.03,-0.02,0.16,0.16,0.16,0.04,0.02,-0.03,0.21,0.11,0.1,0.09,-0.04,0.13,0.09,0.03,0.05,0.11,0.09,0.01,0.1,0.09,1.7882420933243837,1.4089660386424208
KJs,0.12,0.25,0.3,0.26,0.28,0.37,0.3,0.13,0.17,0.4,0.39,0.4,0.41,0.27,0.35,0.43,0.44,0.17,0.25,0.24,0.31,0.3,0.24,0.17,0.31,0.17,0.13,0.35,0.33,0.19,0.27,0.15,0.19,0.27,0.38,0.51,0.22,0.27,0.1,0.32,0.34,0.36,0.42,0.2,0.23,0.52,0.36,0.24,0.24,0.4,0.35,0.29,0.28,0.29,7.045953491051815,0.9382454840627207
KKo,1.73,0.95,1.32,1.49,1.72,1.88,1.64,1.53,1.62,2.09,1.35,1.67,1.72,1.81,1.84,1.78,2.06,1.9,0.98,1.37,1.52,1.73,1.28,1.77,1.74,1.69,1.72,1.55,1.64,1.63,1.58,1.84,1.7,1.7,1.65,1.53,1.61,1.54,1.66,1.59,1.75,1.71,1.73,1.73,1.9,1.8,1.67,1.75,2.01,1.8,1.96,1.97,1.95,1.94,40.7267928531535,-1.8879798718718714
KQo,0.0,0.2,0.17,0.14,0.15,0.23,0.05,0.06,-0.01,0.17,0.36,0.33,0.27,0.25,0.28,0.21,0.22,0.03,0.17,0.2,0.23,0.16,0.11,0.08,0.07,0.06,0.06,0.26,0.21,0.11,0.16,0.06,0.16,0.15,0.25,0.2,0.18,0.1,0.11,0.08,0.26,0.07,0.13,0.15,0.09,0.25,0.13,0.13,0.13,0.16,0.13,0.14,0.2,0.15,3.827604033790419,1.3868210147711548
KQs,0.17,0.37,0.35,0.32,0.3,0.18,0.07,0.29,0.37,0.42,0.5,0.59,0.52,0.3,0.58,0.46,0.68,0.36,0.3,0.36,0.28,0.32,0.67,0.4,0.41,0.35,0.4,0.41,0.44,0.62,0.3,0.38,0.42,0.31,0.45,0.53,0.12,0.31,0.38,0.36,0.36,0.26,0.28,0.44,0.31,0.32,0.37,0.38,0.42,0.4,0.41,0.45,0.42,0.4,9.29115355349197,0.7294305801168954
KTo,-0.16,0.14,0.06,0.06,-0.03,-0.01,-0.05,-0.22,-0.1,0.07,0.2,0.14,0.13,0.15,0.02,0.01,0.04,-0.2,0.1,0.05,-0.01,-0.01,0.11,-0.03,-0.09,-0.07,-0.07,0.11,0.06,0.06,0.0,-0.08,-0.06,-0.09,0.06,0.07,-0.03,-0.04,0.01,-0.06,0.03,-0.03,-0.02,-0.02,-0.06,0.09,0.04,-0.06,-0.06,-0.01,-0.03,-0.04,0.0,0.0,0.08351380395292275,1.5492454143086598
KTs,0.03,0.28,0.2,0.21,0.2,0.35,0.2,0.19,0.01,0.31,0.36,0.39,0.28,0.38,0.16,0.29,0.15,0.15,0.25,0.21,0.17,0.22,0.19,0.09,0.07,0.08,0.11,0.29,0.29,0.2,0.05,0.24,0.1,0.19,0.22,0.02,-0.05,0.22,0.06,0.15,0.25,0.17,0.23,0.37,0.1,0.27,0.21,0.1,0.27,0.23,0.14,0.06,0.28,0.09,4.670228203866426,1.5820419966376136
Q2o,-0.4,-0.11,-0.22,-0.27,-0.33,-0.35,-0.37,-0.33,-0.38,-0.04,-0.06,-0.05,-0.05,-0.02,-0.04,-0.03,-0.03,-0.3,-0.23,-0.24,-0.25,-0.26,-0.29,-0.3,-0.25,-0.28,-0.11,-0.07,-0.07,-0.06,-0.09,-0.1,-0.1,-0.05,-0.05,-0.05,-0.04,-0.05,-0.06,-0.04,-0.07,-0.04,-0.05,-0.04,-0.05,-0.05,0.0,-0.03,-0.05,-0.05,-0.03,-0.04,-0.02,-0.04,-3.0833621698823133,-1.1868104980581182
Q2s,-0.24,-0.01,-0.09,-0.15,-0.22,-0.15,-0.22,-0.27,-0.13,-0.08,-0.07,-0.06,-0.08,-0.11,-0.1,0.01,-0.07,-0.29,-0.16,-0.18,-0.15,-0.17,-0.17,-0.12,-0.17,-0.23,-0.11,-0.08,-0.12,-0.15,-0.13,-0.08,-0.12,-0.1,-0.06,-0.24,0.0,-0.1,-0.13,-0.11,-0.06,0.03,-0.12,-0.08,-0.1,-0.03,-0.04,-0.06,-0.05,-0.25,-0.05,-0.11,-0.06,-0.1,-2.813492243166919,0.08259352875010023
Q3o,-0.34,-0.11,-0.23,-0.28,-0.3,-0.34,-0.32,-0.34,-0.33,-0.04,-0.04,-0.03,-0.05,-0.07,-0.03,-0.04,-0.04,-0.27,-0.19,-0.23,-0.23,-0.28,-0.16,-0.26,-0.28,-0.29,-0.12,-0.06,-0.07,-0.12,-0.11,-0.09,-0.1,-0.03,-0.04,-0.07,-0.09,-0.05,-0.05,-0.05,-0.06,-0.04,-0.04,-0.04,-0.03,-0.06,-0.04,-0.04,-0.05,-0.03,-0.03,-0.05,-0.04,-0.04,-2.997938096928998,-1.0242118904751574
Q3s,-0.33,0.0,-0.12,-0.18,-0.17,-0.24,-0.03,-0.22,-0.23,0.01,-0.01,-0.02,-0.03,-0.06,-0.02,-0.08,-0.01,-0.27,-0.1,-0.08,-0.18,-0.17,-0.19,-0.24,-0.26,-0.24,-0.01,0.01,-0.11,0.13,-0.1,-0.13,-0.17,-0.12,-0.07,0.01,-0.11,-0.12,-0.09,-0.08,-0.08,-0.13,-0.05,-0.12,-0.01,0.02,-0.14,-0.08,-0.07,-0.04,-0.07,-0.13,-0.05,-0.13,-2.4435176388633892,0.2534486227418574
Q4o,-0.39,-0.1,-0.22,-0.27,-0.32,-0.33,-0.26,-0.33,-0.35,-0.05,-0.03,-0.05,-0.06,-0.07,-0.06,-0.05,-0.04,-0.27,-0.2,-0.24,-0.24,-0.23,-0.28,-0.3,-0.28,-0.32,-0.08,-0.06,-0.07,-0.06,-0.11,-0.1,-0.09,-0.05,-0.05,-0.07,-0.05,-0.07,-0.05,-0.03,-0.09,-0.06,-0.06,-0.04,-0.04,-0.01,-0.04,-0.05,-0.04,-0.01,-0.04,-0.04,-0.06,-0.03,-3.0465168275640964,-1.0228091110905322
Q4s,-0.25,-0.03,-0.08,-0.08,-0.17,-0.33,-0.19,-0.22,-0.27,-0.06,-0.02,-0.08,-0.02,-0.11,0.04,-0.06,-0.08,-0.19,-0.04,-0.1,-0.08,-0.19,-0.15,-0.04,-0.16,-0.25,-0.09,-0.09,-0.1,-0.08,-0.12,-0.1,-0.19,-0.11,-0.06,-0.03,-0.07,-0.09,-0.12,-0.1,0.0,-0.15,-0.03,-0.1,-0.12,-0.08,-0.1,-0.06,-0.07,-0.07,-0.01,-0.01,-0.11,-0.05,-2.4569104182300694,0.3609255807974272
Q5o,-0.39,-0.09,-0.21,-0.22,-0.29,-0.18,-0.3,-0.34,-0.34,-0.05,-0.04,-0.03,-0.06,-0.07,-0.06,-0.04,-0.04,-0.31,-0.18,-0.21,-0.24,-0.25,-0.24,-0.3,-0.29,-0.29,-0.1,-0.06,-0.09,-0.08,-0.11,-0.09,-0.09,-0.07,-0.05,-0.07,-0.05,-0.06,-0.04,-0.04,-0.05,-0.02,-0.06,-0.06,-0.05,-0.04,-0.05,-0.04,-0.03,-0.04,-0.05,-0.05,-0.03,-0.04,-2.952626753476714,-0.8132069553508082
Q5s,-0.15,0.04,-0.06,-0.19,-0.19,-0.42,-0.17,-0.25,-0.23,-0.09,-0.02,-0.03,-0.02,-0.02,0.0,0.0,-0.04,-0.21,0.0,-0.07,-0.12,-0.16,-0.11,-0.07,-0.25,-0.2,-0.02,-0.02,-0.08,-0.05,-0.01,-0.12,-0.11,-0.03,-0.02,0.03,0.11,-0.11,-0.08,-0.09,-0.05,-0.08,-0.15,-0.08,-0.05,-0.05,-0.07,-0.07,-0.06,-0.02,-0.07,-0.12,-0.06,-0.06,-2.016900563346467,0.37896039670164106
Q6o,-0.38,-0.07,-0.18,-0.23,-0.28,-0.29,-0.32,-0.34,-0.35,-0.06,-0.03,-0.04,-0.05,0.04,-0.03,-0.04,-0.05,-0.28,-0.13,-0.22,-0.21,-0.26,-0.26,-0.27,-0.29,-0.29,-0.11,-0.07,-0.07,-0.08,-0.03,-0.12,-0.08,-0.06,-0.05,-0.12,-0.08,-0.06,-0.06,-0.06,-0.04,-0.07,-0.05,-0.05,-0.06,-0.08,-0.06,-0.07,-0.05,-0.06,-0.04,-0.05,-0.04,-0.04,-2.959729054204416,-0.6115459062504842
Q6s,-0.15,0.0,-0.08,-0.07,-0.13,-0.05,-0.29,-0.17,-0.2,-0.03,0.07,0.01,-0.02,-0.03,-0.11,-0.07,0.07,-0.2,-0.02,-0.08,-0.13,-0.17,-0.11,-0.03,-0.18,-0.23,-0.16,0.0,-0.08,0.03,-0.1,-0.08,-0.09,-0.09,-0.05,0.0,-0.08,-0.05,-0.07,-0.05,-0.03,-0.03,-0.1,-0.17,-0.13,0.18,0.0,-0.02,-0.03,-0.09,-0.09,-0.07,-0.05,-0.03,-1.7424424777103755,0.5867749859968505
Q7o,-0.34,-0.05,-0.17,-0.18,-0.29,-0.32,-0.33,-0.3,-0.37,-0.05,-0.04,-0.03,-0.06,-0.06,-0.03,-0.03,-0.03,-0.29,-0.12,-0.16,-0.2,-0.24,-0.23,-0.23,-0.26,-0.29,-0.11,-0.07,-0.09,-0.12,-0.1,-0.07,-0.09,-0.07,-0.07,-0.01,-0.06,-0.06,-0.05,-0.06,-0.06,-0.03,-0.08,-0.03,-0.07,-0.03,-0.06,-0.05,-0.05,-0.05,-0.07,-0.06,-0.05,-0.07,-2.855354573871597,-0.4954978422230101
Q7s,-0.17,0.03,-0.01,-0.08,-0.11,-0.1,-0.17,-0.17,-0.17,0.04,0.05,0.1,-0.02,0.08,0.08,0.0,-0.05,-0.2,0.0,-0.11,-0.05,-0.12,-0.2,-0.16,-0.22,-0.2,-0.04,0.0,0.0,-0.13,-0.11,-0.09,-0.09,-0.12,0.0,-0.18,0.01,-0.11,-0.12,-0.1,0.19,-0.02,-0.07,-0.16,-0.08,0.06,-0.05,-0.13,-0.04,-0.11,-0.04,-0.03,-0.09,-0.06,-1.6111969165557798,0.8455541062055175
Q8o,-0.3,-0.04,-0.14,-0.16,-0.23,-0.26,-0.24,-0.29,-0.32,-0.07,0.01,-0.01,-0.05,-0.03,-0.06,-0.05,-0.04,-0.28,-0.08,-0.12,-0.18,-0.19,-0.24,-0.26,-0.24,-0.28,-0.11,-0.05,-0.08,-0.09,-0.11,-0.12,-0.09,-0.1,-0.08,-0.02,-0.08,-0.05,-0.06,-0.08,-0.04,-0.04,-0.08,-0.07,-0.09,-0.09,-0.07,-0.05,-0.03,-0.08,-0.05,-0.07,-0.07,-0.05,-2.709326870602077,-0.05182763898766667
Q8s,-0.18,0.11,0.02,0.01,-0.1,0.09,-0.11,-0.11,-0.16,0.02,0.14,0.08,0.02,0.22,0.01,-0.14,0.06,-0.1,0.04,-0.01,-0.03,-0.09,-0.17,-0.19,-0.15,-0.1,-0.07,0.11,0.03,0.02,0.14,-0.09,-0.03,-0.07,-0.02,0.04,-0.03,-0.02,-0.03,-0.12,0.04,0.22,0.01,0.04,0.02,0.03,-0.03,-0.02,0.02,-0.06,-0.08,-0.06,0.01,-0.07,-0.33904703753830556,1.0250046665539112
Q9o,-0.22,0.02,-0.03,-0.14,-0.18,-0.24,-0.11,-0.24,-0.21,-0.07,0.04,0.07,-0.04,0.1,-0.06,-0.07,-0.03,-0.25,-0.02,-0.09,-0.06,-0.15,-0.22,-0.2,-0.22,-0.2,-0.11,-0.01,-0.06,-0.1,-0.06,-0.1,-0.13,-0.11,-0.03,-0.1,-0.08,-0.02,-0.06,-0.05,-0.02,-0.08,-0.04,-0.09,-0.09,-0.04,-0.04,-0.09,-0.08,-0.06,-0.09,-0.05,-0.07,-0.05,-2.070924986102441,0.6123778149015006
Q9s,-0.13,0.16,0.07,0.04,0.01,-0.15,-0.03,-0.01,-0.14,0.0,0.18,0.21,0.19,0.12,0.17,0.23,0.08,-0.07,0.03,0.01,0.04,0.06,0.04,0.06,0.08,-0.02,-0.04,0.2,0.12,0.29,0.09,-0.02,0.04,0.11,0.11,0.07,0.24,-0.06,0.07,0.07,0.05,0.02,0.0,0.05,0.06,0.31,0.08,0.05,-0.07,0.09,-0.01,-0.01,-0.04,0.01,1.4692912882285205,0.9293391403441082
QJo,-0.11,0.11,0.11,0.05,0.03,0.0,-0.16,-0.07,-0.13,0.02,0.25,0.19,0.17,0.24,0.08,0.02,0.03,-0.1,0.16,0.07,0.03,-0.01,-0.14,-0.11,-0.1,-0.12,-0.1,0.12,0.11,-0.03,0.0,-0.02,-0.02,-0.08,0.14,0.01,0.06,0.06,-0.07,-0.01,0.05,0.06,0.03,-0.01,-0.1,0.01,0.12,-0.03,0.03,0.18,-0.02,-0.03,0.04,0.02,0.5430656047910742,1.5503232887643852
QJs,0.07,0.24,0.29,0.16,0.15,0.29,0.14,0.16,0.06,0.23,0.3,0.31,0.35,0.52,0.41,0.11,0.39,0.17,0.16,0.25,0.22,0.31,0.22,-0.04,0.12,0.06,0.15,0.31,0.27,0.15,0.45,0.2,0.25,0.11,0.34,0.39,0.26,0.18,0.13,0.16,0.3,0.26,0.3,0.2,0.3,0.35,0.29,0.21,0.13,0.25,0.25,0.2,0.21,0.34,5.703339537460105,0.9213174745843212
QQo,1.22,0.85,1.05,1.14,1.3,0.88,1.04,1.16,1.14,1.36,1.2,1.24,1.46,1.39,1.41,1.33,1.36,1.18,0.88,1.04,1.2,1.31,1.23,1.34,1.13,0.99,1.28,1.18,1.27,1.26,1.21,1.09,1.27,1.21,1.32,0.89,1.12,1.16,1.13,1.21,1.07,1.27,1.32,1.2,1.22,1.5,1.19,1.24,1.24,1.51,1.33,1.22,1.26,1.49,29.49660367690465,0.17311759918645955
QTo,-0.16,0.09,0.03,-0.01,-0.04,-0.08,-0.08,-0.09,-0.14,0.01,0.15,0.14,0.06,0.02,0.11,0.01,0.03,-0.16,0.07,-0.01,-0.04,-0.04,-0.01,-0.14,-0.15,-0.14,-0.1,0.09,0.03,-0.04,-0.09,-0.06,-0.12,-0.07,0.07,-0.02,-0.09,-0.08,-0.06,-0.05,0.09,-0.09,-0.04,-0.05,-0.08,0.01,0.02,-0.1,-0.12,-0.03,-0.03,-0.03,0.02,-0.03,-0.6900161517090657,1.3664442944225716
QTs,-0.03,0.2,0.13,0.15,0.16,0.27,0.11,-0.03,0.09,0.07,0.33,0.35,0.3,0.23,0.13,0.31,0.26,0.02,0.19,0.17,0.12,0.11,0.16,-0.09,0.01,0.18,0.04,0.28,0.25,0.4,0.32,0.11,0.1,0.12,0.27,0.27,0.23,0.09,0.24,0.11,0.16,0.18,0.12,0.06,0.02,0.08,0.21,0.11,0.15,0.26,0.29,0.15,0.17,0.12,4.035760610101614,1.222538782175207
T2o,-0.42,-0.15,-0.25,-0.3,-0.35,-0.33,-0.35,-0.37,-0.37,-0.01,-0.02,-0.03,-0.02,-0.06,-0.02,-0.02,-0.01,-0.28,-0.23,-0.26,-0.25,-0.25,-0.28,-0.26,-0.29,-0.28,-0.1,-0.03,-0.04,-0.09,-0.08,-0.06,-0.08,-0.01,-0.03,-0.04,-0.02,-0.02,-0.03,-0.02,-0.03,0.01,-0.02,-0.02,-0.02,0.01,-0.02,-0.02,-0.02,0.0,-0.02,-0.02,-0.02,-0.01,-2.7815558322713696,-1.5043352799701541
T2s,-0.31,-0.08,-0.16,-0.22,-0.26,-0.29,-0.29,-0.32,-0.36,-0.1,-0.12,-0.06,-0.07,-0.08,-0.06,-0.08,-0.08,-0.29,-0.17,-0.2,-0.21,-0.24,0.04,-0.3,-0.31,-0.28,-0.11,-0.06,-0.11,-0.13,-0.14,-0.1,-0.11,-0.1,-0.11,-0.19,-0.1,-0.05,-0.11,-0.08,-0.04,-0.06,-0.06,0.02,-0.07,-0.05,-0.07,-0.04,-0.07,-0.06,-0.05,-0.1,-0.01,-0.06,-3.1733337311877734,-0.5804795043069714
T3o,-0.41,-0.14,-0.21,-0.29,-0.34,-0.39,-0.38,-0.36,-0.41,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.28,-0.25,-0.26,-0.26,-0.26,-0.3,-0.29,-0.25,-0.26,-0.09,-0.03,-0.05,-0.09,-0.08,-0.08,-0.07,-0.03,-0.02,-0.04,-0.04,-0.02,-0.02,-0.03,-0.02,-0.02,-0.03,-0.02,-0.01,-0.02,-0.02,-0.02,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-2.8436895660091586,-1.4707667790329548
T3s,-0.3,-0.09,-0.19,-0.25,-0.23,-0.37,-0.09,-0.3,-0.33,-0.11,-0.07,-0.05,-0.06,-0.1,0.04,-0.02,-0.06,-0.23,-0.16,-0.21,-0.23,-0.23,-0.24,-0.24,-0.26,-0.25,-0.11,-0.08,-0.09,-0.19,-0.12,-0.1,-0.13,-0.07,-0.08,-0.22,-0.08,-0.07,-0.08,-0.04,-0.07,0.15,-0.12,-0.09,-0.04,-0.13,-0.07,-0.13,-0.03,-0.07,-0.08,-0.05,-0.04,-0.04,-3.0845419629312216,-0.6550755359186796
T4o,-0.41,-0.13,-0.25,-0.3,-0.35,-0.33,-0.36,-0.37,-0.37,-0.01,-0.02,-0.02,-0.02,-0.04,-0.04,-0.02,-0.03,-0.27,-0.23,-0.24,-0.25,-0.25,-0.24,-0.29,-0.28,-0.27,-0.09,-0.03,-0.05,-0.1,-0.1,-0.08,-0.09,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.01,-0.02,-0.03,-0.03,0.0,0.0,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-2.786447728713814,-1.4198186081207194
T4s,-0.33,-0.07,-0.2,-0.18,-0.24,-0.24,-0.31,-0.22,-0.2,-0.06,-0.07,-0.03,-0.08,-0.07,0.04,-0.07,-0.09,-0.26,-0.16,-0.14,-0.25,-0.22,-0.25,-0.16,-0.23,-0.19,-0.12,-0.06,-0.07,-0.06,0.13,-0.14,-0.07,-0.09,-0.06,-0.08,-0.12,-0.11,-0.11,-0.08,-0.11,-0.09,-0.08,-0.12,-0.07,-0.11,-0.07,-0.07,-0.11,-0.07,-0.08,-0.13,-0.07,-0.05,-2.9087519754917754,-0.23844561861499478
T5o,-0.39,-0.11,-0.24,-0.3,-0.33,-0.38,-0.36,-0.35,-0.38,-0.02,-0.03,-0.02,-0.02,-0.02,-0.03,-0.03,-0.02,-0.29,-0.2,-0.23,-0.24,-0.24,-0.28,-0.26,-0.27,-0.29,-0.09,-0.04,-0.04,-0.1,-0.08,-0.08,-0.08,-0.03,-0.03,-0.03,-0.03,-0.03,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.02,-0.03,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03,-0.02,-0.02,-2.8180811508048778,-1.2599458246544022
T5s,-0.23,-0.04,-0.14,-0.22,-0.24,-0.23,-0.25,-0.25,-0.27,-0.08,-0.05,-0.06,-0.03,-0.09,-0.08,-0.04,-0.07,-0.28,-0.14,-0.2,-0.19,-0.18,0.09,-0.29,-0.18,-0.28,-0.1,-0.06,-0.11,-0.11,-0.11,-0.09,-0.13,-0.07,-0.09,-0.05,0.04,-0.04,-0.09,-0.01,-0.03,-0.16,-0.06,-0.07,-0.09,-0.09,-0.1,-0.07,-0.05,-0.07,-0.19,-0.02,-0.09,-0.04,-2.753350622399664,-0.22049918343982047
T6o,-0.36,-0.1,-0.2,-0.27,-0.28,-0.35,-0.36,-0.34,-0.35,-0.03,-0.02,-0.02,-0.02,-0.03,-0.03,0.02,-0.02,-0.3,-0.19,-0.21,-0.24,-0.23,-0.29,-0.25,-0.24,-0.28,-0.1,-0.01,-0.05,-0.1,-0.08,-0.06,-0.08,-0.04,-0.02,-0.04,0.01,-0.05,-0.03,-0.03,-0.02,-0.02,-0.03,-0.02,-0.01,-0.04,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-2.625170652004619,-1.093479008391604
T6s,-0.31,-0.04,-0.07,-0.17,-0.19,-0.34,-0.13,-0.26,-0.31,-0.05,0.0,0.0,-0.03,0.22,-0.08,-0.09,-0.11,-0.19,-0.08,-0.12,-0.14,-0.17,-0.12,-0.32,-0.14,-0.26,-0.14,-0.06,-0.06,-0.1,-0.04,-0.14,-0.13,-0.12,-0.08,-0.18,-0.23,-0.01,-0.13,-0.11,-0.06,-0.04,-0.01,-0.09,-0.06,-0.02,0.0,-0.12,-0.11,-0.03,-0.08,-0.07,-0.13,-0.07,-2.623597782594643,0.260308155980965
T7o,-0.33,-0.06,-0.17,-0.22,-0.25,-0.27,-0.26,-0.28,-0.34,-0.03,-0.02,-0.01,-0.03,-0.03,-0.08,-0.01,-0.01,-0.26,-0.16,-0.2,-0.2,-0.22,-0.21,-0.27,-0.23,-0.28,-0.07,-0.05,-0.05,-0.1,-0.12,-0.09,-0.05,-0.04,-0.04,-0.07,-0.04,-0.03,-0.04,-0.03,-0.03,-0.01,-0.03,-0.04,-0.03,-0.03,-0.03,-0.03,-0.01,0.02,-0.02,-0.05,-0.03,-0.03,-2.4691654141491135,-0.7560913537928612
T7s,-0.15,0.04,-0.04,-0.08,-0.16,-0.14,-0.19,-0.15,-0.28,-0.09,0.02,0.1,0.04,0.09,0.04,0.01,0.01,-0.17,-0.03,-0.05,-0.07,-0.12,-0.1,-0.13,-0.18,-0.2,-0.12,0.07,-0.06,0.07,-0.06,-0.03,-0.12,-0.07,0.02,0.01,-0.06,-0.09,-0.05,-0.04,0.08,-0.05,-0.03,-0.11,-0.06,0.02,-0.02,-0.09,-0.09,0.06,0.03,0.03,-0.01,0.06,-1.1724456468229796,0.5297237799047025
T8o,-0.29,-0.03,-0.1,-0.19,-0.21,-0.26,-0.15,-0.28,-0.29,-0.04,0.01,0.01,-0.01,0.01,-0.01,-0.03,-0.04,-0.25,-0.06,-0.16,-0.15,-0.2,-0.24,-0.23,-0.26,-0.23,-0.11,-0.04,-0.06,-0.02,-0.12,-0.1,-0.09,-0.06,-0.04,-0.04,-0.1,-0.01,-0.04,-0.04,-0.04,0.0,0.0,-0.06,-0.06,-0.02,-0.03,-0.05,-0.04,-0.04,-0.06,-0.05,-0.03,-0.04,-2.224811117860357,-0.14936893329855927
T8s,-0.16,0.12,0.01,-0.04,-0.09,-0.05,-0.09,-0.11,-0.2,0.08,0.14,0.13,0.07,0.18,0.04,0.05,0.01,-0.13,0.03,0.06,-0.04,-0.09,-0.14,-0.18,-0.13,-0.13,-0.02,0.08,0.04,0.11,-0.1,-0.06,0.0,-0.07,0.08,-0.09,-0.02,-0.07,-0.01,0.02,0.1,-0.03,0.05,-0.06,0.01,-0.11,0.11,-0.05,0.04,0.0,0.07,0.03,0.03,0.06,-0.17679978574648955,0.8264430410101966
T9o,-0.31,0.03,-0.05,-0.13,-0.15,-0.16,-0.23,-0.28,-0.21,-0.07,0.04,0.05,0.01,-0.01,-0.05,-0.03,-0.06,-0.14,0.02,-0.06,-0.13,-0.14,-0.03,0.07,-0.13,-0.24,-0.09,0.0,-0.07,-0.05,-0.13,-0.11,-0.11,-0.07,-0.01,-0.07,0.03,-0.09,-0.08,-0.08,-0.05,-0.01,-0.06,-0.06,-0.07,0.03,0.01,-0.08,-0.07,0.02,-0.09,-0.09,-0.05,-0.05,-1.7232218063725964,0.6455222272944298
T9s,-0.1,0.12,0.1,0.05,-0.01,0.08,0.07,-0.09,-0.13,0.11,0.14,0.26,0.15,0.46,0.05,0.12,0.06,-0.08,0.17,0.03,-0.01,-0.01,-0.12,-0.06,-0.01,-0.13,-0.05,0.16,0.12,0.13,0.07,-0.01,0.02,-0.02,0.14,0.07,0.28,-0.1,-0.04,0.09,0.05,-0.01,0.06,-0.01,-0.1,0.0,0.09,0.04,0.05,0.01,0.09,0.02,0.11,0.06,1.192788196761501,1.3026537157811529
