hand,connectedness,suited,pair,flop_equity,turn_equity,river_equity,equity_delta,high_card,low_card,hand_type,dominates_count,combos_dominated,blocks_count,combos_blocked,blocked_by_count,combos_blocked_by_count,dominated_by_count,combos_dominated_by_count,dom_ratio,block_ratio,dom_block_ratio,block_ratio_cat,dom_block_pc1,dom_block_pc2,BB_play10,BB_play2,BB_play3,BB_play4,BB_play5,BB_play6,BB_play7,BB_play8,BB_play9,D_play10,D_play3,D_play4,D_play5,D_play6,D_play7,D_play8,D_play9,SB_play10,SB_play2,SB_play3,SB_play4,SB_play5,SB_play6,SB_play7,SB_play8,SB_play9,pos3_play10,pos3_play4,pos3_play5,pos3_play6,pos3_play7,pos3_play8,pos3_play9,pos4_play10,pos4_play5,pos4_play6,pos4_play7,pos4_play8,pos4_play9,pos5_play10,pos5_play6,pos5_play7,pos5_play8,pos5_play9,pos6_play10,pos6_play7,pos6_play8,pos6_play9,pos7_play10,pos7_play8,pos7_play9,pos8_play10,pos8_play9,pos9_play10,ev_pc1,ev_pc2
T5s,5,1,0,0.43593,0.4526,0.47219,0.036260000000000014,8,3,suited,20.0,160.0,48.0,101.0,48.0,51.0,25.0,100.0,1.6,1.9803921568627447,3.1372549019607843,2,-0.0418078189330289,0.0283922756271858,-0.23,-0.04,-0.14,-0.22,-0.24,-0.23,-0.25,-0.25,-0.27,-0.08,-0.05,-0.06,-0.03,-0.09,-0.08,-0.04,-0.07,-0.28,-0.14,-0.2,-0.19,-0.18,0.09,-0.29,-0.18,-0.28,-0.1,-0.06,-0.11,-0.11,-0.11,-0.09,-0.13,-0.07,-0.09,-0.05,0.04,-0.04,-0.09,-0.01,-0.03,-0.16,-0.06,-0.07,-0.09,-0.09,-0.1,-0.07,-0.05,-0.07,-0.19,-0.02,-0.09,-0.04,-2.753350622399664,-0.2204991834398204
T6o,4,0,0,0.44439,0.45538,0.4633,0.018909999999999982,8,4,offsuit,22.0,176.0,48.0,101.0,48.0,155.0,23.0,276.0,0.6376811594202898,0.6516129032258065,1.135483870967742,0,0.7829479201535533,0.584517561846642,-0.36,-0.1,-0.2,-0.27,-0.28,-0.35,-0.36,-0.34,-0.35,-0.03,-0.02,-0.02,-0.02,-0.03,-0.03,0.02,-0.02,-0.3,-0.19,-0.21,-0.24,-0.23,-0.29,-0.25,-0.24,-0.28,-0.1,-0.01,-0.05,-0.1,-0.08,-0.06,-0.08,-0.04,-0.02,-0.04,0.01,-0.05,-0.03,-0.03,-0.02,-0.02,-0.03,-0.02,-0.01,-0.04,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-2.625170652004619,-1.093479008391604
T6s,4,1,0,0.44958,0.47113,0.49253,0.042950000000000044,8,4,suited,22.0,176.0,48.0,101.0,48.0,51.0,23.0,92.0,1.9130434782608696,1.9803921568627447,3.450980392156863,2,-0.3136791437610311,0.1962699892718004,-0.31,-0.04,-0.07,-0.17,-0.19,-0.34,-0.13,-0.26,-0.31,-0.05,0.0,0.0,-0.03,0.22,-0.08,-0.09,-0.11,-0.19,-0.08,-0.12,-0.14,-0.17,-0.12,-0.32,-0.14,-0.26,-0.14,-0.06,-0.06,-0.1,-0.04,-0.14,-0.13,-0.12,-0.08,-0.18,-0.23,-0.01,-0.13,-0.11,-0.06,-0.04,-0.01,-0.09,-0.06,-0.02,0.0,-0.12,-0.11,-0.03,-0.08,-0.07,-0.13,-0.07,-2.623597782594643,0.260308155980965
T7o,3,0,0,0.45178,0.46579,0.47489,0.023109999999999964,8,5,offsuit,24.0,192.0,48.0,101.0,48.0,155.0,21.0,252.0,0.7619047619047619,0.6516129032258065,1.238709677419355,0,0.4519377909792164,0.744841024227042,-0.33,-0.06,-0.17,-0.22,-0.25,-0.27,-0.26,-0.28,-0.34,-0.03,-0.02,-0.01,-0.03,-0.03,-0.08,-0.01,-0.01,-0.26,-0.16,-0.2,-0.2,-0.22,-0.21,-0.27,-0.23,-0.28,-0.07,-0.05,-0.05,-0.1,-0.12,-0.09,-0.05,-0.04,-0.04,-0.07,-0.04,-0.03,-0.04,-0.03,-0.03,-0.01,-0.03,-0.04,-0.03,-0.03,-0.03,-0.03,-0.01,0.02,-0.02,-0.05,-0.03,-0.03,-2.469165414149113,-0.7560913537928612
T7s,3,1,0,0.46143,0.48366,0.50711,0.04567999999999994,8,5,suited,24.0,192.0,48.0,101.0,48.0,51.0,21.0,84.0,2.2857142857142856,1.9803921568627447,3.764705882352941,2,-0.5855504685890335,0.3641477029164149,-0.15,0.04,-0.04,-0.08,-0.16,-0.14,-0.19,-0.15,-0.28,-0.09,0.02,0.1,0.04,0.09,0.04,0.01,0.01,-0.17,-0.03,-0.05,-0.07,-0.12,-0.1,-0.13,-0.18,-0.2,-0.12,0.07,-0.06,0.07,-0.06,-0.03,-0.12,-0.07,0.02,0.01,-0.06,-0.09,-0.05,-0.04,0.08,-0.05,-0.03,-0.11,-0.06,0.02,-0.02,-0.09,-0.09,0.06,0.03,0.03,-0.01,0.06,-1.1724456468229796,0.5297237799047025
T8o,2,0,0,0.46927,0.48532,0.50083,0.03155999999999998,8,6,offsuit,26.0,208.0,48.0,101.0,48.0,155.0,19.0,228.0,0.912280701754386,0.6516129032258065,1.3419354838709678,0,0.1209276618048795,0.9051644866074418,-0.29,-0.03,-0.1,-0.19,-0.21,-0.26,-0.15,-0.28,-0.29,-0.04,0.01,0.01,-0.01,0.01,-0.01,-0.03,-0.04,-0.25,-0.06,-0.16,-0.15,-0.2,-0.24,-0.23,-0.26,-0.23,-0.11,-0.04,-0.06,-0.02,-0.12,-0.1,-0.09,-0.06,-0.04,-0.04,-0.1,-0.01,-0.04,-0.04,-0.04,0.0,0.0,-0.06,-0.06,-0.02,-0.03,-0.05,-0.04,-0.04,-0.06,-0.05,-0.03,-0.04,-2.224811117860357,-0.1493689332985592
T8s,2,1,0,0.47939,0.50486,0.52672,0.04732999999999998,8,6,suited,26.0,208.0,48.0,101.0,48.0,51.0,19.0,76.0,2.736842105263158,1.9803921568627447,4.078431372549019,2,-0.8574217934170356,0.5320254165610296,-0.16,0.12,0.01,-0.04,-0.09,-0.05,-0.09,-0.11,-0.2,0.08,0.14,0.13,0.07,0.18,0.04,0.05,0.01,-0.13,0.03,0.06,-0.04,-0.09,-0.14,-0.18,-0.13,-0.13,-0.02,0.08,0.04,0.11,-0.1,-0.06,0.0,-0.07,0.08,-0.09,-0.02,-0.07,-0.01,0.02,0.1,-0.03,0.05,-0.06,0.01,-0.11,0.11,-0.05,0.04,0.0,0.07,0.03,0.03,0.06,-0.1767997857464895,0.8264430410101966
T9o,1,0,0,0.47745,0.4963,0.51031,0.032860000000000056,8,7,offsuit,28.0,224.0,48.0,101.0,48.0,155.0,17.0,204.0,1.0980392156862746,0.6516129032258065,1.4451612903225806,0,-0.2100824673694573,1.0654879489878415,-0.31,0.03,-0.05,-0.13,-0.15,-0.16,-0.23,-0.28,-0.21,-0.07,0.04,0.05,0.01,-0.01,-0.05,-0.03,-0.06,-0.14,0.02,-0.06,-0.13,-0.14,-0.03,0.07,-0.13,-0.24,-0.09,0.0,-0.07,-0.05,-0.13,-0.11,-0.11,-0.07,-0.01,-0.07,0.03,-0.09,-0.08,-0.08,-0.05,-0.01,-0.06,-0.06,-0.07,0.03,0.01,-0.08,-0.07,0.02,-0.09,-0.09,-0.05,-0.05,-1.7232218063725964,0.6455222272944298
T9s,1,1,0,0.48797,0.51995,0.54304,0.05506999999999995,8,7,suited,28.0,224.0,48.0,101.0,48.0,51.0,17.0,68.0,3.294117647058824,1.9803921568627447,4.392156862745098,2,-1.129293118245038,0.6999031302056442,-0.1,0.12,0.1,0.05,-0.01,0.08,0.07,-0.09,-0.13,0.11,0.14,0.26,0.15,0.46,0.05,0.12,0.06,-0.08,0.17,0.03,-0.01,-0.01,-0.12,-0.06,-0.01,-0.13,-0.05,0.16,0.12,0.13,0.07,-0.01,0.02,-0.02,0.14,0.07,0.28,-0.1,-0.04,0.09,0.05,-0.01,0.06,-0.01,-0.1,0.0,0.09,0.04,0.05,0.01,0.09,0.02,0.11,0.06,1.192788196761501,1.3026537157811529
TTo,0,0,1,0.86015,0.80923,0.75306,-0.10709000000000002,8,8,pair,16.0,128.0,25.0,101.0,25.0,77.0,0.0,0.0,128.0,1.3116883116883118,1.6623376623376624,1,-3.1145107891829733,-4.335304156510545,0.37,0.63,0.64,0.69,0.58,0.51,0.37,0.51,0.37,0.56,0.79,0.83,0.81,0.87,0.75,0.62,0.6,0.38,0.63,0.71,0.65,0.6,0.4,0.42,0.44,0.41,0.43,0.79,0.68,0.56,0.42,0.45,0.38,0.52,0.77,0.8,0.63,0.4,0.55,0.45,0.65,0.27,0.62,0.5,0.42,0.32,0.56,0.46,0.46,0.6,0.65,0.54,0.62,0.5,13.702956963032186,2.7681321523547084
