hand1,hand2,hand1_equity,hand2_equity
Q9o,97o,0.7272,0.2728
Q9s,97o,0.737,0.263
QJo,97o,0.6568999999999999,0.3431
QJs,97o,0.6726000000000001,0.3274
QQo,97o,0.833,0.16699999999999998
QTo,97o,0.6587000000000001,0.34130000000000005
QTs,97o,0.6737000000000001,0.32630000000000003
97o,T2o,0.4486,0.5514
T2s,97o,0.5748,0.4252
97o,T3o,0.44409999999999994,0.5559000000000001
T3s,97o,0.5787,0.4213
97o,T4o,0.44409999999999994,0.5559000000000001
T4s,97o,0.5787,0.4213
97o,T5o,0.43700000000000006,0.563
T5s,97o,0.5847,0.4153
97o,T6o,0.42310000000000003,0.5769
T6s,97o,0.5979,0.4021
97o,T7o,0.284,0.716
T7s,97o,0.7271,0.2729
T8o,97o,0.6347,0.3653
T8s,97o,0.6514,0.3486
T9o,97o,0.7258,0.2742
T9s,97o,0.7343000000000001,0.2657
TTo,97o,0.8589,0.1411
97s,98o,0.3682,0.6318
98s,97s,0.6465000000000001,0.35350000000000004
99o,97s,0.8348,0.16519999999999999
97s,A2o,0.4736,0.5264
A2s,97s,0.5553,0.4447
97s,A3o,0.4694,0.5306000000000001
A3s,97s,0.5590999999999999,0.4409
97s,A4o,0.4693,0.5307
A4s,97s,0.5590999999999999,0.4409
97s,A5o,0.4607,0.5393
A5s,97s,0.5670000000000001,0.433
97s,A6o,0.4604,0.5396
A6s,97s,0.5672,0.4328
97s,A7o,0.3298,0.6701999999999999
A7s,97s,0.6833,0.31670000000000004
97s,A8o,0.42619999999999997,0.5738
A8s,97s,0.6001,0.39990000000000003
97s,A9o,0.3257,0.6743000000000001
A9s,97s,0.6873,0.3127
AAo,97s,0.7918000000000001,0.2082
97s,AJo,0.39759999999999995,0.6024
AJs,97s,0.6275999999999999,0.3724
97s,AKo,0.3997,0.6003000000000001
AKs,97s,0.626,0.374
97s,AQo,0.39640000000000003,0.6036
AQs,97s,0.629,0.371
97s,ATo,0.3958,0.6042000000000001
ATs,97s,0.629,0.371
97s,J2o,0.47869999999999996,0.5213
97s,J2s,0.45,0.55
97s,J3o,0.47450000000000003,0.5255
97s,J3s,0.4462,0.5538000000000001
97s,J4o,0.4744,0.5256000000000001
97s,J4s,0.4462,0.5538000000000001
97s,J5o,0.4658,0.5342
97s,J5s,0.4382,0.5618
97s,J6o,0.46240000000000003,0.5376
97s,J6s,0.4354,0.5646
97s,J7o,0.33,0.67
97s,J7s,0.3182,0.6818000000000001
97s,J8o,0.4105,0.5895
97s,J8s,0.38520000000000004,0.6148
97s,J9o,0.3209,0.6790999999999999
J9s,97s,0.6905,0.3095
JJo,97s,0.8045,0.1955
97s,JTo,0.3689,0.6311
JTs,97s,0.6541,0.34590000000000004
97s,K2o,0.48,0.52
97s,K2s,0.4509,0.5490999999999999
97s,K3o,0.4758,0.5242
97s,K3s,0.447,0.5529999999999999
97s,K4o,0.4757,0.5243
97s,K4s,0.447,0.5529999999999999
97s,K5o,0.4671,0.5329
97s,K5s,0.4391,0.5609000000000001
97s,K6o,0.46140000000000003,0.5386
97s,K6s,0.4339,0.5661
97s,K7o,0.3354,0.6646
97s,K7s,0.3222,0.6778
97s,K8o,0.4311,0.5689
97s,K8s,0.4045,0.5954999999999999
97s,K9o,0.3283,0.6717
97s,K9s,0.3154,0.6846
97s,KJo,0.392,0.608
KJs,97s,0.6327,0.36729999999999996
KKo,97s,0.7906,0.2094
97s,KQo,0.3908,0.6092
KQs,97s,0.6342,0.36579999999999996
97s,KTo,0.3901,0.6099
KTs,97s,0.6342,0.36579999999999996
97s,Q2o,0.478,0.522
97s,Q2s,0.449,0.551
97s,Q3o,0.4738,0.5262
97s,Q3s,0.44520000000000004,0.5548
97s,Q4o,0.47369999999999995,0.5263
97s,Q4s,0.44520000000000004,0.5548
97s,Q5o,0.46509999999999996,0.5349
97s,Q5s,0.43729999999999997,0.5627
97s,Q6o,0.4594,0.5406
97s,Q6s,0.43200000000000005,0.568
97s,Q7o,0.33899999999999997,0.6609999999999999
97s,Q7s,0.3257,0.6743000000000001
97s,Q8o,0.42,0.58
97s,Q8s,0.3942,0.6058
97s,Q9o,0.3153,0.6847
97s,Q9s,0.3036,0.6964
97s,QJo,0.38049999999999995,0.6195
QJs,97s,0.6435,0.3565
QQo,97s,0.7938,0.20620000000000002
97s,QTo,0.379,0.621
QTs,97s,0.6446999999999999,0.3553
97s,T2o,0.48,0.52
97s,T2s,0.45159999999999995,0.5484
97s,T3o,0.4758,0.5242
97s,T3s,0.44780000000000003,0.5522
97s,T4o,0.4757,0.5243
97s,T4s,0.44780000000000003,0.5522
97s,T5o,0.46909999999999996,0.5309
97s,T5s,0.44179999999999997,0.5582
97s,T6o,0.4557,0.5443
97s,T6s,0.4291,0.5709000000000001
97s,T7o,0.3232,0.6768000000000001
97s,T7s,0.3127,0.6873
97s,T8o,0.40159999999999996,0.5984
T8s,97s,0.6232,0.3768
97s,T9o,0.3161,0.6839
T9s,97s,0.6940999999999999,0.3059
TTo,97s,0.8179000000000001,0.1821
98s,98o,0.5249,0.47509999999999997
99o,98o,0.8702,0.1298
A2o,98o,0.5494,0.4506
A2s,98o,0.574,0.426
A3o,98o,0.5494,0.4506
A3s,98o,0.574,0.426
A4o,98o,0.5495,0.45049999999999996
A4s,98o,0.574,0.426
A5o,98o,0.5589999999999999,0.441
A5s,98o,0.5824,0.41759999999999997
A6o,98o,0.5595,0.44049999999999995
A6s,98o,0.5825,0.4175
A7o,98o,0.5658,0.43420000000000003
A7s,98o,0.588,0.41200000000000003
A8o,98o,0.6969,0.3031
A8s,98o,0.7114,0.28859999999999997
A9o,98o,0.7023999999999999,0.29760000000000003
A9s,98o,0.7143999999999999,0.28559999999999997
AAo,98o,0.8178,0.1822
AJo,98o,0.6284000000000001,0.3716
AJs,98o,0.6456999999999999,0.3543
AKo,98o,0.6406000000000001,0.3594
AKs,98o,0.6581,0.3419
AQo,98o,0.6294,0.37060000000000004
AQs,98o,0.6470999999999999,0.3529
ATo,98o,0.6305,0.36950000000000005
ATs,98o,0.6470999999999999,0.3529
98o,J2o,0.45770000000000005,0.5423
J2s,98o,0.5663,0.4337
98o,J3o,0.4576,0.5424
J3s,98o,0.5663,0.4337
98o,J4o,0.4576,0.5424
J4s,98o,0.5663,0.4337
98o,J5o,0.44799999999999995,0.552
J5s,98o,0.5748,0.4252
98o,J6o,0.44439999999999996,0.5556
J6s,98o,0.5777,0.42229999999999995
98o,J7o,0.4307,0.5693
J7s,98o,0.5905,0.40950000000000003
98o,J8o,0.2907,0.7093
J8s,98o,0.7212999999999999,0.2787
J9o,98o,0.7168000000000001,0.2832
J9s,98o,0.7262000000000001,0.2738
JJo,98o,0.8432,0.1568
JTo,98o,0.6614,0.3386
JTs,98o,0.6758,0.32420000000000004
98o,K2o,0.45409999999999995,0.5459
K2s,98o,0.5708,0.4292
98o,K3o,0.45399999999999996,0.546
K3s,98o,0.5708,0.4292
98o,K4o,0.45399999999999996,0.546
K4s,98o,0.5708,0.4292
98o,K5o,0.44439999999999996,0.5556
K5s,98o,0.5792,0.4208
98o,K6o,0.43829999999999997,0.5617
K6s,98o,0.5846,0.4154
98o,K7o,0.4329,0.5671
K7s,98o,0.5892000000000001,0.4108
98o,K8o,0.3074,0.6926000000000001
K8s,98o,0.7071999999999999,0.2928
K9o,98o,0.7159,0.2841
K9s,98o,0.7267,0.2733
KJo,98o,0.6391,0.36090000000000005
KJs,98o,0.6557,0.3443
KKo,98o,0.8210999999999999,0.1789
KQo,98o,0.6404000000000001,0.35960000000000003
KQs,98o,0.6574,0.34259999999999996
KTo,98o,0.6412,0.3588
KTs,98o,0.6570999999999999,0.3429
98o,Q2o,0.457,0.5429999999999999
Q2s,98o,0.5675,0.4325
98o,Q3o,0.457,0.5429999999999999
Q3s,98o,0.5675,0.4325
98o,Q4o,0.4569,0.5431
Q4s,98o,0.5675,0.4325
98o,Q5o,0.4474,0.5526
Q5s,98o,0.5759000000000001,0.4241
98o,Q6o,0.4413,0.5587
Q6s,98o,0.5813,0.41869999999999996
98o,Q7o,0.4385,0.5615
Q7s,98o,0.5834,0.41659999999999997
98o,Q8o,0.30010000000000003,0.6999
Q8s,98o,0.7132,0.2868
98o,Q9o,0.2891,0.7109000000000001
Q9s,98o,0.7212999999999999,0.2787
QJo,98o,0.647,0.353
QJs,98o,0.6629,0.3371
QQo,98o,0.8291,0.1709
QTo,98o,0.649,0.35100000000000003
QTs,98o,0.6643000000000001,0.3357
98o,T2o,0.45899999999999996,0.541
T2s,98o,0.5645,0.4355
98o,T3o,0.45890000000000003,0.5411
T3s,98o,0.5646,0.4354
98o,T4o,0.45890000000000003,0.5411
T4s,98o,0.5646,0.4354
98o,T5o,0.4514,0.5486
T5s,98o,0.5710000000000001,0.429
98o,T6o,0.4374,0.5626
T6s,98o,0.5841,0.41590000000000005
98o,T7o,0.4238,0.5761999999999999
T7s,98o,0.597,0.40299999999999997
98o,T8o,0.28350000000000003,0.7165
T8s,98o,0.7271,0.2729
T9o,98o,0.725,0.275
T9s,98o,0.7329000000000001,0.2671
TTo,98o,0.858,0.142
99o,98s,0.8217,0.1783
98s,A2o,0.4818,0.5182
98s,A2s,0.45270000000000005,0.5473
98s,A3o,0.4817,0.5183
98s,A3s,0.45270000000000005,0.5473
98s,A4o,0.4816,0.5184000000000001
98s,A4s,0.45270000000000005,0.5473
98s,A5o,0.47259999999999996,0.5274
98s,A5s,0.44439999999999996,0.5556
98s,A6o,0.47229999999999994,0.5277000000000001
98s,A6s,0.44420000000000004,0.5558
98s,A7o,0.46630000000000005,0.5337
98s,A7s,0.4388,0.5611999999999999
98s,A8o,0.3411,0.6589
98s,A8s,0.3271,0.6729
98s,A9o,0.33799999999999997,0.662
98s,A9s,0.32409999999999994,0.6759000000000001
AAo,98s,0.7794,0.2206
98s,AJo,0.408,0.5920000000000001
AJs,98s,0.6174000000000001,0.3826
98s,AKo,0.3967,0.6033
AKs,98s,0.6288,0.3712
98s,AQo,0.4071,0.5929
AQs,98s,0.6185,0.3815
98s,ATo,0.4061,0.5939
ATs,98s,0.6188,0.3812
98s,J2o,0.4885,0.5115
98s,J2s,0.4597,0.5403
98s,J3o,0.4885,0.5115
98s,J3s,0.4597,0.5403
98s,J4o,0.48840000000000006,0.5115999999999999
98s,J4s,0.4597,0.5403
98s,J5o,0.4794,0.5206000000000001
98s,J5s,0.4514,0.5486
98s,J6o,0.47600000000000003,0.524
98s,J6s,0.4485,0.5515
98s,J7o,0.4629,0.5371
98s,J7s,0.436,0.564
98s,J8o,0.3292,0.6708
98s,J8s,0.3178,0.6822
98s,J9o,0.3243,0.6757
98s,J9s,0.3132,0.6868000000000001
JJo,98s,0.8031,0.19690000000000002
98s,JTo,0.3761,0.6239
JTs,98s,0.647,0.353
98s,K2o,0.4851,0.5149
98s,K2s,0.4558,0.5442
98s,K3o,0.485,0.515
98s,K3s,0.4558,0.5442
98s,K4o,0.4849,0.5151
98s,K4s,0.4558,0.5442
98s,K5o,0.47590000000000005,0.5241
98s,K5s,0.4475,0.5525
98s,K6o,0.47009999999999996,0.5299
98s,K6s,0.4422,0.5578
98s,K7o,0.46509999999999996,0.5349
98s,K7s,0.4376,0.5624
98s,K8o,0.3452,0.6548
98s,K8s,0.3312,0.6688
98s,K9o,0.3257,0.6743000000000001
98s,K9s,0.313,0.687
98s,KJo,0.39759999999999995,0.6024
98s,KJs,0.3729,0.6271
KKo,98s,0.7825,0.2175
98s,KQo,0.39640000000000003,0.6036
KQs,98s,0.6286,0.3714
98s,KTo,0.3958,0.6042000000000001
98s,KTs,0.3714,0.6286
98s,Q2o,0.4878,0.5122
98s,Q2s,0.4587,0.5413
98s,Q3o,0.4878,0.5122
98s,Q3s,0.4587,0.5413
98s,Q4o,0.4877,0.5123
98s,Q4s,0.4587,0.5413
98s,Q5o,0.47869999999999996,0.5213
98s,Q5s,0.45039999999999997,0.5496
98s,Q6o,0.4729,0.5271
98s,Q6s,0.44520000000000004,0.5548
98s,Q7o,0.4704,0.5296
98s,Q7s,0.44299999999999995,0.557
98s,Q8o,0.3382,0.6618
98s,Q8s,0.32539999999999997,0.6746
98s,Q9o,0.3301,0.6698999999999999
98s,Q9s,0.3178,0.6822
98s,QJo,0.3899,0.6101
QJs,98s,0.6343,0.3657
QQo,98s,0.7898999999999999,0.2101
98s,QTo,0.3881,0.6119
98s,QTs,0.3642,0.6358
98s,T2o,0.48979999999999996,0.5102
98s,T2s,0.46130000000000004,0.5387
98s,T3o,0.48979999999999996,0.5102
98s,T3s,0.46130000000000004,0.5387
98s,T4o,0.48969999999999997,0.5103
98s,T4s,0.46130000000000004,0.5387
98s,T5o,0.4827,0.5173
98s,T5s,0.455,0.545
98s,T6o,0.4693,0.5307
98s,T6s,0.4422,0.5578
98s,T7o,0.4561,0.5439
98s,T7s,0.42969999999999997,0.5703
98s,T8o,0.3224,0.6776000000000001
98s,T8s,0.3123,0.6877
98s,T9o,0.3166,0.6834
T9s,98s,0.6931999999999999,0.3068
TTo,98s,0.8170000000000001,0.183
99o,A2o,0.7047,0.2953
99o,A2s,0.6692,0.3308
99o,A3o,0.7006999999999999,0.2993
99o,A3s,0.6656,0.3344
99o,A4o,0.7006999999999999,0.2993
99o,A4s,0.6656,0.3344
99o,A5o,0.695,0.305
99o,A5s,0.6604000000000001,0.3396
99o,A6o,0.7116,0.2884
99o,A6s,0.6758,0.32420000000000004
99o,A7o,0.7097,0.2903
99o,A7s,0.674,0.326
99o,A8o,0.7118000000000001,0.2882
99o,A8s,0.6759000000000001,0.32409999999999994
99o,A9o,0.7045,0.2955
99o,A9s,0.664,0.336
AAo,99o,0.8086,0.19140000000000001
99o,AJo,0.5546,0.4454
99o,AJs,0.5277000000000001,0.47229999999999994
99o,AKo,0.5527000000000001,0.4473
99o,AKs,0.5257999999999999,0.4742
99o,AQo,0.5539000000000001,0.4461
99o,AQs,0.527,0.473
99o,ATo,0.5553,0.4447
99o,ATs,0.5285,0.4715
99o,J2o,0.7236,0.2764
99o,J2s,0.6870999999999999,0.3129
99o,J3o,0.7195999999999999,0.2804
99o,J3s,0.6835,0.3165
99o,J4o,0.7195,0.2805
99o,J4s,0.6835,0.3165
99o,J5o,0.7139,0.2861
99o,J5s,0.6783,0.32170000000000004
99o,J6o,0.7176,0.2824
99o,J6s,0.6817,0.31829999999999997
99o,J7o,0.7134999999999999,0.2865
99o,J7s,0.6776000000000001,0.3224
99o,J8o,0.7093,0.2907
99o,J8s,0.6736,0.3264
99o,J9o,0.6625,0.3375
99o,J9s,0.6256,0.37439999999999996
JJo,99o,0.8161,0.1839
99o,JTo,0.5382,0.4618
99o,JTs,0.5123,0.4877
99o,K2o,0.7209,0.2791
99o,K2s,0.6844,0.3156
99o,K3o,0.7169,0.28309999999999996
99o,K3s,0.6808,0.31920000000000004
99o,K4o,0.7169,0.28309999999999996
99o,K4s,0.6807,0.3193
99o,K5o,0.7112,0.2888
99o,K5s,0.6755,0.3245
99o,K6o,0.7129000000000001,0.2871
99o,K6s,0.6770999999999999,0.32289999999999996
99o,K7o,0.715,0.285
99o,K7s,0.679,0.321
99o,K8o,0.7190000000000001,0.281
99o,K8s,0.6827,0.3173
99o,K9o,0.6933,0.30670000000000003
99o,K9s,0.6537000000000001,0.34630000000000005
99o,KJo,0.5532,0.4468
99o,KJs,0.5263,0.47369999999999995
KKo,99o,0.8081999999999999,0.1918
99o,KQo,0.5525,0.4475
99o,KQs,0.5256000000000001,0.4744
99o,KTo,0.5539000000000001,0.4461
99o,KTs,0.5271,0.4729
99o,Q2o,0.7222,0.2778
99o,Q2s,0.6857,0.3143
99o,Q3o,0.7182,0.2818
99o,Q3s,0.6820999999999999,0.3179
99o,Q4o,0.7182,0.2818
99o,Q4s,0.6820999999999999,0.3179
99o,Q5o,0.7125,0.2875
99o,Q5s,0.6769,0.3231
99o,Q6o,0.7143,0.2857
99o,Q6s,0.6785,0.3215
99o,Q7o,0.7182999999999999,0.2817
99o,Q7s,0.6822,0.3178
99o,Q8o,0.7141,0.2859
99o,Q8s,0.6781,0.32189999999999996
99o,Q9o,0.6779000000000001,0.3221
99o,Q9s,0.6396999999999999,0.3603
99o,QJo,0.5455,0.4545
99o,QJs,0.5191,0.48090000000000005
QQo,99o,0.8119,0.1881
99o,QTo,0.5463,0.4537
99o,QTs,0.5199,0.48009999999999997
99o,T2o,0.7249,0.2751
99o,T2s,0.6884999999999999,0.3115
99o,T3o,0.7209,0.2791
99o,T3s,0.6849,0.3151
99o,T4o,0.7209,0.2791
99o,T4s,0.6849,0.3151
99o,T5o,0.7167,0.2833
99o,T5s,0.6809999999999999,0.319
99o,T6o,0.7128,0.2872
99o,T6s,0.6772,0.32280000000000003
99o,T7o,0.7086,0.2914
99o,T7s,0.6731,0.32689999999999997
99o,T8o,0.7045,0.2955
99o,T8s,0.6690999999999999,0.3309
99o,T9o,0.6472,0.3528
99o,T9s,0.6114999999999999,0.3885
TTo,99o,0.82,0.18
A2s,A2o,0.5251,0.47490000000000004
A3o,A2o,0.5305,0.46950000000000003
A3s,A2o,0.5553,0.4447
A4o,A2o,0.5339,0.4661
A4s,A2o,0.5585,0.4415
A5o,A2o,0.562,0.43799999999999994
A5s,A2o,0.5845,0.4155
A6o,A2o,0.5866,0.41340000000000005
A6s,A2o,0.608,0.392
A7o,A2o,0.6254,0.3746
A7s,A2o,0.6441,0.35590000000000005
A8o,A2o,0.6570999999999999,0.3429
A8s,A2o,0.6737000000000001,0.32630000000000003
A9o,A2o,0.6839,0.3161
A9s,A2o,0.6988,0.3012
AAo,A2o,0.9322,0.0678
AJo,A2o,0.7256999999999999,0.2743
AJs,A2o,0.738,0.262
AKo,A2o,0.7408,0.25920000000000004
AKs,A2o,0.7526,0.24739999999999998
AQo,A2o,0.7354,0.2646
AQs,A2o,0.7473000000000001,0.2527
ATo,A2o,0.7119,0.28809999999999997
ATs,A2o,0.725,0.275
A2o,J2o,0.7543000000000001,0.2457
J2s,A2o,0.28800000000000003,0.7120000000000001
A2o,J3o,0.6069,0.3931
J3s,A2o,0.428,0.5720000000000001
A2o,J4o,0.6029,0.3971
J4s,A2o,0.4316,0.5684
A2o,J5o,0.5989,0.4011
J5s,A2o,0.4353,0.5647
A2o,J6o,0.5886,0.4114
J6s,A2o,0.44530000000000003,0.5547
A2o,J7o,0.5788,0.42119999999999996
J7s,A2o,0.4545,0.5455
A2o,J8o,0.57,0.43
J8s,A2o,0.46259999999999996,0.5374
A2o,J9o,0.5600999999999999,0.4399
J9s,A2o,0.4717,0.5283
JJo,A2o,0.7138,0.2862
A2o,JTo,0.5451,0.4549
JTs,A2o,0.4858,0.5142
A2o,K2o,0.7620999999999999,0.2379
K2s,A2o,0.2808,0.7192000000000001
A2o,K3o,0.6138,0.3862
K3s,A2o,0.4216,0.5784
A2o,K4o,0.6098,0.39020000000000005
K4s,A2o,0.4253,0.5747
A2o,K5o,0.6058,0.3942
K5s,A2o,0.4289,0.5710999999999999
A2o,K6o,0.5921,0.4079
K6s,A2o,0.4422,0.5578
A2o,K7o,0.5916,0.40840000000000004
K7s,A2o,0.4426,0.5574
A2o,K8o,0.5958,0.4042
K8s,A2o,0.4387,0.5613
A2o,K9o,0.586,0.414
K9s,A2o,0.44780000000000003,0.5522
KJo,A2o,0.42560000000000003,0.5744
KJs,A2o,0.45880000000000004,0.5412
KKo,A2o,0.7134999999999999,0.2865
KQo,A2o,0.42210000000000003,0.5779
KQs,A2o,0.4556,0.5444
A2o,KTo,0.5709000000000001,0.4291
KTs,A2o,0.462,0.5379999999999999
A2o,Q2o,0.7581,0.2419
Q2s,A2o,0.2844,0.7156
A2o,Q3o,0.6103000000000001,0.3897
Q3s,A2o,0.42479999999999996,0.5752
A2o,Q4o,0.6063000000000001,0.3937
Q4s,A2o,0.4285,0.5715
A2o,Q5o,0.6023,0.39770000000000005
Q5s,A2o,0.4321,0.5679
A2o,Q6o,0.5886,0.4114
Q6s,A2o,0.4454,0.5546
A2o,Q7o,0.5916,0.40840000000000004
Q7s,A2o,0.4426,0.5574
A2o,Q8o,0.5829,0.4171
Q8s,A2o,0.4507,0.5493
A2o,Q9o,0.573,0.42700000000000005
Q9s,A2o,0.4598,0.5402
A2o,QJo,0.5614,0.4386
QJs,A2o,0.4708,0.5292
QQo,A2o,0.7140000000000001,0.28600000000000003
A2o,QTo,0.5579999999999999,0.442
QTs,A2o,0.4739,0.5261
A2o,T2o,0.7505,0.2495
T2s,A2o,0.2915,0.7084999999999999
A2o,T3o,0.6035,0.39649999999999996
T3s,A2o,0.431,0.569
A2o,T4o,0.5995,0.40049999999999997
T4s,A2o,0.4347,0.5653
A2o,T5o,0.599,0.401
T5s,A2o,0.43520000000000003,0.5648
A2o,T6o,0.5758,0.4242
T6s,A2o,0.4572,0.5428000000000001
A2o,T7o,0.5659000000000001,0.4341
T7s,A2o,0.46630000000000005,0.5337
A2o,T8o,0.5572,0.4428
T8s,A2o,0.4744,0.5256000000000001
A2o,T9o,0.5473,0.45270000000000005
T9s,A2o,0.48350000000000004,0.5165
TTo,A2o,0.7128,0.2872
A2s,A3o,0.4979,0.5021
A3s,A2s,0.5272,0.4728
A2s,A4o,0.4947,0.5053
A4s,A2s,0.5302,0.4698
A2s,A5o,0.4686,0.5314
A5s,A2s,0.5543,0.4457
A2s,A6o,0.4461,0.5539000000000001
A6s,A2s,0.5757,0.4243
A2s,A7o,0.41009999999999996,0.5899
A7s,A2s,0.6091,0.3909
A2s,A8o,0.38049999999999995,0.6195
A8s,A2s,0.6368,0.3632
A2s,A9o,0.3554,0.6446
A9s,A2s,0.6603,0.3397
AAo,A2s,0.8789,0.1211
A2s,AJo,0.3161,0.6839
AJs,A2s,0.6970000000000001,0.303
A2s,AKo,0.3016,0.6984
AKs,A2s,0.711,0.289
A2s,AQo,0.3069,0.6931
AQs,A2s,0.7058,0.2942
A2s,ATo,0.32899999999999996,0.6709999999999999
ATs,A2s,0.6848000000000001,0.3152
A2s,J2o,0.765,0.235
A2s,J2s,0.7221,0.2779
A2s,J3o,0.6277,0.37229999999999996
A2s,J3s,0.5988,0.4012
A2s,J4o,0.624,0.376
A2s,J4s,0.5953,0.4047
A2s,J5o,0.6203,0.3797
A2s,J5s,0.5919,0.4081
A2s,J6o,0.6108,0.3892
A2s,J6s,0.5825,0.4175
A2s,J7o,0.6015999999999999,0.39840000000000003
A2s,J7s,0.5737,0.4263
A2s,J8o,0.5932999999999999,0.4067
A2s,J8s,0.5658,0.43420000000000003
A2s,J9o,0.5841,0.41590000000000005
A2s,J9s,0.5571,0.4429
JJo,A2s,0.6778,0.3222
A2s,JTo,0.5695,0.4305
JTs,A2s,0.4568,0.5432
A2s,K2o,0.7722,0.2278
A2s,K2s,0.7287,0.2713
A2s,K3o,0.6342,0.36579999999999996
A2s,K3s,0.6048,0.39520000000000005
A2s,K4o,0.6304,0.3696
A2s,K4s,0.6014,0.3986
A2s,K5o,0.6267,0.37329999999999997
A2s,K5s,0.5979,0.4021
A2s,K6o,0.614,0.386
A2s,K6s,0.5855,0.41450000000000004
A2s,K7o,0.6137,0.38630000000000003
A2s,K7s,0.5852,0.41479999999999995
A2s,K8o,0.6175999999999999,0.3824
A2s,K8s,0.5889,0.4111
A2s,K9o,0.6084,0.39159999999999995
A2s,K9s,0.5801,0.4199
A2s,KJo,0.597,0.40299999999999997
A2s,KJs,0.5692,0.43079999999999996
KKo,A2s,0.6775,0.3225
A2s,KQo,0.6002000000000001,0.3998
KQs,A2s,0.4277,0.5722999999999999
A2s,KTo,0.5938,0.40619999999999995
A2s,KTs,0.5661999999999999,0.4338
A2s,Q2o,0.7686,0.2314
A2s,Q2s,0.7254,0.2746
A2s,Q3o,0.6309,0.3691
A2s,Q3s,0.6018,0.3982
A2s,Q4o,0.6272,0.3728
A2s,Q4s,0.5982999999999999,0.4017
A2s,Q5o,0.6235,0.3765
A2s,Q5s,0.5949,0.40509999999999996
A2s,Q6o,0.6108,0.3892
A2s,Q6s,0.5825,0.4175
A2s,Q7o,0.6137,0.38630000000000003
A2s,Q7s,0.5852,0.41479999999999995
A2s,Q8o,0.6053999999999999,0.3946
A2s,Q8s,0.5772999999999999,0.4227
A2s,Q9o,0.5963,0.40369999999999995
A2s,Q9s,0.5685,0.4315
A2s,QJo,0.5848,0.4152
QJs,A2s,0.44229999999999997,0.5577000000000001
QQo,A2s,0.6779999999999999,0.322
A2s,QTo,0.5816,0.41840000000000005
A2s,QTs,0.5547,0.44530000000000003
A2s,T2o,0.7615000000000001,0.23850000000000002
A2s,T2s,0.7189,0.2811
A2s,T3o,0.6245,0.37549999999999994
A2s,T3s,0.5959,0.40409999999999996
A2s,T4o,0.6208,0.37920000000000004
A2s,T4s,0.5924,0.40759999999999996
A2s,T5o,0.6204,0.3796
A2s,T5s,0.5920000000000001,0.408
A2s,T6o,0.5988,0.4012
A2s,T6s,0.5710999999999999,0.4289
A2s,T7o,0.5896,0.4104
A2s,T7s,0.5623,0.43770000000000003
A2s,T8o,0.5813,0.41869999999999996
A2s,T8s,0.5544,0.4456
A2s,T9o,0.5721,0.4279
T9s,A2s,0.45439999999999997,0.5456
TTo,A2s,0.6769,0.3231
A3s,A3o,0.5251,0.47490000000000004
A4o,A3o,0.5309,0.46909999999999996
A4s,A3o,0.5555,0.4445
A5o,A3o,0.5608,0.43920000000000003
A5s,A3o,0.5832,0.4168
A6o,A3o,0.5814,0.41859999999999997
A6s,A3o,0.6031,0.3969
A7o,A3o,0.6201,0.3799
A7s,A3o,0.6391,0.36090000000000005
A8o,A3o,0.6562,0.34380000000000005
A8s,A3o,0.6728000000000001,0.3272
A9o,A3o,0.679,0.321
A9s,A3o,0.6943,0.3057
AAo,A3o,0.9278,0.0722
AJo,A3o,0.7206999999999999,0.2793
AJs,A3o,0.7334,0.2666
AKo,A3o,0.7358,0.2642
AKs,A3o,0.7479,0.2521
AQo,A3o,0.7304,0.2696
AQs,A3o,0.7426,0.25739999999999996
ATo,A3o,0.7070000000000001,0.293
ATs,A3o,0.7204,0.2796
A3o,J2o,0.6472,0.3528
J2s,A3o,0.391,0.609
A3o,J3o,0.7526,0.24739999999999998
J3s,A3o,0.2895,0.7105
A3o,J4o,0.6069,0.3931
J4s,A3o,0.4278,0.5722
A3o,J5o,0.6029,0.3971
J5s,A3o,0.4314,0.5686
A3o,J6o,0.5931000000000001,0.4069
J6s,A3o,0.4411,0.5589
A3o,J7o,0.5832,0.4168
J7s,A3o,0.45020000000000004,0.5498
A3o,J8o,0.5700999999999999,0.4299
J8s,A3o,0.4625,0.5375
A3o,J9o,0.5611,0.4389
J9s,A3o,0.4707,0.5293
JJo,A3o,0.7098,0.2902
A3o,JTo,0.5461,0.4539
JTs,A3o,0.4849,0.5151
A3o,K2o,0.6541,0.34590000000000004
K2s,A3o,0.3846,0.6154
A3o,K3o,0.7604000000000001,0.2396
K3s,A3o,0.2823,0.7177
A3o,K4o,0.6138,0.3862
K4s,A3o,0.4214,0.5786
A3o,K5o,0.6099,0.3901
K5s,A3o,0.4251,0.5749
A3o,K6o,0.5965,0.4035
K6s,A3o,0.4379,0.5621
A3o,K7o,0.5961,0.4039
K7s,A3o,0.43829999999999997,0.5617
A3o,K8o,0.5959,0.40409999999999996
K8s,A3o,0.4386,0.5614
A3o,K9o,0.5870000000000001,0.413
K9s,A3o,0.44689999999999996,0.5531
KJo,A3o,0.42460000000000003,0.5754
KJs,A3o,0.4578,0.5422
KKo,A3o,0.7095,0.2905
KQo,A3o,0.4211,0.5789
KQs,A3o,0.4546,0.5454
A3o,KTo,0.5719,0.42810000000000004
KTs,A3o,0.461,0.539
A3o,Q2o,0.6506000000000001,0.3494
Q2s,A3o,0.38780000000000003,0.6122
A3o,Q3o,0.7564,0.24359999999999998
