hand,position,EV,players,card1,card2,suited,card1_rank_id,card2_rank_id,EV_deviation,hand_type_id,position_id,players_id,pos_play
22o,pos5,-0.06,7,2,2,o,0,0,0.02111111111111111,2,4,5,pos57
AKo,pos5,0.65,7,A,K,o,12,11,0.13851851851851849,0,4,5,pos57
AKs,pos5,1.17,7,A,K,s,12,11,0.38629629629629625,1,4,5,pos57
AQo,pos5,0.26,7,A,Q,o,12,10,-0.04722222222222222,0,4,5,pos57
AQs,pos5,0.76,7,A,Q,s,12,10,0.16129629629629638,1,4,5,pos57
AJo,pos5,0.2,7,A,J,o,12,9,0.024259259259259258,0,4,5,pos57
AJs,pos5,0.5,7,A,J,s,12,9,0.0712962962962963,1,4,5,pos57
ATo,pos5,0.17,7,A,T,o,12,8,0.1025925925925926,0,4,5,pos57
ATs,pos5,0.1,7,A,T,s,12,8,-0.21444444444444447,1,4,5,pos57
A9o,pos5,-0.11,7,A,9,o,12,7,-0.06648148148148147,0,4,5,pos57
A9s,pos5,0.02,7,A,9,s,12,7,-0.1490740740740741,1,4,5,pos57
A8o,pos5,-0.01,7,A,8,o,12,6,0.06685185185185186,0,4,5,pos57
A8s,pos5,-0.05,7,A,8,s,12,6,-0.1375925925925926,1,4,5,pos57
A7o,pos5,-0.06,7,A,7,o,12,5,0.04185185185185185,0,4,5,pos57
A7s,pos5,-0.01,7,A,7,s,12,5,-0.09074074074074075,1,4,5,pos57
A6o,pos5,-0.12,7,A,6,o,12,4,0.003703703703703709,0,4,5,pos57
A6s,pos5,0.03,7,A,6,s,12,4,0.008888888888888887,1,4,5,pos57
A5o,pos5,-0.15,7,A,5,o,12,3,-0.025370370370370363,0,4,5,pos57
A5s,pos5,0.19,7,A,5,s,12,3,0.11314814814814815,1,4,5,pos57
A4o,pos5,-0.09,7,A,4,o,12,2,0.03518518518518518,0,4,5,pos57
A4s,pos5,0.15,7,A,4,s,12,2,0.09462962962962962,1,4,5,pos57
A3o,pos5,-0.09,7,A,3,o,12,1,0.04462962962962963,0,4,5,pos57
A3s,pos5,0.0,7,A,3,s,12,1,-0.012962962962962963,1,4,5,pos57
A2o,pos5,-0.14,7,A,2,o,12,0,0.011296296296296277,0,4,5,pos57
A2s,pos5,-0.03,7,A,2,s,12,0,-0.024259259259259258,1,4,5,pos57
KQo,pos5,0.07,7,K,Q,o,11,10,-0.08555555555555555,0,4,5,pos57
KQs,pos5,0.26,7,K,Q,s,11,10,-0.12092592592592594,1,4,5,pos57
KJo,pos5,0.11,7,K,J,o,11,9,0.03925925925925926,0,4,5,pos57
KJs,pos5,0.36,7,K,J,s,11,9,0.07055555555555554,1,4,5,pos57
KTo,pos5,-0.03,7,K,T,o,11,8,-0.031296296296296294,0,4,5,pos57
KTs,pos5,0.17,7,K,T,s,11,8,-0.020370370370370344,1,4,5,pos57
K9o,pos5,-0.06,7,K,9,o,11,7,0.02388888888888889,0,4,5,pos57
K9s,pos5,-0.09,7,K,9,s,11,7,-0.16592592592592592,1,4,5,pos57
K8o,pos5,-0.06,7,K,8,o,11,6,0.056111111111111125,0,4,5,pos57
K8s,pos5,-0.04,7,K,8,s,11,6,-0.046481481481481485,1,4,5,pos57
K7o,pos5,-0.05,7,K,7,o,11,5,0.0687037037037037,0,4,5,pos57
K7s,pos5,-0.02,7,K,7,s,11,5,-0.01888888888888889,1,4,5,pos57
K6o,pos5,-0.05,7,K,6,o,11,4,0.06722222222222222,0,4,5,pos57
K6s,pos5,0.02,7,K,6,s,11,4,0.06333333333333332,1,4,5,pos57
K5o,pos5,-0.07,7,K,5,o,11,3,0.06,0,4,5,pos57
K5s,pos5,-0.04,7,K,5,s,11,3,0.0048148148148148134,1,4,5,pos57
K4o,pos5,-0.05,7,K,4,o,11,2,0.0798148148148148,0,4,5,pos57
K4s,pos5,-0.04,7,K,4,s,11,2,0.01037037037037037,1,4,5,pos57
K3o,pos5,-0.04,7,K,3,o,11,1,0.09203703703703703,0,4,5,pos57
K3s,pos5,-0.02,7,K,3,s,11,1,0.06722222222222221,1,4,5,pos57
K2o,pos5,-0.07,7,K,2,o,11,0,0.06685185185185186,0,4,5,pos57
K2s,pos5,-0.12,7,K,2,s,11,0,-0.026296296296296276,1,4,5,pos57
QJo,pos5,0.06,7,Q,J,o,10,9,0.04092592592592592,0,4,5,pos57
QJs,pos5,0.26,7,Q,J,s,10,9,0.026851851851851877,1,4,5,pos57
QTo,pos5,-0.09,7,Q,T,o,10,8,-0.06,0,4,5,pos57
QTs,pos5,0.18,7,Q,T,s,10,8,0.01685185185185184,1,4,5,pos57
Q9o,pos5,-0.08,7,Q,9,o,10,7,0.007592592592592595,0,4,5,pos57
Q9s,pos5,0.02,7,Q,9,s,10,7,-0.037592592592592594,1,4,5,pos57
Q8o,pos5,-0.04,7,Q,8,o,10,6,0.07388888888888889,0,4,5,pos57
Q8s,pos5,0.22,7,Q,8,s,10,6,0.2364814814814815,1,4,5,pos57
Q7o,pos5,-0.03,7,Q,7,o,10,5,0.09018518518518519,0,4,5,pos57
Q7s,pos5,-0.02,7,Q,7,s,10,5,0.04740740740740741,1,4,5,pos57
Q6o,pos5,-0.07,7,Q,6,o,10,4,0.054444444444444434,0,4,5,pos57
Q6s,pos5,-0.03,7,Q,6,s,10,4,0.042777777777777776,1,4,5,pos57
Q5o,pos5,-0.02,7,Q,5,o,10,3,0.10351851851851851,0,4,5,pos57
Q5s,pos5,-0.08,7,Q,5,s,10,3,0.00555555555555555,1,4,5,pos57
Q4o,pos5,-0.06,7,Q,4,o,10,2,0.06759259259259259,0,4,5,pos57
Q4s,pos5,-0.15,7,Q,4,s,10,2,-0.047777777777777766,1,4,5,pos57
Q3o,pos5,-0.04,7,Q,3,o,10,1,0.08518518518518517,0,4,5,pos57
Q3s,pos5,-0.13,7,Q,3,s,10,1,-0.027962962962962967,1,4,5,pos57
Q2o,pos5,-0.04,7,Q,2,o,10,0,0.08925925925925926,0,4,5,pos57
Q2s,pos5,0.03,7,Q,2,s,10,0,0.1464814814814815,1,4,5,pos57
JTo,pos5,0.01,7,J,T,o,9,8,0.04203703703703704,0,4,5,pos57
JTs,pos5,0.2,7,J,T,s,9,8,0.05296296296296296,1,4,5,pos57
J9o,pos5,-0.04,7,J,9,o,9,7,0.047592592592592596,0,4,5,pos57
J9s,pos5,-0.13,7,J,9,s,9,7,-0.16203703703703703,1,4,5,pos57
J8o,pos5,-0.09,7,J,8,o,9,6,0.014074074074074086,0,4,5,pos57
J8s,pos5,0.0,7,J,8,s,9,6,0.03481481481481482,1,4,5,pos57
J7o,pos5,-0.04,7,J,7,o,9,5,0.07962962962962963,0,4,5,pos57
J7s,pos5,-0.07,7,J,7,s,9,5,-0.0016666666666666774,1,4,5,pos57
J6o,pos5,-0.05,7,J,6,o,9,4,0.07277777777777777,0,4,5,pos57
J6s,pos5,-0.07,7,J,6,s,9,4,0.043333333333333335,1,4,5,pos57
J5o,pos5,-0.04,7,J,5,o,9,3,0.08814814814814814,0,4,5,pos57
J5s,pos5,-0.03,7,J,5,s,9,3,0.07370370370370372,1,4,5,pos57
J4o,pos5,-0.01,7,J,4,o,9,2,0.1087037037037037,0,4,5,pos57
J4s,pos5,-0.18,7,J,4,s,9,2,-0.06148148148148147,1,4,5,pos57
J3o,pos5,-0.05,7,J,3,o,9,1,0.07574074074074073,0,4,5,pos57
J3s,pos5,-0.08,7,J,3,s,9,1,0.05111111111111112,1,4,5,pos57
J2o,pos5,-0.05,7,J,2,o,9,0,0.07629629629629629,0,4,5,pos57
J2s,pos5,-0.08,7,J,2,s,9,0,0.05944444444444445,1,4,5,pos57
T9o,pos5,-0.01,7,T,9,o,8,7,0.06296296296296297,0,4,5,pos57
T9s,pos5,-0.01,7,T,9,s,8,7,-0.05703703703703704,1,4,5,pos57
T8o,pos5,0.0,7,T,8,o,8,6,0.0938888888888889,0,4,5,pos57
T8s,pos5,-0.03,7,T,8,s,8,6,-0.02037037037037037,1,4,5,pos57
T7o,pos5,-0.01,7,T,7,o,8,5,0.09370370370370372,0,4,5,pos57
T7s,pos5,-0.05,7,T,7,s,8,5,-0.000185185185185191,1,4,5,pos57
T6o,pos5,-0.02,7,T,6,o,8,4,0.09074074074074073,0,4,5,pos57
T6s,pos5,-0.04,7,T,6,s,8,4,0.06962962962962962,1,4,5,pos57
T5o,pos5,-0.03,7,T,5,o,8,3,0.0887037037037037,0,4,5,pos57
T5s,pos5,-0.16,7,T,5,s,8,3,-0.04574074074074075,1,4,5,pos57
T4o,pos5,-0.03,7,T,4,o,8,2,0.08703703703703704,0,4,5,pos57
T4s,pos5,-0.09,7,T,4,s,8,2,0.031296296296296294,1,4,5,pos57
T3o,pos5,-0.02,7,T,3,o,8,1,0.09962962962962962,0,4,5,pos57
T3s,pos5,0.15,7,T,3,s,8,1,0.2777777777777778,1,4,5,pos57
T2o,pos5,0.01,7,T,2,o,8,0,0.12685185185185185,0,4,5,pos57
T2s,pos5,-0.06,7,T,2,s,8,0,0.07185185185185186,1,4,5,pos57
98o,pos5,-0.08,7,9,8,o,7,6,0.01777777777777778,0,4,5,pos57
98s,pos5,-0.04,7,9,8,s,7,6,-0.03851851851851852,1,4,5,pos57
97o,pos5,-0.03,7,9,7,o,7,5,0.07074074074074074,0,4,5,pos57
97s,pos5,-0.09,7,9,7,s,7,5,-0.04592592592592592,1,4,5,pos57
96o,pos5,-0.05,7,9,6,o,7,4,0.0637037037037037,0,4,5,pos57
96s,pos5,0.04,7,9,6,s,7,4,0.1290740740740741,1,4,5,pos57
95o,pos5,-0.02,7,9,5,o,7,3,0.09074074074074075,0,4,5,pos57
95s,pos5,-0.1,7,9,5,s,7,3,0.016296296296296295,1,4,5,pos57
94o,pos5,-0.02,7,9,4,o,7,2,0.09611111111111112,0,4,5,pos57
94s,pos5,-0.06,7,9,4,s,7,2,0.08499999999999999,1,4,5,pos57
93o,pos5,-0.01,7,9,3,o,7,1,0.10685185185185186,0,4,5,pos57
93s,pos5,-0.07,7,9,3,s,7,1,0.06185185185185185,1,4,5,pos57
92o,pos5,-0.01,7,9,2,o,7,0,0.1087037037037037,0,4,5,pos57
92s,pos5,-0.09,7,9,2,s,7,0,0.05037037037037037,1,4,5,pos57
87o,pos5,-0.04,7,8,7,o,6,5,0.07648148148148148,0,4,5,pos57
87s,pos5,-0.05,7,8,7,s,6,5,-0.01925925925925926,1,4,5,pos57
86o,pos5,0.01,7,8,6,o,6,4,0.11944444444444444,0,4,5,pos57
86s,pos5,-0.06,7,8,6,s,6,4,0.01814814814814815,1,4,5,pos57
85o,pos5,-0.04,7,8,5,o,6,3,0.06944444444444445,0,4,5,pos57
85s,pos5,-0.08,7,8,5,s,6,3,0.03851851851851852,1,4,5,pos57
84o,pos5,-0.02,7,8,4,o,6,2,0.09796296296296296,0,4,5,pos57
84s,pos5,-0.06,7,8,4,s,6,2,0.05314814814814815,1,4,5,pos57
83o,pos5,-0.01,7,8,3,o,6,1,0.10500000000000001,0,4,5,pos57
83s,pos5,-0.14,7,8,3,s,6,1,0.0111111111111111,1,4,5,pos57
82o,pos5,-0.01,7,8,2,o,6,0,0.10370370370370371,0,4,5,pos57
82s,pos5,-0.09,7,8,2,s,6,0,0.051666666666666666,1,4,5,pos57
76o,pos5,-0.06,7,7,6,o,5,4,0.052592592592592594,0,4,5,pos57
76s,pos5,-0.12,7,7,6,s,5,4,-0.0824074074074074,1,4,5,pos57
75o,pos5,0.03,7,7,5,o,5,3,0.13833333333333334,0,4,5,pos57
75s,pos5,-0.04,7,7,5,s,5,3,0.053888888888888896,1,4,5,pos57
74o,pos5,-0.03,7,7,4,o,5,2,0.08240740740740742,0,4,5,pos57
74s,pos5,-0.14,7,7,4,s,5,2,-0.027222222222222245,1,4,5,pos57
73o,pos5,-0.01,7,7,3,o,5,1,0.10611111111111113,0,4,5,pos57
73s,pos5,-0.14,7,7,3,s,5,1,-0.003703703703703709,1,4,5,pos57
72o,pos5,-0.01,7,7,2,o,5,0,0.10796296296296297,0,4,5,pos57
72s,pos5,-0.07,7,7,2,s,5,0,0.07148148148148148,1,4,5,pos57
65o,pos5,-0.01,7,6,5,o,4,3,0.11240740740740741,0,4,5,pos57
65s,pos5,0.06,7,6,5,s,4,3,0.13074074074074074,1,4,5,pos57
64o,pos5,-0.03,7,6,4,o,4,2,0.08425925925925926,0,4,5,pos57
64s,pos5,-0.2,7,6,4,s,4,2,-0.10981481481481482,1,4,5,pos57
63o,pos5,-0.01,7,6,3,o,4,1,0.10740740740740741,0,4,5,pos57
63s,pos5,-0.05,7,6,3,s,4,1,0.05962962962962963,1,4,5,pos57
62o,pos5,-0.02,7,6,2,o,4,0,0.09648148148148147,0,4,5,pos57
62s,pos5,-0.12,7,6,2,s,4,0,0.02259259259259261,1,4,5,pos57
54o,pos5,-0.06,7,5,4,o,3,2,0.061666666666666675,0,4,5,pos57
54s,pos5,-0.14,7,5,4,s,3,2,-0.07166666666666668,1,4,5,pos57
53o,pos5,-0.03,7,5,3,o,3,1,0.08074074074074075,0,4,5,pos57
53s,pos5,-0.1,7,5,3,s,3,1,0.0022222222222222227,1,4,5,pos57
52o,pos5,-0.01,7,5,2,o,3,0,0.10851851851851853,0,4,5,pos57
52s,pos5,-0.04,7,5,2,s,3,0,0.10296296296296295,1,4,5,pos57
43o,pos5,0.0,7,4,3,o,2,1,0.1274074074074074,0,4,5,pos57
43s,pos5,-0.09,7,4,3,s,2,1,0.0398148148148148,1,4,5,pos57
42o,pos5,-0.02,7,4,2,o,2,0,0.09851851851851852,0,4,5,pos57
42s,pos5,-0.08,7,4,2,s,2,0,0.0661111111111111,1,4,5,pos57
32o,pos5,-0.05,7,3,2,o,1,0,0.08648148148148148,0,4,5,pos57
32s,pos5,-0.12,7,3,2,s,1,0,0.03296296296296297,1,4,5,pos57
AAo,pos6,2.43,7,A,A,o,12,12,0.06462962962962981,2,5,5,pos67
KKo,pos6,1.8,7,K,K,o,11,11,0.11870370370370353,2,5,5,pos67
QQo,pos6,1.5,7,Q,Q,o,10,10,0.28722222222222227,2,5,5,pos67
JJo,pos6,0.96,7,J,J,o,9,9,0.11481481481481481,2,5,5,pos67
TTo,pos6,0.32,7,T,T,o,8,8,-0.23814814814814816,2,5,5,pos67
99o,pos6,0.65,7,9,9,o,7,7,0.2959259259259259,2,5,5,pos67
88o,pos6,0.19,7,8,8,o,6,6,-0.04000000000000001,2,5,5,pos67
77o,pos6,0.28,7,7,7,o,5,5,0.14740740740740743,2,5,5,pos67
66o,pos6,0.06,7,6,6,o,4,4,0.002777777777777775,2,5,5,pos67
55o,pos6,0.01,7,5,5,o,3,3,0.00537037037037037,2,5,5,pos67
44o,pos6,0.12,7,4,4,o,2,2,0.14981481481481482,2,5,5,pos67
33o,pos6,0.06,7,3,3,o,1,1,0.1312962962962963,2,5,5,pos67
22o,pos6,-0.06,7,2,2,o,0,0,0.02111111111111111,2,5,5,pos67
AKo,pos6,0.5,7,A,K,o,12,11,-0.011481481481481537,0,5,5,pos67
AKs,pos6,0.73,7,A,K,s,12,11,-0.0537037037037037,1,5,5,pos67
AQo,pos6,0.42,7,A,Q,o,12,10,0.11277777777777775,0,5,5,pos67
AQs,pos6,0.38,7,A,Q,s,12,10,-0.21870370370370362,1,5,5,pos67
AJo,pos6,0.27,7,A,J,o,12,9,0.09425925925925926,0,5,5,pos67
AJs,pos6,0.72,7,A,J,s,12,9,0.2912962962962963,1,5,5,pos67
ATo,pos6,0.02,7,A,T,o,12,8,-0.04740740740740741,0,5,5,pos67
ATs,pos6,0.45,7,A,T,s,12,8,0.13555555555555554,1,5,5,pos67
A9o,pos6,-0.1,7,A,9,o,12,7,-0.05648148148148149,0,5,5,pos67
A9s,pos6,0.09,7,A,9,s,12,7,-0.0790740740740741,1,5,5,pos67
A8o,pos6,-0.07,7,A,8,o,12,6,0.006851851851851845,0,5,5,pos67
A8s,pos6,0.04,7,A,8,s,12,6,-0.047592592592592596,1,5,5,pos67
A7o,pos6,-0.05,7,A,7,o,12,5,0.05185185185185184,0,5,5,pos67
A7s,pos6,0.23,7,A,7,s,12,5,0.14925925925925926,1,5,5,pos67
A6o,pos6,-0.04,7,A,6,o,12,4,0.0837037037037037,0,5,5,pos67
A6s,pos6,-0.03,7,A,6,s,12,4,-0.05111111111111111,1,5,5,pos67
A5o,pos6,-0.09,7,A,5,o,12,3,0.034629629629629635,0,5,5,pos67
A5s,pos6,-0.06,7,A,5,s,12,3,-0.13685185185185184,1,5,5,pos67
A4o,pos6,-0.09,7,A,4,o,12,2,0.03518518518518518,0,5,5,pos67
A4s,pos6,0.02,7,A,4,s,12,2,-0.03537037037037037,1,5,5,pos67
A3o,pos6,-0.07,7,A,3,o,12,1,0.06462962962962962,0,5,5,pos67
A3s,pos6,0.03,7,A,3,s,12,1,0.017037037037037038,1,5,5,pos67
A2o,pos6,-0.12,7,A,2,o,12,0,0.031296296296296294,0,5,5,pos67
A2s,pos6,-0.15,7,A,2,s,12,0,-0.14425925925925925,1,5,5,pos67
KQo,pos6,0.25,7,K,Q,o,11,10,0.09444444444444444,0,5,5,pos67
KQs,pos6,0.32,7,K,Q,s,11,10,-0.06092592592592594,1,5,5,pos67
KJo,pos6,0.13,7,K,J,o,11,9,0.05925925925925926,0,5,5,pos67
KJs,pos6,0.52,7,K,J,s,11,9,0.23055555555555557,1,5,5,pos67
KTo,pos6,0.09,7,K,T,o,11,8,0.0887037037037037,0,5,5,pos67
KTs,pos6,0.27,7,K,T,s,11,8,0.07962962962962966,1,5,5,pos67
K9o,pos6,-0.09,7,K,9,o,11,7,-0.006111111111111109,0,5,5,pos67
K9s,pos6,0.07,7,K,9,s,11,7,-0.005925925925925932,1,5,5,pos67
K8o,pos6,-0.12,7,K,8,o,11,6,-0.0038888888888888723,0,5,5,pos67
K8s,pos6,0.13,7,K,8,s,11,6,0.12351851851851853,1,5,5,pos67
K7o,pos6,-0.06,7,K,7,o,11,5,0.0587037037037037,0,5,5,pos67
K7s,pos6,-0.03,7,K,7,s,11,5,-0.028888888888888888,1,5,5,pos67
K6o,pos6,-0.06,7,K,6,o,11,4,0.05722222222222223,0,5,5,pos67
K6s,pos6,-0.02,7,K,6,s,11,4,0.023333333333333327,1,5,5,pos67
K5o,pos6,-0.07,7,K,5,o,11,3,0.06,0,5,5,pos67
K5s,pos6,-0.06,7,K,5,s,11,3,-0.015185185185185184,1,5,5,pos67
K4o,pos6,-0.07,7,K,4,o,11,2,0.05981481481481479,0,5,5,pos67
K4s,pos6,0.06,7,K,4,s,11,2,0.11037037037037037,1,5,5,pos67
K3o,pos6,-0.09,7,K,3,o,11,1,0.04203703703703704,0,5,5,pos67
K3s,pos6,-0.07,7,K,3,s,11,1,0.017222222222222208,1,5,5,pos67
K2o,pos6,-0.09,7,K,2,o,11,0,0.04685185185185187,0,5,5,pos67
K2s,pos6,-0.12,7,K,2,s,11,0,-0.026296296296296276,1,5,5,pos67
QJo,pos6,0.01,7,Q,J,o,10,9,-0.009074074074074073,0,5,5,pos67
QJs,pos6,0.35,7,Q,J,s,10,9,0.11685185185185185,1,5,5,pos67
QTo,pos6,0.01,7,Q,T,o,10,8,0.04,0,5,5,pos67
QTs,pos6,0.08,7,Q,T,s,10,8,-0.08314814814814815,1,5,5,pos67
Q9o,pos6,-0.04,7,Q,9,o,10,7,0.047592592592592596,0,5,5,pos67
Q9s,pos6,0.31,7,Q,9,s,10,7,0.2524074074074074,1,5,5,pos67
Q8o,pos6,-0.09,7,Q,8,o,10,6,0.023888888888888904,0,5,5,pos67
Q8s,pos6,0.03,7,Q,8,s,10,6,0.046481481481481485,1,5,5,pos67
Q7o,pos6,-0.03,7,Q,7,o,10,5,0.09018518518518519,0,5,5,pos67
Q7s,pos6,0.06,7,Q,7,s,10,5,0.1274074074074074,1,5,5,pos67
Q6o,pos6,-0.08,7,Q,6,o,10,4,0.04444444444444444,0,5,5,pos67
Q6s,pos6,0.18,7,Q,6,s,10,4,0.25277777777777777,1,5,5,pos67
Q5o,pos6,-0.04,7,Q,5,o,10,3,0.08351851851851852,0,5,5,pos67
Q5s,pos6,-0.05,7,Q,5,s,10,3,0.03555555555555555,1,5,5,pos67
Q4o,pos6,-0.01,7,Q,4,o,10,2,0.1175925925925926,0,5,5,pos67
Q4s,pos6,-0.08,7,Q,4,s,10,2,0.022222222222222227,1,5,5,pos67
Q3o,pos6,-0.06,7,Q,3,o,10,1,0.06518518518518518,0,5,5,pos67
Q3s,pos6,0.02,7,Q,3,s,10,1,0.12203703703703704,1,5,5,pos67
Q2o,pos6,-0.05,7,Q,2,o,10,0,0.07925925925925927,0,5,5,pos67
Q2s,pos6,-0.03,7,Q,2,s,10,0,0.08648148148148148,1,5,5,pos67
JTo,pos6,0.04,7,J,T,o,9,8,0.07203703703703704,0,5,5,pos67
JTs,pos6,0.12,7,J,T,s,9,8,-0.027037037037037054,1,5,5,pos67
J9o,pos6,-0.02,7,J,9,o,9,7,0.06759259259259259,0,5,5,pos67
J9s,pos6,0.06,7,J,9,s,9,7,0.02796296296296296,1,5,5,pos67
J8o,pos6,-0.01,7,J,8,o,9,6,0.09407407407407409,0,5,5,pos67
J8s,pos6,-0.28,7,J,8,s,9,6,-0.2451851851851852,1,5,5,pos67
J7o,pos6,-0.06,7,J,7,o,9,5,0.05962962962962963,0,5,5,pos67
J7s,pos6,0.03,7,J,7,s,9,5,0.09833333333333333,1,5,5,pos67
J6o,pos6,-0.04,7,J,6,o,9,4,0.08277777777777778,0,5,5,pos67
J6s,pos6,-0.11,7,J,6,s,9,4,0.003333333333333341,1,5,5,pos67
J5o,pos6,-0.02,7,J,5,o,9,3,0.10814814814814815,0,5,5,pos67
J5s,pos6,0.18,7,J,5,s,9,3,0.2837037037037037,1,5,5,pos67
J4o,pos6,-0.05,7,J,4,o,9,2,0.0687037037037037,0,5,5,pos67
J4s,pos6,-0.02,7,J,4,s,9,2,0.09851851851851852,1,5,5,pos67
J3o,pos6,-0.03,7,J,3,o,9,1,0.09574074074074074,0,5,5,pos67
J3s,pos6,-0.06,7,J,3,s,9,1,0.07111111111111112,1,5,5,pos67
J2o,pos6,-0.07,7,J,2,o,9,0,0.05629629629629629,0,5,5,pos67
J2s,pos6,0.0,7,J,2,s,9,0,0.13944444444444445,1,5,5,pos67
T9o,pos6,0.03,7,T,9,o,8,7,0.10296296296296296,0,5,5,pos67
T9s,pos6,0.0,7,T,9,s,8,7,-0.04703703703703704,1,5,5,pos67
T8o,pos6,-0.02,7,T,8,o,8,6,0.07388888888888889,0,5,5,pos67
T8s,pos6,-0.11,7,T,8,s,8,6,-0.10037037037037037,1,5,5,pos67
T7o,pos6,-0.03,7,T,7,o,8,5,0.07370370370370372,0,5,5,pos67
T7s,pos6,0.02,7,T,7,s,8,5,0.06981481481481482,1,5,5,pos67
T6o,pos6,-0.04,7,T,6,o,8,4,0.07074074074074074,0,5,5,pos67
T6s,pos6,-0.02,7,T,6,s,8,4,0.08962962962962963,1,5,5,pos67
T5o,pos6,-0.03,7,T,5,o,8,3,0.0887037037037037,0,5,5,pos67
T5s,pos6,-0.09,7,T,5,s,8,3,0.024259259259259258,1,5,5,pos67
T4o,pos6,-0.01,7,T,4,o,8,2,0.10703703703703704,0,5,5,pos67
T4s,pos6,-0.11,7,T,4,s,8,2,0.01129629629629629,1,5,5,pos67
T3o,pos6,-0.02,7,T,3,o,8,1,0.09962962962962962,0,5,5,pos67
T3s,pos6,-0.13,7,T,3,s,8,1,-0.0022222222222222088,1,5,5,pos67
T2o,pos6,0.01,7,T,2,o,8,0,0.12685185185185185,0,5,5,pos67
T2s,pos6,-0.05,7,T,2,s,8,0,0.08185185185185186,1,5,5,pos67
98o,pos6,-0.05,7,9,8,o,7,6,0.04777777777777778,0,5,5,pos67
98s,pos6,0.13,7,9,8,s,7,6,0.13148148148148148,1,5,5,pos67
97o,pos6,-0.02,7,9,7,o,7,5,0.08074074074074074,0,5,5,pos67
97s,pos6,0.07,7,9,7,s,7,5,0.11407407407407408,1,5,5,pos67
96o,pos6,-0.04,7,9,6,o,7,4,0.07370370370370372,0,5,5,pos67
96s,pos6,0.0,7,9,6,s,7,4,0.08907407407407408,1,5,5,pos67
95o,pos6,-0.02,7,9,5,o,7,3,0.09074074074074075,0,5,5,pos67
95s,pos6,-0.06,7,9,5,s,7,3,0.0562962962962963,1,5,5,pos67
94o,pos6,-0.02,7,9,4,o,7,2,0.09611111111111112,0,5,5,pos67
94s,pos6,-0.17,7,9,4,s,7,2,-0.025000000000000022,1,5,5,pos67
93o,pos6,-0.02,7,9,3,o,7,1,0.09685185185185186,0,5,5,pos67
93s,pos6,-0.08,7,9,3,s,7,1,0.05185185185185186,1,5,5,pos67
92o,pos6,-0.01,7,9,2,o,7,0,0.1087037037037037,0,5,5,pos67
92s,pos6,-0.05,7,9,2,s,7,0,0.09037037037037036,1,5,5,pos67
87o,pos6,-0.04,7,8,7,o,6,5,0.07648148148148148,0,5,5,pos67
87s,pos6,0.14,7,8,7,s,6,5,0.17074074074074075,1,5,5,pos67
86o,pos6,-0.04,7,8,6,o,6,4,0.06944444444444445,0,5,5,pos67
86s,pos6,-0.01,7,8,6,s,6,4,0.06814814814814815,1,5,5,pos67
85o,pos6,-0.02,7,8,5,o,6,3,0.08944444444444444,0,5,5,pos67
85s,pos6,-0.04,7,8,5,s,6,3,0.07851851851851852,1,5,5,pos67
84o,pos6,-0.03,7,8,4,o,6,2,0.08796296296296297,0,5,5,pos67
84s,pos6,-0.07,7,8,4,s,6,2,0.043148148148148144,1,5,5,pos67
83o,pos6,-0.01,7,8,3,o,6,1,0.10500000000000001,0,5,5,pos67
83s,pos6,-0.03,7,8,3,s,6,1,0.12111111111111111,1,5,5,pos67
82o,pos6,-0.02,7,8,2,o,6,0,0.0937037037037037,0,5,5,pos67
82s,pos6,-0.1,7,8,2,s,6,0,0.04166666666666666,1,5,5,pos67
76o,pos6,-0.04,7,7,6,o,5,4,0.0725925925925926,0,5,5,pos67
76s,pos6,0.29,7,7,6,s,5,4,0.32759259259259255,1,5,5,pos67
75o,pos6,-0.04,7,7,5,o,5,3,0.06833333333333333,0,5,5,pos67
75s,pos6,-0.12,7,7,5,s,5,3,-0.0261111111111111,1,5,5,pos67
74o,pos6,-0.01,7,7,4,o,5,2,0.10240740740740742,0,5,5,pos67
74s,pos6,-0.08,7,7,4,s,5,2,0.03277777777777777,1,5,5,pos67
73o,pos6,-0.02,7,7,3,o,5,1,0.09611111111111112,0,5,5,pos67
73s,pos6,-0.13,7,7,3,s,5,1,0.0062962962962963,1,5,5,pos67
72o,pos6,-0.01,7,7,2,o,5,0,0.10796296296296297,0,5,5,pos67
72s,pos6,-0.1,7,7,2,s,5,0,0.04148148148148148,1,5,5,pos67
65o,pos6,-0.04,7,6,5,o,4,3,0.0824074074074074,0,5,5,pos67
65s,pos6,-0.05,7,6,5,s,4,3,0.02074074074074074,1,5,5,pos67
64o,pos6,-0.04,7,6,4,o,4,2,0.07425925925925925,0,5,5,pos67
64s,pos6,-0.07,7,6,4,s,4,2,0.02018518518518518,1,5,5,pos67
63o,pos6,-0.03,7,6,3,o,4,1,0.0874074074074074,0,5,5,pos67
63s,pos6,-0.12,7,6,3,s,4,1,-0.010370370370370363,1,5,5,pos67
62o,pos6,-0.02,7,6,2,o,4,0,0.09648148148148147,0,5,5,pos67
62s,pos6,-0.06,7,6,2,s,4,0,0.0825925925925926,1,5,5,pos67
54o,pos6,-0.11,7,5,4,o,3,2,0.011666666666666672,0,5,5,pos67
54s,pos6,-0.08,7,5,4,s,3,2,-0.011666666666666672,1,5,5,pos67
53o,pos6,-0.01,7,5,3,o,3,1,0.10074074074074076,0,5,5,pos67
53s,pos6,0.14,7,5,3,s,3,1,0.24222222222222223,1,5,5,pos67
