hand,position,EV,players,card1,card2,suited,card1_rank_id,card2_rank_id,EV_deviation,hand_type_id,position_id,players_id,pos_play
J6s,pos7,-0.04,10,J,6,s,9,4,0.07333333333333333,1,6,8,pos710
J5o,pos7,-0.05,10,J,5,o,9,3,0.07814814814814815,0,6,8,pos710
J5s,pos7,-0.15,10,J,5,s,9,3,-0.04629629629629628,1,6,8,pos710
J4o,pos7,-0.03,10,J,4,o,9,2,0.0887037037037037,0,6,8,pos710
J4s,pos7,-0.06,10,J,4,s,9,2,0.058518518518518525,1,6,8,pos710
J3o,pos7,-0.04,10,J,3,o,9,1,0.08574074074074073,0,6,8,pos710
J3s,pos7,-0.11,10,J,3,s,9,1,0.021111111111111122,1,6,8,pos710
J2o,pos7,-0.04,10,J,2,o,9,0,0.08629629629629629,0,6,8,pos710
J2s,pos7,-0.01,10,J,2,s,9,0,0.12944444444444445,1,6,8,pos710
T9o,pos7,-0.07,10,T,9,o,8,7,0.002962962962962959,0,6,8,pos710
T9s,pos7,0.05,10,T,9,s,8,7,0.002962962962962966,1,6,8,pos710
T8o,pos7,-0.04,10,T,8,o,8,6,0.053888888888888896,0,6,8,pos710
T8s,pos7,0.04,10,T,8,s,8,6,0.049629629629629635,1,6,8,pos710
T7o,pos7,-0.01,10,T,7,o,8,5,0.09370370370370372,0,6,8,pos710
T7s,pos7,-0.09,10,T,7,s,8,5,-0.040185185185185185,1,6,8,pos710
T6o,pos7,-0.03,10,T,6,o,8,4,0.08074074074074074,0,6,8,pos710
T6s,pos7,-0.11,10,T,6,s,8,4,-0.00037037037037036813,1,6,8,pos710
T5o,pos7,-0.02,10,T,5,o,8,3,0.0987037037037037,0,6,8,pos710
T5s,pos7,-0.05,10,T,5,s,8,3,0.06425925925925925,1,6,8,pos710
T4o,pos7,-0.02,10,T,4,o,8,2,0.09703703703703703,0,6,8,pos710
T4s,pos7,-0.11,10,T,4,s,8,2,0.01129629629629629,1,6,8,pos710
T3o,pos7,-0.01,10,T,3,o,8,1,0.10962962962962963,0,6,8,pos710
T3s,pos7,-0.03,10,T,3,s,8,1,0.0977777777777778,1,6,8,pos710
T2o,pos7,-0.02,10,T,2,o,8,0,0.09685185185185184,0,6,8,pos710
T2s,pos7,-0.07,10,T,2,s,8,0,0.06185185185185185,1,6,8,pos710
98o,pos7,-0.08,10,9,8,o,7,6,0.01777777777777778,0,6,8,pos710
98s,pos7,0.04,10,9,8,s,7,6,0.04148148148148148,1,6,8,pos710
97o,pos7,-0.02,10,9,7,o,7,5,0.08074074074074074,0,6,8,pos710
97s,pos7,-0.07,10,9,7,s,7,5,-0.02592592592592593,1,6,8,pos710
96o,pos7,-0.04,10,9,6,o,7,4,0.07370370370370372,0,6,8,pos710
96s,pos7,-0.07,10,9,6,s,7,4,0.019074074074074077,1,6,8,pos710
95o,pos7,-0.03,10,9,5,o,7,3,0.08074074074074075,0,6,8,pos710
95s,pos7,-0.08,10,9,5,s,7,3,0.0362962962962963,1,6,8,pos710
94o,pos7,-0.02,10,9,4,o,7,2,0.09611111111111112,0,6,8,pos710
94s,pos7,-0.08,10,9,4,s,7,2,0.06499999999999999,1,6,8,pos710
93o,pos7,-0.01,10,9,3,o,7,1,0.10685185185185186,0,6,8,pos710
93s,pos7,-0.09,10,9,3,s,7,1,0.04185185185185186,1,6,8,pos710
92o,pos7,-0.01,10,9,2,o,7,0,0.1087037037037037,0,6,8,pos710
92s,pos7,-0.1,10,9,2,s,7,0,0.04037037037037036,1,6,8,pos710
87o,pos7,-0.06,10,8,7,o,6,5,0.05648148148148148,0,6,8,pos710
87s,pos7,-0.02,10,8,7,s,6,5,0.010740740740740742,1,6,8,pos710
86o,pos7,-0.03,10,8,6,o,6,4,0.07944444444444444,0,6,8,pos710
86s,pos7,-0.02,10,8,6,s,6,4,0.05814814814814814,1,6,8,pos710
85o,pos7,-0.02,10,8,5,o,6,3,0.08944444444444444,0,6,8,pos710
85s,pos7,-0.1,10,8,5,s,6,3,0.018518518518518517,1,6,8,pos710
84o,pos7,-0.02,10,8,4,o,6,2,0.09796296296296296,0,6,8,pos710
84s,pos7,-0.08,10,8,4,s,6,2,0.03314814814814815,1,6,8,pos710
83o,pos7,-0.01,10,8,3,o,6,1,0.10500000000000001,0,6,8,pos710
83s,pos7,-0.11,10,8,3,s,6,1,0.04111111111111111,1,6,8,pos710
82o,pos7,-0.02,10,8,2,o,6,0,0.0937037037037037,0,6,8,pos710
82s,pos7,-0.06,10,8,2,s,6,0,0.08166666666666667,1,6,8,pos710
76o,pos7,-0.05,10,7,6,o,5,4,0.06259259259259259,0,6,8,pos710
76s,pos7,0.0,10,7,6,s,5,4,0.037592592592592594,1,6,8,pos710
75o,pos7,-0.01,10,7,5,o,5,3,0.09833333333333334,0,6,8,pos710
75s,pos7,-0.1,10,7,5,s,5,3,-0.006111111111111109,1,6,8,pos710
74o,pos7,-0.01,10,7,4,o,5,2,0.10240740740740742,0,6,8,pos710
74s,pos7,-0.06,10,7,4,s,5,2,0.05277777777777777,1,6,8,pos710
73o,pos7,-0.01,10,7,3,o,5,1,0.10611111111111113,0,6,8,pos710
73s,pos7,-0.05,10,7,3,s,5,1,0.0862962962962963,1,6,8,pos710
72o,pos7,-0.01,10,7,2,o,5,0,0.10796296296296297,0,6,8,pos710
72s,pos7,-0.05,10,7,2,s,5,0,0.09148148148148148,1,6,8,pos710
65o,pos7,-0.05,10,6,5,o,4,3,0.0724074074074074,0,6,8,pos710
65s,pos7,-0.14,10,6,5,s,4,3,-0.06925925925925927,1,6,8,pos710
64o,pos7,-0.02,10,6,4,o,4,2,0.09425925925925925,0,6,8,pos710
64s,pos7,0.04,10,6,4,s,4,2,0.13018518518518518,1,6,8,pos710
63o,pos7,-0.02,10,6,3,o,4,1,0.0974074074074074,0,6,8,pos710
63s,pos7,-0.07,10,6,3,s,4,1,0.039629629629629626,1,6,8,pos710
62o,pos7,-0.01,10,6,2,o,4,0,0.10648148148148148,0,6,8,pos710
62s,pos7,-0.07,10,6,2,s,4,0,0.0725925925925926,1,6,8,pos710
54o,pos7,-0.06,10,5,4,o,3,2,0.061666666666666675,0,6,8,pos710
54s,pos7,-0.01,10,5,4,s,3,2,0.05833333333333333,1,6,8,pos710
53o,pos7,0.01,10,5,3,o,3,1,0.12074074074074075,0,6,8,pos710
53s,pos7,-0.1,10,5,3,s,3,1,0.0022222222222222227,1,6,8,pos710
52o,pos7,-0.02,10,5,2,o,3,0,0.09851851851851852,0,6,8,pos710
52s,pos7,-0.1,10,5,2,s,3,0,0.04296296296296295,1,6,8,pos710
43o,pos7,-0.04,10,4,3,o,2,1,0.0874074074074074,0,6,8,pos710
43s,pos7,-0.09,10,4,3,s,2,1,0.0398148148148148,1,6,8,pos710
42o,pos7,-0.02,10,4,2,o,2,0,0.09851851851851852,0,6,8,pos710
42s,pos7,0.03,10,4,2,s,2,0,0.1761111111111111,1,6,8,pos710
32o,pos7,-0.04,10,3,2,o,1,0,0.09648148148148147,0,6,8,pos710
32s,pos7,-0.09,10,3,2,s,1,0,0.06296296296296297,1,6,8,pos710
AAo,pos8,2.77,10,A,A,o,12,12,0.4046296296296297,2,7,8,pos810
KKo,pos8,1.97,10,K,K,o,11,11,0.28870370370370346,2,7,8,pos810
QQo,pos8,1.22,10,Q,Q,o,10,10,0.007222222222222241,2,7,8,pos810
JJo,pos8,1.01,10,J,J,o,9,9,0.16481481481481486,2,7,8,pos810
TTo,pos8,0.54,10,T,T,o,8,8,-0.018148148148148135,2,7,8,pos810
99o,pos8,0.27,10,9,9,o,7,7,-0.08407407407407408,2,7,8,pos810
88o,pos8,0.26,10,8,8,o,6,6,0.03,2,7,8,pos810
77o,pos8,0.19,10,7,7,o,5,5,0.05740740740740741,2,7,8,pos810
66o,pos8,-0.02,10,6,6,o,4,4,-0.07722222222222222,2,7,8,pos810
55o,pos8,-0.04,10,5,5,o,3,3,-0.04462962962962963,2,7,8,pos810
44o,pos8,0.02,10,4,4,o,2,2,0.04981481481481482,2,7,8,pos810
33o,pos8,0.06,10,3,3,o,1,1,0.1312962962962963,2,7,8,pos810
22o,pos8,-0.05,10,2,2,o,0,0,0.031111111111111103,2,7,8,pos810
AKo,pos8,0.57,10,A,K,o,12,11,0.058518518518518414,0,7,8,pos810
AKs,pos8,0.82,10,A,K,s,12,11,0.03629629629629627,1,7,8,pos810
AQo,pos8,0.33,10,A,Q,o,12,10,0.022777777777777786,0,7,8,pos810
AQs,pos8,0.65,10,A,Q,s,12,10,0.051296296296296395,1,7,8,pos810
AJo,pos8,0.09,10,A,J,o,12,9,-0.08574074074074076,0,7,8,pos810
AJs,pos8,0.51,10,A,J,s,12,9,0.08129629629629631,1,7,8,pos810
ATo,pos8,0.03,10,A,T,o,12,8,-0.03740740740740742,0,7,8,pos810
ATs,pos8,0.26,10,A,T,s,12,8,-0.05444444444444446,1,7,8,pos810
A9o,pos8,-0.12,10,A,9,o,12,7,-0.07648148148148148,0,7,8,pos810
A9s,pos8,0.19,10,A,9,s,12,7,0.020925925925925903,1,7,8,pos810
A8o,pos8,-0.16,10,A,8,o,12,6,-0.08314814814814815,0,7,8,pos810
A8s,pos8,0.01,10,A,8,s,12,6,-0.0775925925925926,1,7,8,pos810
A7o,pos8,-0.11,10,A,7,o,12,5,-0.008148148148148154,0,7,8,pos810
A7s,pos8,0.1,10,A,7,s,12,5,0.019259259259259254,1,7,8,pos810
A6o,pos8,-0.1,10,A,6,o,12,4,0.0237037037037037,0,7,8,pos810
A6s,pos8,-0.02,10,A,6,s,12,4,-0.04111111111111111,1,7,8,pos810
A5o,pos8,-0.11,10,A,5,o,12,3,0.014629629629629631,0,7,8,pos810
A5s,pos8,0.01,10,A,5,s,12,3,-0.06685185185185186,1,7,8,pos810
A4o,pos8,-0.1,10,A,4,o,12,2,0.02518518518518517,0,7,8,pos810
A4s,pos8,0.03,10,A,4,s,12,2,-0.025370370370370376,1,7,8,pos810
A3o,pos8,-0.11,10,A,3,o,12,1,0.024629629629629626,0,7,8,pos810
A3s,pos8,0.11,10,A,3,s,12,1,0.09703703703703703,1,7,8,pos810
A2o,pos8,-0.09,10,A,2,o,12,0,0.06129629629629629,0,7,8,pos810
A2s,pos8,-0.1,10,A,2,s,12,0,-0.09425925925925926,1,7,8,pos810
KQo,pos8,0.14,10,K,Q,o,11,10,-0.015555555555555545,0,7,8,pos810
KQs,pos8,0.45,10,K,Q,s,11,10,0.06907407407407407,1,7,8,pos810
KJo,pos8,0.01,10,K,J,o,11,9,-0.06074074074074074,0,7,8,pos810
KJs,pos8,0.29,10,K,J,s,11,9,0.0005555555555555314,1,7,8,pos810
KTo,pos8,-0.04,10,K,T,o,11,8,-0.041296296296296296,0,7,8,pos810
KTs,pos8,0.06,10,K,T,s,11,8,-0.13037037037037036,1,7,8,pos810
K9o,pos8,-0.1,10,K,9,o,11,7,-0.016111111111111118,0,7,8,pos810
K9s,pos8,0.07,10,K,9,s,11,7,-0.005925925925925932,1,7,8,pos810
K8o,pos8,-0.07,10,K,8,o,11,6,0.04611111111111112,0,7,8,pos810
K8s,pos8,0.07,10,K,8,s,11,6,0.06351851851851853,1,7,8,pos810
K7o,pos8,-0.06,10,K,7,o,11,5,0.0587037037037037,0,7,8,pos810
K7s,pos8,-0.04,10,K,7,s,11,5,-0.03888888888888889,1,7,8,pos810
K6o,pos8,-0.06,10,K,6,o,11,4,0.05722222222222223,0,7,8,pos810
K6s,pos8,0.07,10,K,6,s,11,4,0.11333333333333334,1,7,8,pos810
K5o,pos8,-0.07,10,K,5,o,11,3,0.06,0,7,8,pos810
K5s,pos8,-0.08,10,K,5,s,11,3,-0.03518518518518519,1,7,8,pos810
K4o,pos8,-0.07,10,K,4,o,11,2,0.05981481481481479,0,7,8,pos810
K4s,pos8,-0.06,10,K,4,s,11,2,-0.009629629629629627,1,7,8,pos810
K3o,pos8,-0.06,10,K,3,o,11,1,0.07203703703703704,0,7,8,pos810
K3s,pos8,-0.01,10,K,3,s,11,1,0.07722222222222222,1,7,8,pos810
K2o,pos8,-0.05,10,K,2,o,11,0,0.08685185185185186,0,7,8,pos810
K2s,pos8,-0.05,10,K,2,s,11,0,0.04370370370370372,1,7,8,pos810
QJo,pos8,-0.03,10,Q,J,o,10,9,-0.049074074074074076,0,7,8,pos810
QJs,pos8,0.2,10,Q,J,s,10,9,-0.03314814814814812,1,7,8,pos810
QTo,pos8,-0.03,10,Q,T,o,10,8,3.469446951953614e-18,0,7,8,pos810
QTs,pos8,0.15,10,Q,T,s,10,8,-0.013148148148148159,1,7,8,pos810
Q9o,pos8,-0.05,10,Q,9,o,10,7,0.037592592592592594,0,7,8,pos810
Q9s,pos8,-0.01,10,Q,9,s,10,7,-0.06759259259259259,1,7,8,pos810
Q8o,pos8,-0.07,10,Q,8,o,10,6,0.043888888888888894,0,7,8,pos810
Q8s,pos8,-0.06,10,Q,8,s,10,6,-0.04351851851851851,1,7,8,pos810
Q7o,pos8,-0.06,10,Q,7,o,10,5,0.06018518518518519,0,7,8,pos810
Q7s,pos8,-0.03,10,Q,7,s,10,5,0.03740740740740742,1,7,8,pos810
Q6o,pos8,-0.05,10,Q,6,o,10,4,0.07444444444444444,0,7,8,pos810
Q6s,pos8,-0.07,10,Q,6,s,10,4,0.002777777777777768,1,7,8,pos810
Q5o,pos8,-0.05,10,Q,5,o,10,3,0.07351851851851851,0,7,8,pos810
Q5s,pos8,-0.12,10,Q,5,s,10,3,-0.034444444444444444,1,7,8,pos810
Q4o,pos8,-0.04,10,Q,4,o,10,2,0.08759259259259258,0,7,8,pos810
Q4s,pos8,-0.01,10,Q,4,s,10,2,0.09222222222222223,1,7,8,pos810
Q3o,pos8,-0.05,10,Q,3,o,10,1,0.07518518518518517,0,7,8,pos810
Q3s,pos8,-0.13,10,Q,3,s,10,1,-0.027962962962962967,1,7,8,pos810
Q2o,pos8,-0.04,10,Q,2,o,10,0,0.08925925925925926,0,7,8,pos810
Q2s,pos8,-0.11,10,Q,2,s,10,0,0.006481481481481477,1,7,8,pos810
JTo,pos8,0.0,10,J,T,o,9,8,0.03203703703703704,0,7,8,pos810
JTs,pos8,0.12,10,J,T,s,9,8,-0.027037037037037054,1,7,8,pos810
J9o,pos8,-0.09,10,J,9,o,9,7,-0.0024074074074073998,0,7,8,pos810
J9s,pos8,0.0,10,J,9,s,9,7,-0.03203703703703704,1,7,8,pos810
J8o,pos8,-0.04,10,J,8,o,9,6,0.06407407407407409,0,7,8,pos810
J8s,pos8,0.02,10,J,8,s,9,6,0.054814814814814816,1,7,8,pos810
J7o,pos8,-0.04,10,J,7,o,9,5,0.07962962962962963,0,7,8,pos810
J7s,pos8,-0.08,10,J,7,s,9,5,-0.011666666666666672,1,7,8,pos810
J6o,pos8,-0.04,10,J,6,o,9,4,0.08277777777777778,0,7,8,pos810
J6s,pos8,-0.07,10,J,6,s,9,4,0.043333333333333335,1,7,8,pos810
J5o,pos8,-0.03,10,J,5,o,9,3,0.09814814814814815,0,7,8,pos810
J5s,pos8,-0.17,10,J,5,s,9,3,-0.0662962962962963,1,7,8,pos810
J4o,pos8,-0.04,10,J,4,o,9,2,0.07870370370370369,0,7,8,pos810
J4s,pos8,-0.09,10,J,4,s,9,2,0.028518518518518526,1,7,8,pos810
J3o,pos8,-0.03,10,J,3,o,9,1,0.09574074074074074,0,7,8,pos810
J3s,pos8,-0.07,10,J,3,s,9,1,0.061111111111111116,1,7,8,pos810
J2o,pos8,-0.03,10,J,2,o,9,0,0.0962962962962963,0,7,8,pos810
J2s,pos8,-0.08,10,J,2,s,9,0,0.05944444444444445,1,7,8,pos810
T9o,pos8,-0.09,10,T,9,o,8,7,-0.01703703703703703,0,7,8,pos810
T9s,pos8,0.02,10,T,9,s,8,7,-0.027037037037037037,1,7,8,pos810
T8o,pos8,-0.05,10,T,8,o,8,6,0.043888888888888894,0,7,8,pos810
T8s,pos8,0.03,10,T,8,s,8,6,0.039629629629629626,1,7,8,pos810
T7o,pos8,-0.05,10,T,7,o,8,5,0.05370370370370371,0,7,8,pos810
T7s,pos8,0.03,10,T,7,s,8,5,0.07981481481481481,1,7,8,pos810
T6o,pos8,-0.02,10,T,6,o,8,4,0.09074074074074073,0,7,8,pos810
T6s,pos8,-0.07,10,T,6,s,8,4,0.039629629629629626,1,7,8,pos810
T5o,pos8,-0.03,10,T,5,o,8,3,0.0887037037037037,0,7,8,pos810
T5s,pos8,-0.02,10,T,5,s,8,3,0.09425925925925925,1,7,8,pos810
T4o,pos8,-0.02,10,T,4,o,8,2,0.09703703703703703,0,7,8,pos810
T4s,pos8,-0.13,10,T,4,s,8,2,-0.008703703703703713,1,7,8,pos810
T3o,pos8,-0.02,10,T,3,o,8,1,0.09962962962962962,0,7,8,pos810
T3s,pos8,-0.05,10,T,3,s,8,1,0.07777777777777779,1,7,8,pos810
T2o,pos8,-0.02,10,T,2,o,8,0,0.09685185185185184,0,7,8,pos810
T2s,pos8,-0.1,10,T,2,s,8,0,0.03185185185185185,1,7,8,pos810
98o,pos8,-0.05,10,9,8,o,7,6,0.04777777777777778,0,7,8,pos810
98s,pos8,0.06,10,9,8,s,7,6,0.06148148148148148,1,7,8,pos810
97o,pos8,-0.03,10,9,7,o,7,5,0.07074074074074074,0,7,8,pos810
97s,pos8,-0.01,10,9,7,s,7,5,0.034074074074074076,1,7,8,pos810
96o,pos8,-0.04,10,9,6,o,7,4,0.07370370370370372,0,7,8,pos810
96s,pos8,-0.09,10,9,6,s,7,4,-0.0009259259259259134,1,7,8,pos810
95o,pos8,-0.02,10,9,5,o,7,3,0.09074074074074075,0,7,8,pos810
95s,pos8,-0.07,10,9,5,s,7,3,0.046296296296296294,1,7,8,pos810
94o,pos8,-0.01,10,9,4,o,7,2,0.10611111111111113,0,7,8,pos810
94s,pos8,-0.07,10,9,4,s,7,2,0.07499999999999998,1,7,8,pos810
93o,pos8,-0.02,10,9,3,o,7,1,0.09685185185185186,0,7,8,pos810
93s,pos8,-0.04,10,9,3,s,7,1,0.09185185185185185,1,7,8,pos810
92o,pos8,-0.02,10,9,2,o,7,0,0.0987037037037037,0,7,8,pos810
92s,pos8,-0.11,10,9,2,s,7,0,0.030370370370370367,1,7,8,pos810
87o,pos8,-0.08,10,8,7,o,6,5,0.036481481481481476,0,7,8,pos810
87s,pos8,-0.07,10,8,7,s,6,5,-0.039259259259259265,1,7,8,pos810
86o,pos8,-0.03,10,8,6,o,6,4,0.07944444444444444,0,7,8,pos810
86s,pos8,-0.04,10,8,6,s,6,4,0.038148148148148146,1,7,8,pos810
85o,pos8,0.0,10,8,5,o,6,3,0.10944444444444444,0,7,8,pos810
85s,pos8,-0.05,10,8,5,s,6,3,0.06851851851851852,1,7,8,pos810
84o,pos8,-0.02,10,8,4,o,6,2,0.09796296296296296,0,7,8,pos810
84s,pos8,-0.09,10,8,4,s,6,2,0.023148148148148154,1,7,8,pos810
83o,pos8,-0.01,10,8,3,o,6,1,0.10500000000000001,0,7,8,pos810
83s,pos8,-0.05,10,8,3,s,6,1,0.10111111111111111,1,7,8,pos810
82o,pos8,-0.01,10,8,2,o,6,0,0.10370370370370371,0,7,8,pos810
82s,pos8,-0.06,10,8,2,s,6,0,0.08166666666666667,1,7,8,pos810
76o,pos8,-0.03,10,7,6,o,5,4,0.08259259259259259,0,7,8,pos810
76s,pos8,0.03,10,7,6,s,5,4,0.06759259259259259,1,7,8,pos810
75o,pos8,-0.02,10,7,5,o,5,3,0.08833333333333333,0,7,8,pos810
75s,pos8,-0.05,10,7,5,s,5,3,0.043888888888888894,1,7,8,pos810
74o,pos8,-0.01,10,7,4,o,5,2,0.10240740740740742,0,7,8,pos810
74s,pos8,-0.04,10,7,4,s,5,2,0.07277777777777777,1,7,8,pos810
73o,pos8,-0.02,10,7,3,o,5,1,0.09611111111111112,0,7,8,pos810
73s,pos8,-0.08,10,7,3,s,5,1,0.0562962962962963,1,7,8,pos810
72o,pos8,-0.02,10,7,2,o,5,0,0.09796296296296296,0,7,8,pos810
72s,pos8,-0.07,10,7,2,s,5,0,0.07148148148148148,1,7,8,pos810
65o,pos8,-0.05,10,6,5,o,4,3,0.0724074074074074,0,7,8,pos810
65s,pos8,-0.02,10,6,5,s,4,3,0.05074074074074074,1,7,8,pos810
64o,pos8,-0.03,10,6,4,o,4,2,0.08425925925925926,0,7,8,pos810
64s,pos8,-0.03,10,6,4,s,4,2,0.06018518518518519,1,7,8,pos810
63o,pos8,-0.02,10,6,3,o,4,1,0.0974074074074074,0,7,8,pos810
63s,pos8,-0.08,10,6,3,s,4,1,0.02962962962962963,1,7,8,pos810
62o,pos8,-0.01,10,6,2,o,4,0,0.10648148148148148,0,7,8,pos810
62s,pos8,-0.07,10,6,2,s,4,0,0.0725925925925926,1,7,8,pos810
54o,pos8,-0.04,10,5,4,o,3,2,0.08166666666666667,0,7,8,pos810
54s,pos8,-0.03,10,5,4,s,3,2,0.03833333333333333,1,7,8,pos810
53o,pos8,-0.03,10,5,3,o,3,1,0.08074074074074075,0,7,8,pos810
53s,pos8,-0.08,10,5,3,s,3,1,0.022222222222222227,1,7,8,pos810
52o,pos8,-0.01,10,5,2,o,3,0,0.10851851851851853,0,7,8,pos810
52s,pos8,-0.02,10,5,2,s,3,0,0.12296296296296295,1,7,8,pos810
43o,pos8,-0.02,10,4,3,o,2,1,0.10740740740740741,0,7,8,pos810
43s,pos8,-0.04,10,4,3,s,2,1,0.08981481481481479,1,7,8,pos810
42o,pos8,-0.02,10,4,2,o,2,0,0.09851851851851852,0,7,8,pos810
42s,pos8,-0.07,10,4,2,s,2,0,0.0761111111111111,1,7,8,pos810
32o,pos8,-0.04,10,3,2,o,1,0,0.09648148148148147,0,7,8,pos810
32s,pos8,-0.07,10,3,2,s,1,0,0.08296296296296296,1,7,8,pos810
AAo,pos9,2.89,10,A,A,o,12,12,0.5246296296296298,2,8,8,pos910
KKo,pos9,1.94,10,K,K,o,11,11,0.25870370370370344,2,8,8,pos910
QQo,pos9,1.49,10,Q,Q,o,10,10,0.27722222222222226,2,8,8,pos910
JJo,pos9,1.01,10,J,J,o,9,9,0.16481481481481486,2,8,8,pos910
TTo,pos9,0.5,10,T,T,o,8,8,-0.05814814814814817,2,8,8,pos910
99o,pos9,0.27,10,9,9,o,7,7,-0.08407407407407408,2,8,8,pos910
88o,pos9,0.23,10,8,8,o,6,6,0.0,2,8,8,pos910
77o,pos9,0.16,10,7,7,o,5,5,0.027407407407407408,2,8,8,pos910
66o,pos9,0.06,10,6,6,o,4,4,0.002777777777777775,2,8,8,pos910
55o,pos9,0.01,10,5,5,o,3,3,0.00537037037037037,2,8,8,pos910
44o,pos9,-0.06,10,4,4,o,2,2,-0.03018518518518518,2,8,8,pos910
33o,pos9,-0.04,10,3,3,o,1,1,0.0312962962962963,2,8,8,pos910
22o,pos9,0.0,10,2,2,o,0,0,0.0811111111111111,2,8,8,pos910
AKo,pos9,0.59,10,A,K,o,12,11,0.07851851851851843,0,8,8,pos910
AKs,pos9,1.01,10,A,K,s,12,11,0.22629629629629633,1,8,8,pos910
AQo,pos9,0.3,10,A,Q,o,12,10,-0.007222222222222241,0,8,8,pos910
AQs,pos9,0.64,10,A,Q,s,12,10,0.041296296296296386,1,8,8,pos910
AJo,pos9,0.19,10,A,J,o,12,9,0.01425925925925925,0,8,8,pos910
AJs,pos9,0.54,10,A,J,s,12,9,0.11129629629629634,1,8,8,pos910
ATo,pos9,0.0,10,A,T,o,12,8,-0.06740740740740742,0,8,8,pos910
ATs,pos9,0.31,10,A,T,s,12,8,-0.004444444444444473,1,8,8,pos910
A9o,pos9,-0.1,10,A,9,o,12,7,-0.05648148148148149,0,8,8,pos910
A9s,pos9,0.19,10,A,9,s,12,7,0.020925925925925903,1,8,8,pos910
A8o,pos9,-0.06,10,A,8,o,12,6,0.016851851851851854,0,8,8,pos910
A8s,pos9,0.1,10,A,8,s,12,6,0.012407407407407409,1,8,8,pos910
A7o,pos9,-0.1,10,A,7,o,12,5,0.0018518518518518406,0,8,8,pos910
A7s,pos9,0.01,10,A,7,s,12,5,-0.07074074074074076,1,8,8,pos910
A6o,pos9,-0.13,10,A,6,o,12,4,-0.0062962962962963,0,8,8,pos910
A6s,pos9,0.0,10,A,6,s,12,4,-0.021111111111111112,1,8,8,pos910
A5o,pos9,-0.08,10,A,5,o,12,3,0.04462962962962963,0,8,8,pos910
A5s,pos9,0.2,10,A,5,s,12,3,0.12314814814814816,1,8,8,pos910
A4o,pos9,-0.1,10,A,4,o,12,2,0.02518518518518517,0,8,8,pos910
A4s,pos9,0.16,10,A,4,s,12,2,0.10462962962962963,1,8,8,pos910
A3o,pos9,-0.12,10,A,3,o,12,1,0.014629629629629631,0,8,8,pos910
A3s,pos9,0.0,10,A,3,s,12,1,-0.012962962962962963,1,8,8,pos910
A2o,pos9,-0.06,10,A,2,o,12,0,0.09129629629629629,0,8,8,pos910
A2s,pos9,0.0,10,A,2,s,12,0,0.005740740740740742,1,8,8,pos910
KQo,pos9,0.15,10,K,Q,o,11,10,-0.005555555555555564,0,8,8,pos910
KQs,pos9,0.4,10,K,Q,s,11,10,0.019074074074074077,1,8,8,pos910
KJo,pos9,0.09,10,K,J,o,11,9,0.019259259259259254,0,8,8,pos910
KJs,pos9,0.29,10,K,J,s,11,9,0.0005555555555555314,1,8,8,pos910
KTo,pos9,0.0,10,K,T,o,11,8,-0.0012962962962962965,0,8,8,pos910
KTs,pos9,0.09,10,K,T,s,11,8,-0.10037037037037036,1,8,8,pos910
K9o,pos9,-0.06,10,K,9,o,11,7,0.02388888888888889,0,8,8,pos910
K9s,pos9,0.09,10,K,9,s,11,7,0.014074074074074058,1,8,8,pos910
K8o,pos9,-0.06,10,K,8,o,11,6,0.056111111111111125,0,8,8,pos910
K8s,pos9,0.0,10,K,8,s,11,6,-0.006481481481481481,1,8,8,pos910
K7o,pos9,-0.05,10,K,7,o,11,5,0.0687037037037037,0,8,8,pos910
K7s,pos9,0.03,10,K,7,s,11,5,0.03111111111111111,1,8,8,pos910
K6o,pos9,-0.06,10,K,6,o,11,4,0.05722222222222223,0,8,8,pos910
K6s,pos9,0.01,10,K,6,s,11,4,0.05333333333333333,1,8,8,pos910
K5o,pos9,-0.09,10,K,5,o,11,3,0.04000000000000001,0,8,8,pos910
K5s,pos9,0.02,10,K,5,s,11,3,0.06481481481481481,1,8,8,pos910
K4o,pos9,-0.06,10,K,4,o,11,2,0.0698148148148148,0,8,8,pos910
K4s,pos9,-0.03,10,K,4,s,11,2,0.020370370370370372,1,8,8,pos910
K3o,pos9,-0.06,10,K,3,o,11,1,0.07203703703703704,0,8,8,pos910
K3s,pos9,-0.08,10,K,3,s,11,1,0.007222222222222213,1,8,8,pos910
K2o,pos9,-0.05,10,K,2,o,11,0,0.08685185185185186,0,8,8,pos910
K2s,pos9,0.0,10,K,2,s,11,0,0.09370370370370372,1,8,8,pos910
QJo,pos9,0.02,10,Q,J,o,10,9,0.0009259259259259273,0,8,8,pos910
QJs,pos9,0.34,10,Q,J,s,10,9,0.10685185185185189,1,8,8,pos910
QTo,pos9,-0.03,10,Q,T,o,10,8,3.469446951953614e-18,0,8,8,pos910
QTs,pos9,0.12,10,Q,T,s,10,8,-0.04314814814814816,1,8,8,pos910
Q9o,pos9,-0.05,10,Q,9,o,10,7,0.037592592592592594,0,8,8,pos910
Q9s,pos9,0.01,10,Q,9,s,10,7,-0.04759259259259259,1,8,8,pos910
Q8o,pos9,-0.05,10,Q,8,o,10,6,0.0638888888888889,0,8,8,pos910
Q8s,pos9,-0.07,10,Q,8,s,10,6,-0.05351851851851852,1,8,8,pos910
Q7o,pos9,-0.07,10,Q,7,o,10,5,0.05018518518518518,0,8,8,pos910
