,hand,22o,32o,32s,33o,42o,42s,43o,43s,44o,52o,52s,53o,53s,54o,54s,55o,62o,62s,63o,63s,64o,64s,65o,65s,66o,72o,72s,73o,73s,74o,74s,75o,75s,76o,76s,77o,82o,82s,83o,83s,84o,84s,85o,85s,86o,86s,87o,87s,88o,92o,92s,93o,93s,94o,94s,95o,95s,96o,96s,97o,97s,98o,98s,99o,A2o,A2s,A3o,A3s,A4o,A4s,A5o,A5s,A6o,A6s,A7o,A7s,A8o,A8s,A9o,A9s,AAo,AJo,AJs,AKo,AKs,AQo,AQs,ATo,ATs,J2o,J2s,J3o,J3s,J4o,J4s,J5o,J5s,J6o,J6s,J7o,J7s,J8o,J8s,J9o,J9s,JJo,JTo,JTs,K2o,K2s,K3o,K3s,K4o,K4s,K5o,K5s,K6o,K6s,K7o,K7s,K8o,K8s,K9o,K9s,KJo,KJs,KKo,KQo,KQs,KTo,KTs,Q2o,Q2s,Q3o,Q3s,Q4o,Q4s,Q5o,Q5s,Q6o,Q6s,Q7o,Q7s,Q8o,Q8s,Q9o,Q9s,QJo,QJs,QQo,QTo,QTs,T2o,T2s,T3o,T3s,T4o,T4s,T5o,T5s,T6o,T6s,T7o,T7s,T8o,T8s,T9o,T9s,TTo
49,92o,0.021112267,0.18999653,0.14958678,0.107885644,0.40093544,0.33649698,0.28661886,0.24441512,0.20419899,0.66556764,0.6309005,0.51742154,0.4623359,0.39049983,0.39486772,0.30797112,0.8355232,0.81258017,0.7613461,0.75227475,0.60718465,0.57408386,0.50012994,0.4875945,0.42766818,0.9461291,0.92966866,0.89762485,0.87991315,0.8271553,0.8130922,0.71926415,0.68890184,0.61471343,0.6024833,0.6334233,0.9903074,0.98311573,0.97566175,0.96287656,0.9361468,0.93519133,0.9022375,0.89248425,0.8183895,0.8020537,0.7379915,0.7217544,0.73538595,1.0000001,0.9992542,0.9973578,0.99448806,0.9866127,0.9807473,0.96867734,0.96223783,0.944288,0.9388914,0.89549434,0.87837785,0.8403076,0.8245999,0.7886481,-0.38278306,-0.41360193,-0.39772955,-0.43004215,-0.38976496,-0.41402912,-0.38134986,-0.4237377,-0.38094044,-0.40213287,-0.382329,-0.4249092,-0.39648932,-0.43490002,-0.43898386,-0.4892702,-0.8229247,-0.5479792,-0.5870853,-0.73498166,-0.76097775,-0.68585557,-0.71868163,-0.4871716,-0.5352928,0.97168183,0.97090787,0.98128194,0.9781883,0.98569286,0.9829737,0.9902245,0.9848573,0.9896262,0.98679066,0.98743284,0.9826161,0.9784834,0.97366726,0.9639807,0.9481863,0.7178092,0.9411302,0.92378646,0.014873171,0.014724093,-0.012168467,-0.013013488,-0.048222277,-0.057531614,-0.08126912,-0.09160438,-0.12698793,-0.13272108,-0.17015287,-0.19100213,-0.21287842,-0.23624887,-0.2760143,-0.30569565,-0.39905128,-0.45362207,-0.7709264,-0.6394934,-0.6774317,-0.3288469,-0.35307744,0.22976074,0.23561189,0.20465592,0.21059525,0.17025433,0.16982514,0.13279642,0.13247316,0.08882029,0.08350403,0.034115832,0.031966757,-0.012735143,-0.034463935,-0.1036759,-0.11996423,-0.20725985,-0.26124227,-0.6742238,-0.16642919,-0.22860149,0.98846614,0.9867589,0.99469376,0.99321675,0.99686664,0.9947615,0.9954395,0.9939271,0.98929596,0.9898815,0.979366,0.9788879,0.95478666,0.9487744,0.9218453,0.91364884,0.81254584
50,92s,0.05288817,0.22014964,0.18062629,0.13901505,0.42867538,0.36566436,0.31563604,0.2743877,0.23413149,0.6877842,0.65474105,0.5429123,0.4889247,0.417906,0.42226785,0.3363636,0.8517482,0.830653,0.7803186,0.77208036,0.63048226,0.598089,0.52542895,0.5131601,0.45342195,0.9553403,0.9409527,0.91030794,0.8942664,0.8428879,0.8298413,0.73894274,0.7096286,0.6369527,0.6245113,0.6529017,0.9937493,0.9885161,0.9812847,0.9707996,0.9454455,0.94488823,0.9133221,0.9048256,0.83365107,0.8177813,0.75577784,0.73944294,0.7493019,0.9992542,1.0,0.99838907,0.99703336,0.98987645,0.9858862,0.97418517,0.9690066,0.9516238,0.94680166,0.90567374,0.8888022,0.8523547,0.83670205,0.7970545,-0.4097456,-0.44056457,-0.42465276,-0.45694217,-0.41682348,-0.4413384,-0.40848383,-0.45100778,-0.40822044,-0.42959303,-0.40976292,-0.45235565,-0.4238676,-0.46221945,-0.46590558,-0.5160081,-0.83964515,-0.5737621,-0.61229223,-0.7560765,-0.78118426,-0.7081945,-0.7401474,-0.51377916,-0.5614685,0.96369106,0.96319705,0.9745806,0.97146094,0.979796,0.9769063,0.985674,0.9794903,0.9856803,0.9825212,0.9845517,0.97851616,0.9756556,0.9698974,0.9630257,0.944609,0.7101886,0.94013655,0.9202009,-0.014449032,-0.014651934,-0.041512385,-0.042422406,-0.07750288,-0.08699176,-0.11038506,-0.12096703,-0.15612796,-0.16205709,-0.19921656,-0.22035074,-0.2417335,-0.26538604,-0.30445737,-0.3345214,-0.42699742,-0.4814002,-0.7901244,-0.6628323,-0.7000043,-0.3573244,-0.38193515,0.20097257,0.20698428,0.17567395,0.1817306,0.14112502,0.14075033,0.1036344,0.10324492,0.05952242,0.054082643,0.004776243,0.0025030952,-0.04203794,-0.06394543,-0.1328026,-0.14949292,-0.23589398,-0.2897843,-0.6950633,-0.19537583,-0.2577613,0.98289967,0.9813088,0.9906985,0.9892627,0.9942717,0.991699,0.9939813,0.9917626,0.98934907,0.98902404,0.97997624,0.97799313,0.95751,0.9495273,0.9265343,0.91681975,0.81108046
51,93o,0.08448503,0.25218433,0.21235867,0.17193815,0.4589159,0.39615303,0.3483074,0.30700007,0.26841664,0.7117115,0.67865187,0.57255447,0.5199995,0.4507586,0.45537865,0.37129018,0.86858785,0.84747905,0.80236936,0.7938986,0.6591715,0.62816924,0.55748296,0.54564244,0.48862597,0.9642006,0.95040786,0.9247346,0.9091085,0.86344594,0.85067636,0.7652578,0.737274,0.66767853,0.65641695,0.6859901,0.9965413,0.9918675,0.9881914,0.9783169,0.9582482,0.95747435,0.9302646,0.9217048,0.8568259,0.84229904,0.7837337,0.768826,0.7806703,0.9973578,0.99838907,1.0000001,0.9991927,0.99575937,0.9919534,0.98398817,0.9791813,0.96537966,0.96103394,0.92503285,0.91021395,0.8768223,0.86261624,0.8272451,-0.4379744,-0.4666938,-0.45225766,-0.4823072,-0.4447789,-0.46687734,-0.43631363,-0.47577897,-0.43586123,-0.45537156,-0.43691382,-0.47648728,-0.45007592,-0.4857066,-0.48999834,-0.5362769,-0.83624554,-0.59067285,-0.6255319,-0.76578677,-0.7881341,-0.7211195,-0.7496321,-0.53444296,-0.5782126,0.9542372,0.9534551,0.9677062,0.964003,0.97491646,0.97153366,0.98325574,0.97614336,0.9855763,0.98163635,0.9872917,0.98072004,0.981328,0.97555614,0.97325885,0.95595795,0.74002767,0.9546865,0.93533444,-0.049677044,-0.049514096,-0.07605026,-0.07658245,-0.11139622,-0.12016157,-0.1434858,-0.15310511,-0.18789002,-0.19285183,-0.22961617,-0.24908711,-0.27074787,-0.2923739,-0.33107394,-0.35830262,-0.44587943,-0.49490118,-0.7868463,-0.67758816,-0.71109474,-0.38044897,-0.40172723,0.16796559,0.1740744,0.14347427,0.14977358,0.1097151,0.109565474,0.07322945,0.07334663,0.030583542,0.025858058,-0.022551306,-0.024080241,-0.06726092,-0.08740057,-0.15531239,-0.1686937,-0.25012684,-0.2971657,-0.68877923,-0.21387595,-0.27074832,0.9765019,0.97448343,0.98737216,0.98537767,0.9937992,0.9899369,0.995936,0.99261665,0.9947698,0.99310017,0.9885437,0.9856477,0.97105944,0.96366125,0.9452587,0.93644726,0.8388525
52,93s,0.119390674,0.28527802,0.24634488,0.2061442,0.48899543,0.42779183,0.3801379,0.3398521,0.3013702,0.7351545,0.70379597,0.6000351,0.5488229,0.4807651,0.48544154,0.40258127,0.8849614,0.86573666,0.82207197,0.814467,0.68414944,0.65407676,0.5850483,0.5736002,0.51707655,0.97251046,0.96088946,0.93710625,0.9232229,0.8796248,0.86793905,0.78613096,0.75937176,0.69178677,0.6805338,0.70763326,0.99837726,0.9957344,0.9925847,0.9851137,0.96699494,0.96660495,0.9412544,0.9339628,0.8727417,0.8588314,0.8028344,0.7881149,0.79641104,0.99448806,0.99703336,0.9991927,1.0000001,0.99765205,0.99574393,0.9885329,0.98505634,0.97216994,0.9684788,0.9352782,0.920957,0.8895881,0.8757472,0.83724785,-0.46744445,-0.4957957,-0.48163843,-0.51128376,-0.47437102,-0.496349,-0.46603295,-0.50513625,-0.46572047,-0.48511317,-0.4669113,-0.5060251,-0.4799047,-0.51504505,-0.5190763,-0.56458116,-0.8510305,-0.61763096,-0.65137047,-0.7868235,-0.80786157,-0.7438974,-0.77104115,-0.5627548,-0.60550344,0.9433057,0.94276845,0.9582594,0.9544699,0.9664724,0.9628817,0.97635156,0.9683427,0.97952914,0.9751907,0.9825612,0.9747745,0.97689456,0.97025144,0.97110987,0.9514545,0.7342861,0.9530171,0.9313441,-0.08301083,-0.082832724,-0.10933139,-0.10984735,-0.14451751,-0.1533246,-0.17636296,-0.18606845,-0.22057247,-0.22558293,-0.2620645,-0.28153566,-0.3027926,-0.32437277,-0.36237022,-0.38952047,-0.47563076,-0.523642,-0.8042713,-0.7017208,-0.7339022,-0.41133225,-0.43247563,0.13502325,0.1413149,0.11039052,0.11684468,0.076591134,0.07655117,0.040151127,0.040306978,-0.0024452694,-0.007160723,-0.05545889,-0.05696369,-0.09987268,-0.1198713,-0.18732938,-0.20061794,-0.2806895,-0.3265537,-0.70779943,-0.24522637,-0.30140287,0.9683284,0.9663629,0.98101,0.9790129,0.9891434,0.9846832,0.99261296,0.9884741,0.9933449,0.99061656,0.987926,0.9834575,0.9730501,0.9638013,0.949816,0.9397218,0.838707
53,94o,0.16633981,0.3309718,0.29200274,0.2539051,0.5307054,0.47044125,0.4256591,0.38565987,0.34980935,0.766491,0.7357751,0.6396323,0.59067124,0.5253794,0.5301917,0.45069122,0.90508467,0.88641846,0.8494327,0.8418509,0.7214351,0.6933184,0.6274647,0.6165968,0.564066,0.9805691,0.97028106,0.95276064,0.9397887,0.90390116,0.8928232,0.81887305,0.7939883,0.7310244,0.72112757,0.7490099,0.9973439,0.99589723,0.99686944,0.99086004,0.979538,0.9789281,0.9594263,0.9523875,0.8998485,0.88762975,0.83670884,0.8237316,0.833576,0.9866127,0.98987645,0.99575937,0.99765205,1.0,0.998792,0.9961462,0.9934366,0.9851453,0.9821329,0.95578694,0.9439797,0.9169817,0.90494823,0.87117827,-0.5059556,-0.53160834,-0.51935047,-0.5461806,-0.5125219,-0.5315452,-0.5042242,-0.5394275,-0.50372136,-0.52081645,-0.50435024,-0.53958946,-0.5161252,-0.5477561,-0.55244404,-0.5929902,-0.8459891,-0.6414478,-0.6704097,-0.799541,-0.81681174,-0.7610711,-0.7837341,-0.59168977,-0.62933934,0.92438686,0.9234602,0.94251597,0.93786985,0.95330787,0.9489602,0.96630526,0.9568718,0.9723934,0.96688145,0.9790219,0.9701884,0.97690547,0.9699413,0.9769187,0.95803136,0.7639781,0.9641254,0.94259375,-0.13270646,-0.13217229,-0.15815678,-0.15829386,-0.19239694,-0.20039319,-0.2232004,-0.2318711,-0.26562047,-0.26957396,-0.30532232,-0.32283455,-0.34416115,-0.36330816,-0.40054145,-0.42421067,-0.5037988,-0.54492885,-0.80053,-0.7219315,-0.74927247,-0.4450868,-0.4621644,0.087022,0.0933486,0.06326698,0.06990458,0.030550161,0.030689742,-0.0046700053,-0.004001783,-0.045417883,-0.04938022,-0.096409775,-0.09713701,-0.13810542,-0.1559748,-0.22184198,-0.23122367,-0.3048113,-0.34199563,-0.7015656,-0.274755,-0.3240373,0.95368636,0.95103943,0.9701996,0.9674266,0.9821298,0.9758614,0.9886453,0.9827985,0.99398077,0.98918873,0.99243534,0.9863217,0.98407626,0.97485137,0.9675985,0.95816606,0.86667854
54,94s,0.20468998,0.366569,0.32894626,0.29088888,0.56222636,0.504113,0.45925105,0.42067572,0.3846442,0.7899867,0.7615252,0.66770965,0.6203061,0.55635613,0.5610909,0.48296314,0.92057776,0.9043714,0.8684265,0.8619465,0.7462845,0.71910745,0.65522575,0.6446793,0.5923016,0.9870499,0.97943413,0.9635552,0.95279694,0.918482,0.9087579,0.8386652,0.81516874,0.7543518,0.744116,0.7682741,0.99659985,0.9976411,0.9987291,0.9956673,0.9858754,0.9857721,0.9679014,0.96253014,0.9136705,0.90200335,0.85389674,0.8407149,0.84525234,0.9807473,0.9858862,0.9919534,0.99574393,0.998792,1.0000001,0.99764794,0.996545,0.9887881,0.9864992,0.9629589,0.9513573,0.92650753,0.9144783,0.8755722,-0.5364029,-0.56208247,-0.54974544,-0.5765815,-0.54315424,-0.56258667,-0.5349863,-0.5704372,-0.53470755,-0.5520996,-0.5355749,-0.5708808,-0.5472918,-0.57889426,-0.5829778,-0.6233784,-0.863869,-0.67058456,-0.69894505,-0.82232267,-0.83856934,-0.78546286,-0.8071328,-0.62186724,-0.6590689,0.90989465,0.9093316,0.92945814,0.9248112,0.9410958,0.9365582,0.95565283,0.94521815,0.96234316,0.9564592,0.9701585,0.95978093,0.9678993,0.95971876,0.9700785,0.9477602,0.74797916,0.9570557,0.9321634,-0.16773742,-0.16731477,-0.19311887,-0.193374,-0.22714739,-0.23540902,-0.2576114,-0.26664323,-0.2999364,-0.30420226,-0.33939895,-0.35732308,-0.37785375,-0.39742276,-0.43355784,-0.45783806,-0.5362088,-0.57733536,-0.8218026,-0.74762183,-0.7740937,-0.47818476,-0.49595436,0.05135381,0.057845663,0.027434345,0.034171376,-0.005360377,-0.005169401,-0.040487945,-0.039947663,-0.0812928,-0.085441776,-0.13214432,-0.13308863,-0.17369914,-0.19184451,-0.25696537,-0.2670708,-0.33944422,-0.37686166,-0.7257514,-0.30964473,-0.35938767,0.942011,0.9395388,0.9603035,0.95759755,0.97380173,0.96700877,0.9816357,0.9749537,0.9886742,0.9827956,0.9876536,0.9796409,0.9817845,0.96997356,0.967682,0.9561988,0.8584151
55,95o,0.2426924,0.40296936,0.365407,0.3296745,0.5945136,0.5373341,0.49561745,0.45738238,0.4242978,0.812132,0.7841729,0.6982612,0.65318704,0.5920323,0.59706014,0.5225124,0.9324834,0.9165127,0.8873523,0.88094217,0.77489036,0.7497498,0.68899345,0.67917824,0.6312415,0.9883239,0.9816286,0.97192824,0.9618552,0.93513423,0.92601156,0.8634724,0.841829,0.78551716,0.7768536,0.8027017,0.9902577,0.99203104,0.997335,0.99518037,0.99206734,0.9917224,0.9795943,0.9743042,0.9338237,0.9239043,0.88062435,0.869405,0.8768885,0.96867734,0.97418517,0.98398817,0.9885329,0.9961462,0.99764794,1.0,0.9994264,0.9963132,0.99474555,0.97779214,0.96886307,0.9481546,0.9381199,0.90539193,-0.5655695,-0.58822286,-0.5780779,-0.60179365,-0.5720401,-0.58812207,-0.56385803,-0.59501743,-0.5634035,-0.5782179,-0.56367075,-0.59471875,-0.57410204,-0.60186565,-0.60678977,-0.64184576,-0.849873,-0.68442047,-0.70779324,-0.8257176,-0.8382233,-0.7931953,-0.81033653,-0.6409441,-0.67275584,0.8890207,0.88808846,0.9114674,0.90613323,0.9255397,0.92043084,0.9430094,0.9315241,0.952631,0.9457991,0.96396697,0.9530322,0.96549094,0.95745367,0.97336495,0.95274436,0.77886164,0.96598864,0.94220316,-0.20955122,-0.20864932,-0.23385452,-0.23359856,-0.26673746,-0.27397892,-0.29592738,-0.30365625,-0.3361445,-0.33914533,-0.37356544,-0.38914126,-0.40989253,-0.42664647,-0.46206757,-0.48243588,-0.5539304,-0.5877511,-0.808305,-0.7581711,-0.7796549,-0.5018608,-0.5151052,0.010426106,0.016971009,-0.012345225,-0.005361877,-0.043762513,-0.04327543,-0.07732064,-0.07610388,-0.115863524,-0.11906586,-0.16428694,-0.16426855,-0.20270598,-0.21832132,-0.2817185,-0.28742558,-0.3529276,-0.38110453,-0.70932734,-0.328867,-0.37108052,0.9246337,0.92160916,0.9464445,0.94308025,0.9634371,0.95512146,0.97419906,0.9661753,0.985646,0.9781018,0.9885611,0.9795792,0.9891537,0.9781554,0.98156106,0.9714123,0.8852453
56,95s,0.26968694,0.42778924,0.3912342,0.35574728,0.61608255,0.56051993,0.5190399,0.48192015,0.44896048,0.82746774,0.80106777,0.71732354,0.6736004,0.61358774,0.6187583,0.5454447,0.94167084,0.9273906,0.89942825,0.89380145,0.7916434,0.76744455,0.70819455,0.698818,0.6514108,0.9908061,0.9859845,0.97779006,0.9692687,0.94417405,0.9360511,0.876584,0.8561299,0.80156827,0.79299843,0.8166359,0.9875167,0.99100167,0.99665606,0.99651116,0.99490637,0.9949559,0.9842745,0.9801115,0.9426583,0.93337697,0.89225197,0.8812659,0.88568854,0.96223783,0.9690066,0.9791813,0.98505634,0.9934366,0.996545,0.9994264,0.99999994,0.9975533,0.9965731,0.9819057,0.97347707,0.9543835,0.9447265,0.9093612,-0.58741367,-0.6097016,-0.5997877,-0.6230895,-0.59394383,-0.60989773,-0.58587384,-0.6166519,-0.5855362,-0.6002118,-0.58593065,-0.616517,-0.5961981,-0.6234832,-0.628158,-0.66249233,-0.8589815,-0.7038346,-0.726247,-0.839807,-0.85123974,-0.80880773,-0.82478046,-0.661576,-0.6924687,0.8764716,0.8758035,0.90005225,0.89474976,0.9148699,0.90967464,0.9335263,0.9214287,0.94378614,0.93674594,0.9561261,0.9443034,0.95783603,0.9491649,0.9675226,0.94504595,0.7703136,0.96049476,0.9349082,-0.2359097,-0.23497967,-0.2600628,-0.25977594,-0.29267773,-0.29990673,-0.32153603,-0.3292799,-0.36143076,-0.36444443,-0.39851576,-0.4140282,-0.43437403,-0.4510326,-0.48572975,-0.5059874,-0.57603526,-0.60896355,-0.8196945,-0.774964,-0.79532677,-0.52504927,-0.5381791,-0.016583987,-0.009881539,-0.039357394,-0.03224722,-0.070694394,-0.070087485,-0.104057655,-0.10279839,-0.14240001,-0.14556324,-0.19051892,-0.19046247,-0.22856888,-0.24400882,-0.30680445,-0.3124531,-0.37659755,-0.40381414,-0.72249293,-0.3532233,-0.39473978,0.9141298,0.9112493,0.9373466,0.9340688,0.95562303,0.946942,0.96743953,0.95887935,0.98034537,0.97206545,0.9838991,0.973733,0.98656344,0.9741677,0.9810518,0.96994877,0.88102365
57,96o,0.3101743,0.4647887,0.4286802,0.39636025,0.64754987,0.59345543,0.5553036,0.5188628,0.48970273,0.8469957,0.82145935,0.7462621,0.70526755,0.6484242,0.6537134,0.58522815,0.9494952,0.9358382,0.91496646,0.9095568,0.8180231,0.79607284,0.74037266,0.73172617,0.6895682,0.98697364,0.9834038,0.98150253,0.9738583,0.9568216,0.94937366,0.8982421,0.8798629,0.83025646,0.8230902,0.8482814,0.9755147,0.9799903,0.9897222,0.99083287,0.99602675,0.995881,0.9912536,0.9872881,0.95885515,0.95141035,0.9154487,0.9062735,0.9134289,0.944288,0.9516238,0.96537966,0.97216994,0.9851453,0.9887881,0.9963132,0.9975533,1.0,0.999703,0.9919433,0.9862244,0.9714815,0.9636317,0.9343763,-0.6145359,-0.633771,-0.62598497,-0.64614844,-0.620625,-0.6332732,-0.612643,-0.6390448,-0.6121403,-0.624247,-0.6119149,-0.63813496,-0.62081456,-0.64415526,-0.64953005,-0.6783728,-0.84046704,-0.71466887,-0.73200405,-0.8389342,-0.84654015,-0.81240326,-0.8237976,-0.6780197,-0.7033843,0.84947354,0.8484845,0.8758674,0.869902,0.8931527,0.8873772,0.914723,0.90155137,0.92789364,0.9198903,0.9437933,0.93123376,0.94942576,0.9406946,0.9648921,0.9437889,0.79497164,0.96335274,0.9384526,-0.2783197,-0.2769693,-0.3012435,-0.30051178,-0.332459,-0.33868754,-0.35982493,-0.36634198,-0.39739615,-0.39922032,-0.43220386,-0.44544283,-0.46568733,-0.47958976,-0.5131751,-0.5295699,-0.59220743,-0.61780095,-0.80243343,-0.7818545,-0.7971574,-0.5474657,-0.5561583,-0.059178285,-0.052498255,-0.080678485,-0.073426165,-0.110377625,-0.10955559,-0.14191847,-0.14010116,-0.17776655,-0.18009587,-0.22315967,-0.2222867,-0.2578227,-0.27081302,-0.3312575,-0.3327381,-0.3893953,-0.4075419,-0.7027908,-0.37200224,-0.40607113,0.89059067,0.8871755,0.9172765,0.91337866,0.9391055,0.92892027,0.95387816,0.9438928,0.97130764,0.9612512,0.9789084,0.9675357,0.988216,0.9763266,0.9892911,0.9791945,0.90168107
58,96s,0.32390463,0.4771432,0.44167158,0.40979758,0.6580912,0.6049635,0.5670881,0.53135145,0.5027031,0.8536206,0.82906216,0.75555897,0.7156502,0.6593275,0.6649694,0.5975902,0.95258504,0.9397477,0.9199805,0.9152378,0.8261429,0.80502653,0.75010866,0.741998,0.7008629,0.9863311,0.9837002,0.9829586,0.97618806,0.9604799,0.9538622,0.9045877,0.88704073,0.8385335,0.83184,0.8566936,0.97210467,0.9773857,0.9876216,0.9896455,0.99609876,0.9962087,0.99270105,0.9894613,0.96302545,0.9561865,0.9215118,0.91291666,0.91968787,0.9388914,0.94680166,0.96103394,0.9684788,0.9821329,0.9864992,0.99474555,0.9965731,0.999703,1.0000001,0.99378514,0.98872334,0.97497153,0.9677644,0.9386977,-0.6251819,-0.6436955,-0.6364425,-0.6558847,-0.6312775,-0.6432586,-0.6232632,-0.64881796,-0.62279445,-0.63439536,-0.6225231,-0.6478737,-0.63114905,-0.6536907,-0.6591745,-0.68692213,-0.8405182,-0.7221717,-0.73830116,-0.84316254,-0.8497855,-0.81784815,-0.8281024,-0.68665886,-0.71082556,0.8410726,0.84025776,0.8681973,0.8623486,0.8860472,0.88032615,0.90840405,0.89511275,0.9222191,0.91422594,0.9389544,0.9262703,0.94514954,0.9365111,0.96213305,0.9408112,0.7956999,0.96154046,0.9366072,-0.29233906,-0.29081136,-0.31499308,-0.31408802,-0.3458747,-0.35187864,-0.37287214,-0.37907934,-0.4099535,-0.41150558,-0.44432992,-0.45700726,-0.4772651,-0.49058095,-0.5239144,-0.5395678,-0.60069543,-0.62481564,-0.80302393,-0.78794146,-0.8020412,-0.5572602,-0.56510216,-0.073710546,-0.066883765,-0.095006555,-0.08755493,-0.12441472,-0.12337142,-0.15558065,-0.15350607,-0.19093835,-0.19299576,-0.23581213,-0.2346425,-0.26977423,-0.28211895,-0.34227702,-0.34288695,-0.39806893,-0.414245,-0.7037565,-0.38172206,-0.41423643,0.88325846,0.88001,0.9108832,0.9070921,0.9335625,0.92326504,0.949077,0.93897426,0.9675767,0.95729035,0.97588164,0.9643853,0.9869795,0.9749465,0.9895172,0.97961974,0.90311825
59,97o,0.41161263,0.55626774,0.52286327,0.49511158,0.7230072,0.6745499,0.6417831,0.6086178,0.5846836,0.8914554,0.8703659,0.8120838,0.777812,0.728033,0.73360455,0.6743713,0.96542364,0.9556787,0.94689184,0.9432275,0.8747501,0.8577617,0.8105872,0.803717,0.76995605,0.9739274,0.97535855,0.9850077,0.98151135,0.97836643,0.97392714,0.94054157,0.92732525,0.8884731,0.8835208,0.90607613,0.94148076,0.9502617,0.9662843,0.97259915,0.9897967,0.98999107,0.9962209,0.9947827,0.9846239,0.9808477,0.95669204,0.95049787,0.9553437,0.89549434,0.90567374,0.92503285,0.9352782,0.95578694,0.9629589,0.97779214,0.9819057,0.9919433,0.99378514,1.0000001,0.9988301,0.99347353,0.98888844,0.9634993,-0.68311363,-0.69723547,-0.69289976,-0.7077651,-0.6888158,-0.6965328,-0.68110335,-0.7006202,-0.6805965,-0.688839,-0.6797256,-0.69888175,-0.6862985,-0.7031636,-0.70888984,-0.72870636,-0.82132643,-0.7553977,-0.7638642,-0.8525686,-0.8529439,-0.8353872,-0.8382836,-0.72896516,-0.7448826,0.77817696,0.7771444,0.8102227,0.8033552,0.8318997,0.82512736,0.85939056,0.8436936,0.8774912,0.86778116,0.8999294,0.8848672,0.9109893,0.9011672,0.9377149,0.9153558,0.8027232,0.94463444,0.91786146,-0.38016608,-0.37822953,-0.40073618,-0.39938653,-0.42909324,-0.4339749,-0.45337504,-0.4581975,-0.48663163,-0.48684767,-0.517129,-0.52693546,-0.5459781,-0.5557389,-0.5859964,-0.5967714,-0.6456962,-0.6595212,-0.78929603,-0.81139666,-0.8176115,-0.6120956,-0.6145701,-0.1659209,-0.15909068,-0.18528733,-0.17766663,-0.2121822,-0.21083102,-0.24037851,-0.23770458,-0.27188495,-0.2729283,-0.31219596,-0.31012118,-0.3409132,-0.35004142,-0.40545297,-0.4010286,-0.44405732,-0.44785678,-0.6910571,-0.436204,-0.45848626,0.8273432,0.8234198,0.8611066,0.8563825,0.88975996,0.8768164,0.91031647,0.8974685,0.93622446,0.9224918,0.950315,0.9353698,0.9726901,0.9590281,0.9866797,0.97627354,0.9106975
60,97s,0.42884856,0.5703278,0.5377216,0.512247,0.7329502,0.68602884,0.65522194,0.6231079,0.6018395,0.8938891,0.8734782,0.8204654,0.7885347,0.740453,0.7468702,0.6910505,0.96119153,0.95193803,0.9472822,0.9439837,0.8816898,0.8668156,0.82138485,0.8155908,0.785744,0.9635462,0.9657871,0.9789287,0.97608656,0.97751313,0.9738053,0.94501096,0.933673,0.89747655,0.8941366,0.9184475,0.9271166,0.9364628,0.95475614,0.961616,0.9827266,0.9831723,0.9925717,0.99137735,0.98634964,0.9843817,0.9627734,0.958401,0.9661387,0.87837785,0.8888022,0.91021395,0.920957,0.9439797,0.9513573,0.96886307,0.97347707,0.9862244,0.98872334,0.9988301,0.99999994,0.9966256,0.9938678,0.9735745,-0.69278324,-0.704484,-0.70188785,-0.71418965,-0.6981214,-0.70330024,-0.69044805,-0.7065737,-0.6897837,-0.6959685,-0.6885561,-0.7044268,-0.69415224,-0.7080428,-0.7144757,-0.73027396,-0.8012059,-0.753772,-0.7586283,-0.8434874,-0.8413442,-0.8292573,-0.828922,-0.7310595,-0.74295735,0.7573804,0.75640297,0.7909543,0.78407955,0.8140702,0.8073082,0.84304154,0.82734233,0.86293566,0.8531824,0.8873487,0.8726245,0.9008271,0.8916611,0.9309116,0.9106868,0.8172171,0.9415117,0.91662264,-0.4011942,-0.39872158,-0.42079765,-0.41889197,-0.44803065,-0.4518981,-0.47122672,-0.47482133,-0.5026168,-0.5016922,-0.5315323,-0.53934115,-0.5586358,-0.5660968,-0.59582776,-0.6034982,-0.64741737,-0.65577567,-0.7694908,-0.8072525,-0.80998445,-0.618224,-0.6172795,-0.18835023,-0.18133612,-0.20667152,-0.19877093,-0.23229562,-0.23053822,-0.2590929,-0.25577807,-0.2886389,-0.28880566,-0.3269415,-0.32395527,-0.35323286,-0.3602455,-0.41425142,-0.40654737,-0.4446513,-0.4416915,-0.66942143,-0.44076708,-0.45707917,0.8080244,0.8041571,0.84369016,0.8389945,0.87427515,0.8609278,0.8964654,0.8833868,0.9249589,0.91076756,0.9415313,0.9266288,0.96778595,0.9556444,0.98563397,0.9770626,0.92063606
