,hand,22o,32o,32s,33o,42o,42s,43o,43s,44o,52o,52s,53o,53s,54o,54s,55o,62o,62s,63o,63s,64o,64s,65o,65s,66o,72o,72s,73o,73s,74o,74s,75o,75s,76o,76s,77o,82o,82s,83o,83s,84o,84s,85o,85s,86o,86s,87o,87s,88o,92o,92s,93o,93s,94o,94s,95o,95s,96o,96s,97o,97s,98o,98s,99o,A2o,A2s,A3o,A3s,A4o,A4s,A5o,A5s,A6o,A6s,A7o,A7s,A8o,A8s,A9o,A9s,AAo,AJo,AJs,AKo,AKs,AQo,AQs,ATo,ATs,J2o,J2s,J3o,J3s,J4o,J4s,J5o,J5s,J6o,J6s,J7o,J7s,J8o,J8s,J9o,J9s,JJo,JTo,JTs,K2o,K2s,K3o,K3s,K4o,K4s,K5o,K5s,K6o,K6s,K7o,K7s,K8o,K8s,K9o,K9s,KJo,KJs,KKo,KQo,KQs,KTo,KTs,Q2o,Q2s,Q3o,Q3s,Q4o,Q4s,Q5o,Q5s,Q6o,Q6s,Q7o,Q7s,Q8o,Q8s,Q9o,Q9s,QJo,QJs,QQo,QTo,QTs,T2o,T2s,T3o,T3s,T4o,T4s,T5o,T5s,T6o,T6s,T7o,T7s,T8o,T8s,T9o,T9s,TTo
105,JJo,0.09995092,0.22583385,0.18957299,0.18759626,0.38540322,0.33197585,0.3187096,0.28333473,0.29068363,0.55688727,0.522985,0.48904085,0.4612003,0.4154399,0.42780912,0.394035,0.65438074,0.62546307,0.6378468,0.62931216,0.56768227,0.55887544,0.51013696,0.51006436,0.51527035,0.7084102,0.6894668,0.7073768,0.68748057,0.7035843,0.6932099,0.6604167,0.6482006,0.61187,0.62361896,0.7018319,0.7254016,0.71242094,0.7419958,0.7223345,0.75167483,0.74892735,0.7625283,0.74754333,0.74124897,0.7452606,0.71432555,0.725524,0.81451887,0.7178092,0.7101886,0.74002767,0.7342861,0.7639781,0.74797916,0.77886164,0.7703136,0.79497164,0.7956999,0.8027232,0.8172171,0.8057375,0.81604445,0.8921538,-0.35207576,-0.3443605,-0.35596478,-0.34852588,-0.35304314,-0.33461076,-0.3449193,-0.33265927,-0.34122112,-0.32892936,-0.33515993,-0.3251572,-0.33368054,-0.3251099,-0.34219167,-0.32921997,-0.3731181,-0.34088993,-0.32539347,-0.4378363,-0.42839068,-0.42734426,-0.41510856,-0.33590293,-0.32297692,0.67692614,0.6734487,0.70193934,0.6969424,0.7241435,0.7210198,0.7442103,0.74202955,0.76917124,0.7647376,0.7930974,0.7992313,0.8246782,0.834628,0.8539624,0.88621384,1.0000001,0.8913499,0.9181982,-0.1257332,-0.11802891,-0.13651392,-0.12923974,-0.15445471,-0.14766616,-0.17006825,-0.16046634,-0.18518281,-0.17284209,-0.20207496,-0.18976268,-0.21713611,-0.2025598,-0.23672764,-0.21490508,-0.23052534,-0.20043299,-0.30989343,-0.4068223,-0.39384317,-0.22939897,-0.19655195,0.062072195,0.068286814,0.055177048,0.06384234,0.043380488,0.04794821,0.029522518,0.03903223,0.018941801,0.027222568,-0.0019024517,0.009915406,-0.007856809,0.004993126,-0.04110519,-0.002395369,-0.012942627,0.040313687,-0.17392509,-0.035435,-0.004018519,0.70159626,0.69762343,0.7276771,0.7240153,0.7522643,0.7444807,0.76975596,0.76604795,0.7962301,0.7925532,0.82247525,0.83160543,0.85042727,0.8767059,0.86616045,0.8934785,0.9764735
106,JTo,0.10863791,0.26689467,0.22851726,0.20272444,0.46587998,0.40532377,0.36892542,0.32937065,0.30878803,0.6968239,0.6634897,0.5841252,0.5401099,0.47694182,0.48538303,0.41918436,0.83756226,0.8142002,0.79139704,0.7840199,0.67431825,0.6514772,0.5866132,0.57878065,0.5456901,0.9189657,0.9044532,0.89730835,0.88119626,0.8588099,0.84775674,0.7818923,0.7603153,0.7011465,0.69763094,0.7478742,0.9449911,0.9383806,0.94956315,0.9367651,0.937729,0.9369539,0.9263031,0.91609097,0.8751475,0.86824036,0.8192028,0.81265044,0.8545023,0.9411302,0.94013655,0.9546865,0.9530171,0.9641254,0.9570557,0.96598864,0.96049476,0.96335274,0.96154046,0.94463444,0.9415117,0.9170394,0.91078603,0.9142186,-0.42826697,-0.44387943,-0.439195,-0.45585635,-0.43395358,-0.44088763,-0.42431706,-0.44559672,-0.42295593,-0.43094516,-0.42122668,-0.44299453,-0.4288735,-0.44869816,-0.45719427,-0.48247287,-0.6993073,-0.52135795,-0.5381307,-0.6769597,-0.68808764,-0.64249957,-0.6562369,-0.48299563,-0.50669074,0.89484113,0.8940555,0.9159072,0.9126559,0.9312292,0.928442,0.9474572,0.94234574,0.9609461,0.95734847,0.974434,0.9720925,0.9855087,0.98512053,0.99621516,0.99594206,0.8913499,1.0,0.9954917,-0.08920273,-0.085655406,-0.10940808,-0.106509134,-0.13865219,-0.14145158,-0.16395679,-0.16622522,-0.19797911,-0.19590628,-0.23054838,-0.23817463,-0.26210672,-0.2701688,-0.30729666,-0.31688672,-0.37770343,-0.39886796,-0.63992876,-0.6034601,-0.6203058,-0.3358237,-0.3372627,0.13233903,0.13949405,0.11537509,0.12363765,0.09024441,0.092477255,0.063463345,0.067653075,0.03360159,0.034157827,-0.0068029147,-0.002971772,-0.03580729,-0.04341467,-0.104679495,-0.09785761,-0.15068084,-0.1616609,-0.5155301,-0.13854165,-0.16459619,0.91958225,0.9181963,0.9397417,0.93794185,0.95568836,0.95114803,0.9668928,0.96409017,0.97918737,0.9773715,0.9880265,0.98970854,0.9927713,0.99806607,0.9843989,0.98854214,0.9508867
107,JTs,0.055525225,0.21284069,0.17408423,0.15073474,0.41286778,0.35132766,0.3164739,0.27669472,0.25908017,0.64793336,0.61274093,0.53398424,0.49049166,0.42658573,0.4368072,0.37226957,0.79518855,0.7691045,0.74713045,0.739296,0.6272343,0.6053871,0.5389346,0.5325656,0.5033812,0.8858366,0.868377,0.86059946,0.8422134,0.820195,0.8084985,0.74012923,0.71839017,0.6581705,0.65752286,0.715793,0.9207671,0.9110393,0.92299604,0.9063127,0.9072329,0.9063475,0.8949503,0.8830464,0.8401642,0.83416945,0.78284425,0.7791387,0.8328597,0.92378646,0.9202009,0.93533444,0.9313441,0.94259375,0.9321634,0.94220316,0.9349082,0.9384526,0.9366072,0.91786146,0.91662264,0.89028025,0.8865549,0.90338016,-0.37992013,-0.39289775,-0.39035472,-0.4043713,-0.3851707,-0.38903907,-0.37547976,-0.39310813,-0.3737206,-0.3792316,-0.37146574,-0.3900538,-0.37824452,-0.39535195,-0.40551937,-0.427427,-0.64575124,-0.46573383,-0.47999185,-0.62392217,-0.63431865,-0.58966166,-0.6020375,-0.428863,-0.44956282,0.8900146,0.8892795,0.90954083,0.9069909,0.92442393,0.9225986,0.9389245,0.93638074,0.952762,0.9505546,0.9656635,0.96710217,0.9786431,0.9816607,0.9883609,0.9963454,0.9181982,0.9954917,0.99999994,-0.046122998,-0.041626807,-0.06536493,-0.06149853,-0.09364493,-0.09488554,-0.11833954,-0.118670925,-0.15054576,-0.14673431,-0.18202849,-0.18675491,-0.21231614,-0.21736023,-0.25590953,-0.26151842,-0.31994992,-0.33602977,-0.5810714,-0.5500353,-0.5650509,-0.28103027,-0.27808928,0.17231703,0.1797351,0.15662847,0.16529234,0.13296501,0.13588555,0.10744391,0.11279143,0.07965748,0.08162985,0.040968314,0.046372898,0.014215481,0.009443019,-0.051949497,-0.040822633,-0.09157008,-0.0953673,-0.45192567,-0.082104415,-0.1013977,0.91082704,0.90989625,0.92914337,0.9280338,0.9438048,0.94066846,0.95382416,0.9531048,0.96520567,0.9656805,0.9746792,0.9806421,0.97876847,0.9903321,0.9693005,0.97977406,0.9606699
108,K2o,-0.9579283,-0.9450261,-0.9517606,-0.95426697,-0.8804524,-0.90309197,-0.92404175,-0.9362086,-0.93913627,-0.7143827,-0.74105394,-0.82018393,-0.84926623,-0.8870051,-0.88718945,-0.90951157,-0.5197101,-0.55059564,-0.617678,-0.6262602,-0.75927323,-0.78170615,-0.8295857,-0.8387709,-0.85515374,-0.29815516,-0.34028667,-0.4137078,-0.4462237,-0.53070694,-0.5492112,-0.65672874,-0.68407214,-0.747095,-0.75667036,-0.7104282,-0.119475104,-0.16017014,-0.1971737,-0.24677052,-0.32319674,-0.32512566,-0.39531097,-0.41594252,-0.52758837,-0.54477936,-0.62245303,-0.63868016,-0.57687074,0.014873171,-0.014449032,-0.049677044,-0.08301083,-0.13270646,-0.16773742,-0.20955122,-0.2359097,-0.2783197,-0.29233906,-0.38016608,-0.4011942,-0.464622,-0.48418674,-0.45447224,0.9113276,0.8928536,0.90444976,0.88420767,0.9086552,0.89189553,0.9117913,0.88525116,0.9117303,0.8979749,0.91012424,0.88273114,0.9018136,0.8757658,0.8764219,0.8356957,0.37287432,0.786768,0.738795,0.6072216,0.5596533,0.67003703,0.6178543,0.8391998,0.7920502,0.24383268,0.24564935,0.19659865,0.20843144,0.16490704,0.17678994,0.118962385,0.14963153,0.08898495,0.10816063,0.04608344,0.07726838,0.023478772,0.04260788,-0.04820353,-0.006916743,-0.1257332,-0.08920273,-0.046122998,1.0,0.9998703,0.9994699,0.99914634,0.997404,0.9960188,0.99383557,0.9914851,0.9866425,0.9838526,0.9773158,0.96914154,0.9654142,0.9539114,0.9423507,0.9227444,0.866078,0.80675995,0.4306472,0.7173825,0.6641892,0.91305995,0.88716984,0.97441965,0.9726672,0.97813225,0.97611403,0.98170096,0.98077697,0.98328483,0.9814273,0.9816582,0.9791807,0.9774073,0.9740469,0.96668506,0.956151,0.94625086,0.9237118,0.87279725,0.7992545,0.46141598,0.91262907,0.8602729,0.16012405,0.16858596,0.103062615,0.11261929,0.04991168,0.07862763,0.009315591,0.040074144,-0.05037233,-0.0130981095,-0.08628987,-0.04352307,-0.16467696,-0.12736866,-0.25436348,-0.23348513,-0.23042452
109,K2s,-0.95883226,-0.9459816,-0.952644,-0.95469904,-0.8811251,-0.9037344,-0.9244969,-0.9365513,-0.93890625,-0.7150504,-0.7417662,-0.8203153,-0.8491011,-0.88695943,-0.8867616,-0.9086366,-0.5202568,-0.55120444,-0.6177998,-0.6262235,-0.75896937,-0.7810207,-0.8290893,-0.8379415,-0.8535253,-0.29862085,-0.340765,-0.41374603,-0.4462577,-0.530254,-0.54861784,-0.6559085,-0.6829613,-0.74598867,-0.7551164,-0.70771426,-0.119744875,-0.16048709,-0.19708969,-0.24683674,-0.3227083,-0.3245136,-0.39441162,-0.41506004,-0.5261963,-0.5430153,-0.620753,-0.63650286,-0.5731415,0.014724093,-0.014651934,-0.049514096,-0.082832724,-0.13217229,-0.16731477,-0.20864932,-0.23497967,-0.2769693,-0.29081136,-0.37822953,-0.39872158,-0.4621811,-0.4812781,-0.44994608,0.91218704,0.8942998,0.90538603,0.8857688,0.909519,0.89341897,0.9127269,0.8869435,0.91270065,0.89946,0.91115195,0.8844582,0.9030289,0.8776132,0.8779913,0.8380672,0.37726867,0.78945154,0.7422058,0.6100287,0.5628643,0.6726168,0.6210213,0.84138393,0.79501224,0.24390899,0.24585989,0.19693673,0.20897073,0.1655453,0.17761545,0.11982581,0.1508013,0.090272695,0.10967308,0.047739267,0.0793369,0.025694784,0.045250896,-0.045380816,-0.003181491,-0.11802891,-0.085655406,-0.041626807,0.9998703,1.0000001,0.9995244,0.99945813,0.99762577,0.9965958,0.99423885,0.9923162,0.9873944,0.9850023,0.9782642,0.9706931,0.9666421,0.95577604,0.9440462,0.92524046,0.86925733,0.8110795,0.4356305,0.7200049,0.6674386,0.91546446,0.8904787,0.9749788,0.9733929,0.9789428,0.9771386,0.9827812,0.98208666,0.9846614,0.9831103,0.9834715,0.98133165,0.97955257,0.9765733,0.9693321,0.95944256,0.9494466,0.9278731,0.8776575,0.80566835,0.46791562,0.9167127,0.8657346,0.16019167,0.16885595,0.10343306,0.11318914,0.050585106,0.07949739,0.010257062,0.041279826,-0.048989505,-0.011477832,-0.0844672,-0.04123853,-0.16214839,-0.12404655,-0.2514105,-0.22970131,-0.2243314
110,K3o,-0.95736927,-0.94916123,-0.9547341,-0.9554702,-0.8900972,-0.9109229,-0.93023175,-0.94121355,-0.9422183,-0.7316074,-0.7573541,-0.83232355,-0.8595753,-0.8954002,-0.8955386,-0.914735,-0.5416787,-0.5720141,-0.6368287,-0.6450673,-0.77334565,-0.794544,-0.8404051,-0.84916675,-0.86285263,-0.32343003,-0.36511934,-0.43685105,-0.46887442,-0.55109876,-0.56910574,-0.6733855,-0.6996008,-0.7603913,-0.7694281,-0.72301304,-0.14611705,-0.18665513,-0.22274715,-0.27213234,-0.34692332,-0.34877953,-0.41744494,-0.43783385,-0.5464525,-0.5628349,-0.6385504,-0.65416574,-0.59140277,-0.012168467,-0.041512385,-0.07605026,-0.10933139,-0.15815678,-0.19311887,-0.23385452,-0.2600628,-0.3012435,-0.31499308,-0.40073618,-0.42079765,-0.48289785,-0.5018827,-0.46975386,0.92311263,0.905977,0.91675603,0.89790064,0.9206334,0.9051365,0.92369914,0.89895475,0.92365503,0.9109074,0.92222023,0.89664173,0.9145461,0.8901215,0.8907851,0.85214937,0.40022612,0.80539507,0.7591157,0.6308862,0.5843498,0.6922023,0.64141166,0.85557795,0.81042844,0.21747404,0.21938512,0.17043504,0.1824517,0.13905963,0.15108112,0.09345807,0.12442224,0.064063355,0.08340062,0.021860778,0.05334548,0.0003359802,0.019789223,-0.06993906,-0.02757791,-0.13651392,-0.10940808,-0.06536493,0.9994699,0.9995244,0.99999994,0.9998694,0.99920344,0.9983186,0.9968991,0.9951426,0.99138457,0.9890803,0.9836421,0.97651756,0.97332513,0.9630131,0.9526407,0.9344964,0.8814559,0.8245418,0.4573137,0.73847604,0.6868523,0.92561495,0.9011038,0.9689369,0.96712047,0.97377104,0.9717424,0.97873545,0.9779598,0.9818897,0.980242,0.9821075,0.98001957,0.9799989,0.97693545,0.97133285,0.9619066,0.95413744,0.9328786,0.88569146,0.81486124,0.48744524,0.9233236,0.87369305,0.13338162,0.14203015,0.076687016,0.08635167,0.023948088,0.05278889,-0.016098343,0.0148137845,-0.07498388,-0.03762591,-0.10988622,-0.06686208,-0.18644048,-0.14840606,-0.27455,-0.25299418,-0.24516648
111,K3s,-0.9583533,-0.95023966,-0.95571756,-0.95603174,-0.89105517,-0.9118027,-0.9308586,-0.9416992,-0.94217545,-0.73271555,-0.75849676,-0.8328136,-0.8597349,-0.89558125,-0.89533,-0.91410196,-0.5427882,-0.5731833,-0.6374586,-0.64554644,-0.773447,-0.7942339,-0.8402027,-0.8486231,-0.86153656,-0.32454082,-0.36623925,-0.43749893,-0.46950993,-0.5511836,-0.5690517,-0.6730371,-0.69893706,-0.7596481,-0.7682178,-0.720723,-0.1470608,-0.18765143,-0.2233246,-0.27285838,-0.3470504,-0.34878647,-0.41712445,-0.4375397,-0.5455915,-0.56158584,-0.6372853,-0.6523981,-0.5881568,-0.013013488,-0.042422406,-0.07658245,-0.10984735,-0.15829386,-0.193374,-0.23359856,-0.25977594,-0.30051178,-0.31408802,-0.39938653,-0.41889197,-0.4809632,-0.49944595,-0.46573332,0.92411155,0.9075959,0.917827,0.8996298,0.92161244,0.9068031,0.9247329,0.90079314,0.92471623,0.91250914,0.92333084,0.89849967,0.91584635,0.89209735,0.89247155,0.8546968,0.4051421,0.80829203,0.7627735,0.6340773,0.5879756,0.69510174,0.64493656,0.85792094,0.8136017,0.2168514,0.2188832,0.17006649,0.18227012,0.13899346,0.15119508,0.09361963,0.12487208,0.064658605,0.08420847,0.0228276,0.054721694,0.001861468,0.021743089,-0.06781211,-0.02450575,-0.12923974,-0.106509134,-0.06149853,0.99914634,0.99945813,0.9998694,1.0000001,0.9992524,0.9987338,0.9971414,0.995821,0.99200356,0.9901044,0.98448384,0.9779808,0.9744682,0.96481913,0.9542931,0.93698627,0.8846852,0.8289918,0.4627838,0.74136066,0.6904169,0.9280132,0.90444,0.9691537,0.9674997,0.9742422,0.97241884,0.9794878,0.9789399,0.98294765,0.9816078,0.9836203,0.9818796,0.981868,0.97919226,0.9737251,0.9649673,0.95713735,0.936869,0.8904107,0.8212141,0.49431366,0.9272329,0.87906647,0.13275386,0.141589,0.07635434,0.086207345,0.02392919,0.052950658,-0.01584049,0.015323497,-0.07426575,-0.03668607,-0.10871774,-0.0652546,-0.18456838,-0.14572752,-0.27218306,-0.24977979,-0.23959117
112,K4o,-0.9548647,-0.9530543,-0.9571032,-0.95563185,-0.90156996,-0.9199253,-0.93720716,-0.94661385,-0.94526523,-0.75331366,-0.777746,-0.8475639,-0.87242997,-0.90571845,-0.90590495,-0.9210384,-0.5700807,-0.59957504,-0.66165364,-0.6694288,-0.791553,-0.81117654,-0.85432535,-0.8625625,-0.87294346,-0.35655093,-0.397554,-0.46731696,-0.4986394,-0.57803464,-0.5953746,-0.69547814,-0.7202488,-0.77807987,-0.78651905,-0.74033445,-0.18139356,-0.22160712,-0.25679797,-0.30572253,-0.37861362,-0.38037914,-0.44716746,-0.46716917,-0.5720022,-0.58740485,-0.66052747,-0.6754151,-0.61201835,-0.048222277,-0.07750288,-0.11139622,-0.14451751,-0.19239694,-0.22714739,-0.26673746,-0.29267773,-0.332459,-0.3458747,-0.42909324,-0.44803065,-0.5084423,-0.5267303,-0.49198315,0.93704,0.9215296,0.93134266,0.9141642,0.93485403,0.9208254,0.9377449,0.91518813,0.93771726,0.9261633,0.9364641,0.9130956,0.9295555,0.9071187,0.9078176,0.8717568,0.43447495,0.827743,0.78354955,0.6602783,0.61506945,0.71957684,0.670515,0.87507,0.83239967,0.1818606,0.18384857,0.13493188,0.14711422,0.10385511,0.115989596,0.058559366,0.089788295,0.029747557,0.049213905,-0.011739116,0.01998911,-0.03214958,-0.0123948045,-0.10087462,-0.057438765,-0.15445471,-0.13865219,-0.09364493,0.997404,0.99762577,0.99920344,0.9992524,1.0,0.9996782,0.9992217,0.99812174,0.9957811,0.99398524,0.9899804,0.9840665,0.9816192,0.97268504,0.9638673,0.94744825,0.89886904,0.84489256,0.49015534,0.7641945,0.71453285,0.939569,0.91664875,0.9599831,0.9580205,0.9661044,0.9639897,0.9727593,0.97210926,0.97776073,0.9763032,0.9801753,0.97849274,0.9806367,0.9778594,0.9744057,0.9662585,0.9612511,0.94138736,0.89868635,0.83108276,0.5186177,0.93376225,0.88742346,0.09738894,0.10618925,0.04102005,0.05076615,-0.011277273,0.017635334,-0.050771564,-0.01978638,-0.10874876,-0.07141445,-0.14255711,-0.09939516,-0.2170488,-0.17838643,-0.30325294,-0.28107956,-0.26767278
113,K4s,-0.95636547,-0.9559907,-0.9597332,-0.95716655,-0.9059853,-0.92388767,-0.94019693,-0.94920933,-0.9465775,-0.7600354,-0.7844319,-0.8521869,-0.87620413,-0.9088271,-0.90859103,-0.922273,-0.5783077,-0.6078707,-0.66844416,-0.6760778,-0.79627156,-0.8150682,-0.85771835,-0.8654301,-0.87402725,-0.36571157,-0.40674248,-0.47535384,-0.50668335,-0.58448166,-0.6016493,-0.70041806,-0.724541,-0.7815606,-0.7892326,-0.7415182,-0.19069919,-0.23105834,-0.26539356,-0.31455028,-0.38611338,-0.38778526,-0.45360544,-0.47372591,-0.5769823,-0.5916877,-0.6642288,-0.6782334,-0.6124693,-0.057531614,-0.08699176,-0.12016157,-0.1533246,-0.20039319,-0.23540902,-0.27397892,-0.29990673,-0.33868754,-0.35187864,-0.4339749,-0.4518981,-0.5119458,-0.5293719,-0.49150172,0.9409297,0.92663926,0.93553746,0.9196694,0.93890756,0.92620903,0.9418005,0.92094606,0.9418667,0.93137646,0.9407582,0.9189906,0.9342797,0.9132869,0.9135419,0.8793755,0.44945377,0.8365312,0.793934,0.6712495,0.62700176,0.72962224,0.68187857,0.88233954,0.8414709,0.17304075,0.17510772,0.1264485,0.13882619,0.09583661,0.10817179,0.05084815,0.0824585,0.022741128,0.042429492,-0.018141035,0.014186338,-0.037505265,-0.017105278,-0.105173856,-0.060101517,-0.14766616,-0.14145158,-0.09488554,0.9960188,0.9965958,0.9983186,0.9987338,0.9996782,1.0000002,0.9994394,0.9991014,0.9969779,0.99584115,0.99190074,0.98712313,0.9843476,0.97666204,0.96793437,0.9531541,0.90665716,0.8552009,0.5055011,0.7736293,0.72542137,0.94537103,0.924224,0.95780003,0.95595485,0.9645085,0.962589,0.9718736,0.9715053,0.977626,0.97659343,0.98110694,0.97996116,0.9825687,0.9803605,0.97751516,0.97056586,0.96612096,0.94799906,0.90729713,0.84281844,0.53542227,0.94062716,0.8971982,0.088463746,0.0974247,0.032532796,0.04245173,-0.019257,0.009800196,-0.058306597,-0.02707003,-0.11547447,-0.07795581,-0.14839701,-0.10466422,-0.22163866,-0.18170714,-0.3067317,-0.28324467,-0.26472142
114,K5o,-0.9507235,-0.95481503,-0.9573355,-0.95380586,-0.91035146,-0.92633575,-0.9416555,-0.9495234,-0.9459576,-0.7719481,-0.79505426,-0.8596771,-0.88226736,-0.91308755,-0.91331214,-0.9246258,-0.5951356,-0.6237251,-0.6830232,-0.69028425,-0.80631894,-0.82445216,-0.8649417,-0.8727037,-0.8799584,-0.38638234,-0.4266091,-0.49422032,-0.52473587,-0.6013466,-0.6179853,-0.7138495,-0.7371843,-0.7921433,-0.80009025,-0.7541984,-0.21349898,-0.25329423,-0.28741622,-0.33579463,-0.40665784,-0.40831155,-0.4731334,-0.49269253,-0.59360176,-0.60805666,-0.6785591,-0.69284767,-0.62901616,-0.08126912,-0.11038506,-0.1434858,-0.17636296,-0.2232004,-0.2576114,-0.29592738,-0.32153603,-0.35982493,-0.37287214,-0.45337504,-0.47122672,-0.5298445,-0.5475524,-0.51068133,0.9486815,0.93469256,0.9435903,0.92798537,0.94667304,0.9340392,0.94946706,0.9289254,0.9494144,0.93896693,0.9483258,0.9270329,0.94214374,0.9215752,0.9223749,0.88872945,0.46527866,0.84738237,0.8051593,0.6864326,0.64248025,0.7438655,0.69646376,0.89199203,0.8516442,0.1488806,0.15100195,0.102280855,0.11467776,0.07161832,0.08389276,0.026877854,0.05832521,-0.0012245439,0.018375296,-0.04179113,-0.009921879,-0.060974818,-0.041011844,-0.12786193,-0.083644904,-0.17006825,-0.16395679,-0.11833954,0.99383557,0.99423885,0.9968991,0.9971414,0.9992217,0.9994394,1.0000001,0.9995326,0.998545,0.99724895,0.9946552,0.9898854,0.98819906,0.98056835,0.9733285,0.9584837,0.91427165,0.8629776,0.5197419,0.78708833,0.73929465,0.95163244,0.9301694,0.95036674,0.9483187,0.95780295,0.9556638,0.96610713,0.96561867,0.9730024,0.9717506,0.97759265,0.97631836,0.98062044,0.97812605,0.97682005,0.9699016,0.9675603,0.94902784,0.91083276,0.8461588,0.54700255,0.943341,0.89998287,0.06416803,0.07319924,0.008367866,0.01823248,-0.04333945,-0.014330693,-0.08205764,-0.050988857,-0.13896048,-0.10164827,-0.17154762,-0.12830687,-0.24368075,-0.20451747,-0.32783931,-0.30522108,-0.28709793
115,K5s,-0.9519223,-0.95741963,-0.95964754,-0.9549545,-0.91455245,-0.93008006,-0.9442646,-0.95173126,-0.9467471,-0.77886456,-0.80196184,-0.8641007,-0.8856994,-0.91580325,-0.9155193,-0.9252507,-0.6038617,-0.63260436,-0.6900222,-0.6971331,-0.81087697,-0.82803625,-0.867971,-0.87509924,-0.8802961,-0.39630106,-0.43662107,-0.50275683,-0.53330094,-0.60795766,-0.6243607,-0.7186591,-0.74124396,-0.79524016,-0.8022274,-0.7544836,-0.22371058,-0.26371995,-0.2967178,-0.345423,-0.4146213,-0.41619486,-0.4797961,-0.49948525,-0.5985129,-0.6121319,-0.68192,-0.6951032,-0.6283854,-0.09160438,-0.12096703,-0.15310511,-0.18606845,-0.2318711,-0.26664323,-0.30365625,-0.3292799,-0.36634198,-0.37907934,-0.4581975,-0.47482133,-0.5329797,-0.54961824,-0.5088572,0.9522408,0.9397417,0.94754434,0.93352985,0.95045817,0.9394709,0.9532976,0.9348278,0.9533761,0.9442314,0.9524979,0.93315554,0.9468463,0.9280321,0.92827016,0.89693606,0.48256612,0.85702026,0.8167831,0.69868684,0.65593284,0.75492865,0.70916474,0.89979017,0.8616607,0.1389728,0.14115654,0.092833474,0.10543405,0.0627379,0.0752293,0.018412113,0.05028525,-0.008823354,0.011012327,-0.048615083,-0.016022734,-0.066512056,-0.045737494,-0.13203418,-0.08582446,-0.16046634,-0.16622522,-0.118670925,0.9914851,0.9923162,0.9951426,0.995821,0.99812174,0.9991014,0.9995326,1.0000001,0.99923456,0.9987419,0.99621695,0.99284923,0.99072134,0.9846219,0.97743577,0.9646074,0.92292887,0.8747385,0.53760797,0.79744786,0.75146073,0.95787585,0.9386143,0.9471418,0.9452238,0.9552811,0.95338804,0.96440554,0.96426094,0.9721836,0.9714613,0.97803515,0.9774208,0.9822599,0.9804686,0.9798709,0.9744182,0.9726779,0.9563254,0.9205752,0.85980785,0.56660503,0.9509457,0.91116756,0.054214053,0.06341274,-0.0009852797,0.0090391785,-0.052063078,-0.022938045,-0.09021549,-0.058871903,-0.14612965,-0.10861504,-0.17760026,-0.13363503,-0.24816087,-0.20745246,-0.330912,-0.30668557,-0.28213057
116,K6o,-0.9456344,-0.95747507,-0.95824444,-0.9517282,-0.9225608,-0.9356078,-0.9478603,-0.95383257,-0.94701284,-0.7974888,-0.81913084,-0.87646115,-0.8959211,-0.9232254,-0.9233473,-0.9293727,-0.62973285,-0.6574621,-0.71249455,-0.7192599,-0.82671064,-0.84264386,-0.8794995,-0.88642013,-0.88900495,-0.4275754,-0.4670312,-0.53143525,-0.5611726,-0.63327616,-0.64911634,-0.7390884,-0.7604528,-0.81129783,-0.81810385,-0.77182734,-0.25782776,-0.29732013,-0.32971296,-0.37763065,-0.4452434,-0.4468263,-0.5086591,-0.5278935,-0.62324685,-0.63623005,-0.7030928,-0.7159849,-0.6503162,-0.12698793,-0.15612796,-0.18789002,-0.22057247,-0.26562047,-0.2999364,-0.3361445,-0.36143076,-0.39739615,-0.4099535,-0.48663163,-0.5026168,-0.5588118,-0.57515216,-0.5335241,0.96268016,0.95127577,0.95854163,0.94562995,0.96109796,0.9509541,0.9636644,0.94667464,0.9637021,0.9552641,0.9629131,0.9451379,0.95785177,0.94045174,0.9410168,0.9115399,0.5108487,0.8741457,0.83535594,0.7230703,0.68136203,0.7774305,0.73292106,0.91444516,0.878103,0.1030945,0.10523233,0.056964785,0.069496304,0.027004324,0.03938546,-0.017076846,0.014667146,-0.044006743,-0.0243278,-0.08329079,-0.05097231,-0.1005674,-0.08000309,-0.1649066,-0.118654504,-0.18518281,-0.19797911,-0.15054576,0.9866425,0.9873944,0.99138457,0.99200356,0.9957811,0.9969779,0.998545,0.99923456,1.0000001,0.9996317,0.99873495,0.99598473,0.99494946,0.9896247,0.98420334,0.972334,0.9345753,0.8883015,0.5637632,0.81819516,0.7736631,0.96670014,0.9481641,0.93505836,0.9328644,0.9442196,0.9420512,0.9547696,0.95453465,0.96409136,0.9632669,0.9717297,0.97119856,0.9781905,0.9763232,0.9777973,0.97301877,0.97414094,0.95828223,0.92644584,0.8675391,0.58973867,0.95492053,0.9171623,0.01822475,0.027353965,-0.036770653,-0.026870944,-0.08749725,-0.058565058,-0.1252184,-0.09416053,-0.18042612,-0.14328623,-0.21114944,-0.16767211,-0.2800405,-0.23962161,-0.3610326,-0.33706525,-0.3094098
