,flop,suitedness,pairness,connectedness,high_low_texture,high_card,straightness
10099,"('4h', '6d', '8d')",1.0,0.0,0.0,0.0,6.0,1.0
10100,"('4h', '6d', '9s')",0.0,0.0,0.0,0.0,7.0,0.0
10101,"('4h', '6d', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
10102,"('4h', '6d', '9c')",0.0,0.0,0.0,0.0,7.0,0.0
10103,"('4h', '6d', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
10104,"('4h', '6d', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
10105,"('4h', '6d', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
10106,"('4h', '6d', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
10107,"('4h', '6d', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
10108,"('4h', '6d', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
10109,"('4h', '6d', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
10110,"('4h', '6d', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
10111,"('4h', '6d', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
10112,"('4h', '6d', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
10113,"('4h', '6d', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
10114,"('4h', '6d', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
10115,"('4h', '6d', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
10116,"('4h', '6d', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
10117,"('4h', '6d', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
10118,"('4h', '6d', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
10119,"('4h', '6d', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
10120,"('4h', '6d', 'As')",0.0,0.0,0.0,0.0,12.0,0.0
10121,"('4h', '6d', 'Ah')",1.0,0.0,0.0,0.0,12.0,0.0
10122,"('4h', '6d', 'Ac')",0.0,0.0,0.0,0.0,12.0,0.0
10123,"('4h', '6d', 'Ad')",1.0,0.0,0.0,0.0,12.0,0.0
10124,"('4h', '7s', '7h')",1.0,2.0,0.0,0.0,5.0,0.0
10125,"('4h', '7s', '7c')",0.0,2.0,0.0,0.0,5.0,0.0
10126,"('4h', '7s', '7d')",0.0,2.0,0.0,0.0,5.0,0.0
10127,"('4h', '7s', '8s')",1.0,0.0,1.0,0.0,6.0,1.0
10128,"('4h', '7s', '8h')",1.0,0.0,1.0,0.0,6.0,1.0
10129,"('4h', '7s', '8c')",0.0,0.0,1.0,0.0,6.0,1.0
10130,"('4h', '7s', '8d')",0.0,0.0,1.0,0.0,6.0,1.0
10131,"('4h', '7s', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
10132,"('4h', '7s', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
10133,"('4h', '7s', '9c')",0.0,0.0,0.0,0.0,7.0,0.0
10134,"('4h', '7s', '9d')",0.0,0.0,0.0,0.0,7.0,0.0
10135,"('4h', '7s', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
10136,"('4h', '7s', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
10137,"('4h', '7s', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
10138,"('4h', '7s', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
10139,"('4h', '7s', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
10140,"('4h', '7s', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
10141,"('4h', '7s', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
10142,"('4h', '7s', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
10143,"('4h', '7s', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
10144,"('4h', '7s', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
10145,"('4h', '7s', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
10146,"('4h', '7s', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
10147,"('4h', '7s', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
10148,"('4h', '7s', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
10149,"('4h', '7s', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
10150,"('4h', '7s', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
10151,"('4h', '7s', 'As')",1.0,0.0,0.0,0.0,12.0,0.0
10152,"('4h', '7s', 'Ah')",1.0,0.0,0.0,0.0,12.0,0.0
10153,"('4h', '7s', 'Ac')",0.0,0.0,0.0,0.0,12.0,0.0
10154,"('4h', '7s', 'Ad')",0.0,0.0,0.0,0.0,12.0,0.0
10155,"('4h', '7h', '7c')",1.0,2.0,0.0,0.0,5.0,0.0
10156,"('4h', '7h', '7d')",1.0,2.0,0.0,0.0,5.0,0.0
10157,"('4h', '7h', '8s')",1.0,0.0,1.0,0.0,6.0,1.0
10158,"('4h', '7h', '8h')",2.0,0.0,1.0,0.0,6.0,1.0
10159,"('4h', '7h', '8c')",1.0,0.0,1.0,0.0,6.0,1.0
10160,"('4h', '7h', '8d')",1.0,0.0,1.0,0.0,6.0,1.0
10161,"('4h', '7h', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
10162,"('4h', '7h', '9h')",2.0,0.0,0.0,0.0,7.0,0.0
10163,"('4h', '7h', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
10164,"('4h', '7h', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
10165,"('4h', '7h', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
10166,"('4h', '7h', 'Th')",2.0,0.0,0.0,0.0,8.0,0.0
10167,"('4h', '7h', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
10168,"('4h', '7h', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
10169,"('4h', '7h', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
10170,"('4h', '7h', 'Jh')",2.0,0.0,0.0,0.0,9.0,0.0
10171,"('4h', '7h', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
10172,"('4h', '7h', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
10173,"('4h', '7h', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
10174,"('4h', '7h', 'Qh')",2.0,0.0,0.0,0.0,10.0,0.0
10175,"('4h', '7h', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
10176,"('4h', '7h', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
10177,"('4h', '7h', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
10178,"('4h', '7h', 'Kh')",2.0,0.0,0.0,0.0,11.0,0.0
10179,"('4h', '7h', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
10180,"('4h', '7h', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
10181,"('4h', '7h', 'As')",1.0,0.0,0.0,0.0,12.0,0.0
10182,"('4h', '7h', 'Ah')",2.0,0.0,0.0,0.0,12.0,0.0
10183,"('4h', '7h', 'Ac')",1.0,0.0,0.0,0.0,12.0,0.0
10184,"('4h', '7h', 'Ad')",1.0,0.0,0.0,0.0,12.0,0.0
10185,"('4h', '7c', '7d')",0.0,2.0,0.0,0.0,5.0,0.0
10186,"('4h', '7c', '8s')",0.0,0.0,1.0,0.0,6.0,1.0
10187,"('4h', '7c', '8h')",1.0,0.0,1.0,0.0,6.0,1.0
10188,"('4h', '7c', '8c')",1.0,0.0,1.0,0.0,6.0,1.0
10189,"('4h', '7c', '8d')",0.0,0.0,1.0,0.0,6.0,1.0
10190,"('4h', '7c', '9s')",0.0,0.0,0.0,0.0,7.0,0.0
10191,"('4h', '7c', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
10192,"('4h', '7c', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
10193,"('4h', '7c', '9d')",0.0,0.0,0.0,0.0,7.0,0.0
10194,"('4h', '7c', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
10195,"('4h', '7c', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
10196,"('4h', '7c', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
10197,"('4h', '7c', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
10198,"('4h', '7c', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
10199,"('4h', '7c', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
10200,"('4h', '7c', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
10201,"('4h', '7c', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
10202,"('4h', '7c', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
10203,"('4h', '7c', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
10204,"('4h', '7c', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
10205,"('4h', '7c', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
10206,"('4h', '7c', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
10207,"('4h', '7c', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
10208,"('4h', '7c', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
10209,"('4h', '7c', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
10210,"('4h', '7c', 'As')",0.0,0.0,0.0,0.0,12.0,0.0
10211,"('4h', '7c', 'Ah')",1.0,0.0,0.0,0.0,12.0,0.0
10212,"('4h', '7c', 'Ac')",1.0,0.0,0.0,0.0,12.0,0.0
10213,"('4h', '7c', 'Ad')",0.0,0.0,0.0,0.0,12.0,0.0
10214,"('4h', '7d', '8s')",0.0,0.0,1.0,0.0,6.0,1.0
10215,"('4h', '7d', '8h')",1.0,0.0,1.0,0.0,6.0,1.0
10216,"('4h', '7d', '8c')",0.0,0.0,1.0,0.0,6.0,1.0
10217,"('4h', '7d', '8d')",1.0,0.0,1.0,0.0,6.0,1.0
10218,"('4h', '7d', '9s')",0.0,0.0,0.0,0.0,7.0,0.0
10219,"('4h', '7d', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
10220,"('4h', '7d', '9c')",0.0,0.0,0.0,0.0,7.0,0.0
10221,"('4h', '7d', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
10222,"('4h', '7d', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
10223,"('4h', '7d', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
10224,"('4h', '7d', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
10225,"('4h', '7d', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
10226,"('4h', '7d', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
10227,"('4h', '7d', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
10228,"('4h', '7d', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
10229,"('4h', '7d', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
10230,"('4h', '7d', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
10231,"('4h', '7d', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
10232,"('4h', '7d', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
10233,"('4h', '7d', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
10234,"('4h', '7d', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
10235,"('4h', '7d', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
10236,"('4h', '7d', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
10237,"('4h', '7d', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
10238,"('4h', '7d', 'As')",0.0,0.0,0.0,0.0,12.0,0.0
10239,"('4h', '7d', 'Ah')",1.0,0.0,0.0,0.0,12.0,0.0
10240,"('4h', '7d', 'Ac')",0.0,0.0,0.0,0.0,12.0,0.0
10241,"('4h', '7d', 'Ad')",1.0,0.0,0.0,0.0,12.0,0.0
10242,"('4h', '8s', '8h')",1.0,2.0,0.0,0.0,6.0,0.0
10243,"('4h', '8s', '8c')",0.0,2.0,0.0,0.0,6.0,0.0
10244,"('4h', '8s', '8d')",0.0,2.0,0.0,0.0,6.0,0.0
10245,"('4h', '8s', '9s')",1.0,0.0,1.0,0.0,7.0,0.0
10246,"('4h', '8s', '9h')",1.0,0.0,1.0,0.0,7.0,0.0
10247,"('4h', '8s', '9c')",0.0,0.0,1.0,0.0,7.0,0.0
10248,"('4h', '8s', '9d')",0.0,0.0,1.0,0.0,7.0,0.0
10249,"('4h', '8s', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
10250,"('4h', '8s', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
10251,"('4h', '8s', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
10252,"('4h', '8s', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
10253,"('4h', '8s', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
10254,"('4h', '8s', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
10255,"('4h', '8s', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
10256,"('4h', '8s', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
10257,"('4h', '8s', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
10258,"('4h', '8s', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
10259,"('4h', '8s', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
10260,"('4h', '8s', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
10261,"('4h', '8s', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
10262,"('4h', '8s', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
10263,"('4h', '8s', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
10264,"('4h', '8s', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
10265,"('4h', '8s', 'As')",1.0,0.0,0.0,0.0,12.0,0.0
10266,"('4h', '8s', 'Ah')",1.0,0.0,0.0,0.0,12.0,0.0
10267,"('4h', '8s', 'Ac')",0.0,0.0,0.0,0.0,12.0,0.0
10268,"('4h', '8s', 'Ad')",0.0,0.0,0.0,0.0,12.0,0.0
10269,"('4h', '8h', '8c')",1.0,2.0,0.0,0.0,6.0,0.0
10270,"('4h', '8h', '8d')",1.0,2.0,0.0,0.0,6.0,0.0
10271,"('4h', '8h', '9s')",1.0,0.0,1.0,0.0,7.0,0.0
10272,"('4h', '8h', '9h')",2.0,0.0,1.0,0.0,7.0,0.0
10273,"('4h', '8h', '9c')",1.0,0.0,1.0,0.0,7.0,0.0
10274,"('4h', '8h', '9d')",1.0,0.0,1.0,0.0,7.0,0.0
10275,"('4h', '8h', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
10276,"('4h', '8h', 'Th')",2.0,0.0,0.0,0.0,8.0,0.0
10277,"('4h', '8h', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
10278,"('4h', '8h', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
10279,"('4h', '8h', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
10280,"('4h', '8h', 'Jh')",2.0,0.0,0.0,0.0,9.0,0.0
10281,"('4h', '8h', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
10282,"('4h', '8h', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
10283,"('4h', '8h', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
10284,"('4h', '8h', 'Qh')",2.0,0.0,0.0,0.0,10.0,0.0
10285,"('4h', '8h', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
10286,"('4h', '8h', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
10287,"('4h', '8h', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
10288,"('4h', '8h', 'Kh')",2.0,0.0,0.0,0.0,11.0,0.0
10289,"('4h', '8h', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
10290,"('4h', '8h', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
10291,"('4h', '8h', 'As')",1.0,0.0,0.0,0.0,12.0,0.0
10292,"('4h', '8h', 'Ah')",2.0,0.0,0.0,0.0,12.0,0.0
10293,"('4h', '8h', 'Ac')",1.0,0.0,0.0,0.0,12.0,0.0
10294,"('4h', '8h', 'Ad')",1.0,0.0,0.0,0.0,12.0,0.0
10295,"('4h', '8c', '8d')",0.0,2.0,0.0,0.0,6.0,0.0
10296,"('4h', '8c', '9s')",0.0,0.0,1.0,0.0,7.0,0.0
10297,"('4h', '8c', '9h')",1.0,0.0,1.0,0.0,7.0,0.0
10298,"('4h', '8c', '9c')",1.0,0.0,1.0,0.0,7.0,0.0
10299,"('4h', '8c', '9d')",0.0,0.0,1.0,0.0,7.0,0.0
10300,"('4h', '8c', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
10301,"('4h', '8c', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
10302,"('4h', '8c', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
10303,"('4h', '8c', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
10304,"('4h', '8c', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
10305,"('4h', '8c', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
10306,"('4h', '8c', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
10307,"('4h', '8c', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
10308,"('4h', '8c', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
10309,"('4h', '8c', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
10310,"('4h', '8c', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
10311,"('4h', '8c', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
10312,"('4h', '8c', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
10313,"('4h', '8c', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
10314,"('4h', '8c', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
10315,"('4h', '8c', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
10316,"('4h', '8c', 'As')",0.0,0.0,0.0,0.0,12.0,0.0
10317,"('4h', '8c', 'Ah')",1.0,0.0,0.0,0.0,12.0,0.0
10318,"('4h', '8c', 'Ac')",1.0,0.0,0.0,0.0,12.0,0.0
10319,"('4h', '8c', 'Ad')",0.0,0.0,0.0,0.0,12.0,0.0
10320,"('4h', '8d', '9s')",0.0,0.0,1.0,0.0,7.0,0.0
10321,"('4h', '8d', '9h')",1.0,0.0,1.0,0.0,7.0,0.0
10322,"('4h', '8d', '9c')",0.0,0.0,1.0,0.0,7.0,0.0
10323,"('4h', '8d', '9d')",1.0,0.0,1.0,0.0,7.0,0.0
10324,"('4h', '8d', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
10325,"('4h', '8d', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
10326,"('4h', '8d', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
10327,"('4h', '8d', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
10328,"('4h', '8d', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
10329,"('4h', '8d', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
10330,"('4h', '8d', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
10331,"('4h', '8d', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
10332,"('4h', '8d', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
10333,"('4h', '8d', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
10334,"('4h', '8d', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
10335,"('4h', '8d', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
10336,"('4h', '8d', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
10337,"('4h', '8d', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
10338,"('4h', '8d', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
10339,"('4h', '8d', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
10340,"('4h', '8d', 'As')",0.0,0.0,0.0,0.0,12.0,0.0
10341,"('4h', '8d', 'Ah')",1.0,0.0,0.0,0.0,12.0,0.0
10342,"('4h', '8d', 'Ac')",0.0,0.0,0.0,0.0,12.0,0.0
10343,"('4h', '8d', 'Ad')",1.0,0.0,0.0,0.0,12.0,0.0
10344,"('4h', '9s', '9h')",1.0,2.0,0.0,1.0,7.0,0.0
10345,"('4h', '9s', '9c')",0.0,2.0,0.0,1.0,7.0,0.0
10346,"('4h', '9s', '9d')",0.0,2.0,0.0,1.0,7.0,0.0
10347,"('4h', '9s', 'Ts')",1.0,0.0,1.0,1.0,8.0,0.0
10348,"('4h', '9s', 'Th')",1.0,0.0,1.0,1.0,8.0,0.0
10349,"('4h', '9s', 'Tc')",0.0,0.0,1.0,1.0,8.0,0.0
10350,"('4h', '9s', 'Td')",0.0,0.0,1.0,1.0,8.0,0.0
10351,"('4h', '9s', 'Js')",1.0,0.0,0.0,1.0,9.0,0.0
10352,"('4h', '9s', 'Jh')",1.0,0.0,0.0,1.0,9.0,0.0
10353,"('4h', '9s', 'Jc')",0.0,0.0,0.0,1.0,9.0,0.0
10354,"('4h', '9s', 'Jd')",0.0,0.0,0.0,1.0,9.0,0.0
10355,"('4h', '9s', 'Qs')",1.0,0.0,0.0,1.0,10.0,0.0
10356,"('4h', '9s', 'Qh')",1.0,0.0,0.0,1.0,10.0,0.0
10357,"('4h', '9s', 'Qc')",0.0,0.0,0.0,1.0,10.0,0.0
10358,"('4h', '9s', 'Qd')",0.0,0.0,0.0,1.0,10.0,0.0
10359,"('4h', '9s', 'Ks')",1.0,0.0,0.0,1.0,11.0,0.0
10360,"('4h', '9s', 'Kh')",1.0,0.0,0.0,1.0,11.0,0.0
10361,"('4h', '9s', 'Kc')",0.0,0.0,0.0,1.0,11.0,0.0
10362,"('4h', '9s', 'Kd')",0.0,0.0,0.0,1.0,11.0,0.0
10363,"('4h', '9s', 'As')",1.0,0.0,0.0,1.0,12.0,0.0
10364,"('4h', '9s', 'Ah')",1.0,0.0,0.0,1.0,12.0,0.0
10365,"('4h', '9s', 'Ac')",0.0,0.0,0.0,1.0,12.0,0.0
10366,"('4h', '9s', 'Ad')",0.0,0.0,0.0,1.0,12.0,0.0
10367,"('4h', '9h', '9c')",1.0,2.0,0.0,1.0,7.0,0.0
10368,"('4h', '9h', '9d')",1.0,2.0,0.0,1.0,7.0,0.0
10369,"('4h', '9h', 'Ts')",1.0,0.0,1.0,1.0,8.0,0.0
10370,"('4h', '9h', 'Th')",2.0,0.0,1.0,1.0,8.0,0.0
10371,"('4h', '9h', 'Tc')",1.0,0.0,1.0,1.0,8.0,0.0
10372,"('4h', '9h', 'Td')",1.0,0.0,1.0,1.0,8.0,0.0
10373,"('4h', '9h', 'Js')",1.0,0.0,0.0,1.0,9.0,0.0
10374,"('4h', '9h', 'Jh')",2.0,0.0,0.0,1.0,9.0,0.0
10375,"('4h', '9h', 'Jc')",1.0,0.0,0.0,1.0,9.0,0.0
10376,"('4h', '9h', 'Jd')",1.0,0.0,0.0,1.0,9.0,0.0
10377,"('4h', '9h', 'Qs')",1.0,0.0,0.0,1.0,10.0,0.0
10378,"('4h', '9h', 'Qh')",2.0,0.0,0.0,1.0,10.0,0.0
10379,"('4h', '9h', 'Qc')",1.0,0.0,0.0,1.0,10.0,0.0
10380,"('4h', '9h', 'Qd')",1.0,0.0,0.0,1.0,10.0,0.0
10381,"('4h', '9h', 'Ks')",1.0,0.0,0.0,1.0,11.0,0.0
10382,"('4h', '9h', 'Kh')",2.0,0.0,0.0,1.0,11.0,0.0
10383,"('4h', '9h', 'Kc')",1.0,0.0,0.0,1.0,11.0,0.0
10384,"('4h', '9h', 'Kd')",1.0,0.0,0.0,1.0,11.0,0.0
10385,"('4h', '9h', 'As')",1.0,0.0,0.0,1.0,12.0,0.0
10386,"('4h', '9h', 'Ah')",2.0,0.0,0.0,1.0,12.0,0.0
10387,"('4h', '9h', 'Ac')",1.0,0.0,0.0,1.0,12.0,0.0
10388,"('4h', '9h', 'Ad')",1.0,0.0,0.0,1.0,12.0,0.0
10389,"('4h', '9c', '9d')",0.0,2.0,0.0,1.0,7.0,0.0
10390,"('4h', '9c', 'Ts')",0.0,0.0,1.0,1.0,8.0,0.0
10391,"('4h', '9c', 'Th')",1.0,0.0,1.0,1.0,8.0,0.0
10392,"('4h', '9c', 'Tc')",1.0,0.0,1.0,1.0,8.0,0.0
10393,"('4h', '9c', 'Td')",0.0,0.0,1.0,1.0,8.0,0.0
10394,"('4h', '9c', 'Js')",0.0,0.0,0.0,1.0,9.0,0.0
10395,"('4h', '9c', 'Jh')",1.0,0.0,0.0,1.0,9.0,0.0
10396,"('4h', '9c', 'Jc')",1.0,0.0,0.0,1.0,9.0,0.0
10397,"('4h', '9c', 'Jd')",0.0,0.0,0.0,1.0,9.0,0.0
10398,"('4h', '9c', 'Qs')",0.0,0.0,0.0,1.0,10.0,0.0
10399,"('4h', '9c', 'Qh')",1.0,0.0,0.0,1.0,10.0,0.0
10400,"('4h', '9c', 'Qc')",1.0,0.0,0.0,1.0,10.0,0.0
10401,"('4h', '9c', 'Qd')",0.0,0.0,0.0,1.0,10.0,0.0
10402,"('4h', '9c', 'Ks')",0.0,0.0,0.0,1.0,11.0,0.0
10403,"('4h', '9c', 'Kh')",1.0,0.0,0.0,1.0,11.0,0.0
10404,"('4h', '9c', 'Kc')",1.0,0.0,0.0,1.0,11.0,0.0
10405,"('4h', '9c', 'Kd')",0.0,0.0,0.0,1.0,11.0,0.0
10406,"('4h', '9c', 'As')",0.0,0.0,0.0,1.0,12.0,0.0
10407,"('4h', '9c', 'Ah')",1.0,0.0,0.0,1.0,12.0,0.0
10408,"('4h', '9c', 'Ac')",1.0,0.0,0.0,1.0,12.0,0.0
10409,"('4h', '9c', 'Ad')",0.0,0.0,0.0,1.0,12.0,0.0
10410,"('4h', '9d', 'Ts')",0.0,0.0,1.0,1.0,8.0,0.0
10411,"('4h', '9d', 'Th')",1.0,0.0,1.0,1.0,8.0,0.0
10412,"('4h', '9d', 'Tc')",0.0,0.0,1.0,1.0,8.0,0.0
10413,"('4h', '9d', 'Td')",1.0,0.0,1.0,1.0,8.0,0.0
10414,"('4h', '9d', 'Js')",0.0,0.0,0.0,1.0,9.0,0.0
10415,"('4h', '9d', 'Jh')",1.0,0.0,0.0,1.0,9.0,0.0
10416,"('4h', '9d', 'Jc')",0.0,0.0,0.0,1.0,9.0,0.0
10417,"('4h', '9d', 'Jd')",1.0,0.0,0.0,1.0,9.0,0.0
10418,"('4h', '9d', 'Qs')",0.0,0.0,0.0,1.0,10.0,0.0
10419,"('4h', '9d', 'Qh')",1.0,0.0,0.0,1.0,10.0,0.0
10420,"('4h', '9d', 'Qc')",0.0,0.0,0.0,1.0,10.0,0.0
10421,"('4h', '9d', 'Qd')",1.0,0.0,0.0,1.0,10.0,0.0
10422,"('4h', '9d', 'Ks')",0.0,0.0,0.0,1.0,11.0,0.0
10423,"('4h', '9d', 'Kh')",1.0,0.0,0.0,1.0,11.0,0.0
10424,"('4h', '9d', 'Kc')",0.0,0.0,0.0,1.0,11.0,0.0
10425,"('4h', '9d', 'Kd')",1.0,0.0,0.0,1.0,11.0,0.0
10426,"('4h', '9d', 'As')",0.0,0.0,0.0,1.0,12.0,0.0
10427,"('4h', '9d', 'Ah')",1.0,0.0,0.0,1.0,12.0,0.0
