,flop,suitedness,pairness,connectedness,high_low_texture,high_card,straightness
3122,"('2c', '6c', '8c')",2.0,0.0,0.0,0.0,6.0,0.0
3123,"('2c', '6c', '8d')",1.0,0.0,0.0,0.0,6.0,0.0
3124,"('2c', '6c', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
3125,"('2c', '6c', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
3126,"('2c', '6c', '9c')",2.0,0.0,0.0,0.0,7.0,0.0
3127,"('2c', '6c', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
3128,"('2c', '6c', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
3129,"('2c', '6c', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
3130,"('2c', '6c', 'Tc')",2.0,0.0,0.0,0.0,8.0,0.0
3131,"('2c', '6c', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
3132,"('2c', '6c', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
3133,"('2c', '6c', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
3134,"('2c', '6c', 'Jc')",2.0,0.0,0.0,0.0,9.0,0.0
3135,"('2c', '6c', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
3136,"('2c', '6c', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
3137,"('2c', '6c', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
3138,"('2c', '6c', 'Qc')",2.0,0.0,0.0,0.0,10.0,0.0
3139,"('2c', '6c', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
3140,"('2c', '6c', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
3141,"('2c', '6c', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
3142,"('2c', '6c', 'Kc')",2.0,0.0,0.0,0.0,11.0,0.0
3143,"('2c', '6c', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
3144,"('2c', '6c', 'As')",1.0,0.0,1.0,0.0,12.0,0.0
3145,"('2c', '6c', 'Ah')",1.0,0.0,1.0,0.0,12.0,0.0
3146,"('2c', '6c', 'Ac')",2.0,0.0,1.0,0.0,12.0,0.0
3147,"('2c', '6c', 'Ad')",1.0,0.0,1.0,0.0,12.0,0.0
3148,"('2c', '6d', '7s')",0.0,0.0,1.0,0.0,5.0,0.0
3149,"('2c', '6d', '7h')",0.0,0.0,1.0,0.0,5.0,0.0
3150,"('2c', '6d', '7c')",1.0,0.0,1.0,0.0,5.0,0.0
3151,"('2c', '6d', '7d')",1.0,0.0,1.0,0.0,5.0,0.0
3152,"('2c', '6d', '8s')",0.0,0.0,0.0,0.0,6.0,0.0
3153,"('2c', '6d', '8h')",0.0,0.0,0.0,0.0,6.0,0.0
3154,"('2c', '6d', '8c')",1.0,0.0,0.0,0.0,6.0,0.0
3155,"('2c', '6d', '8d')",1.0,0.0,0.0,0.0,6.0,0.0
3156,"('2c', '6d', '9s')",0.0,0.0,0.0,0.0,7.0,0.0
3157,"('2c', '6d', '9h')",0.0,0.0,0.0,0.0,7.0,0.0
3158,"('2c', '6d', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
3159,"('2c', '6d', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
3160,"('2c', '6d', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
3161,"('2c', '6d', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
3162,"('2c', '6d', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
3163,"('2c', '6d', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
3164,"('2c', '6d', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
3165,"('2c', '6d', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
3166,"('2c', '6d', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
3167,"('2c', '6d', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
3168,"('2c', '6d', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
3169,"('2c', '6d', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
3170,"('2c', '6d', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
3171,"('2c', '6d', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
3172,"('2c', '6d', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
3173,"('2c', '6d', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
3174,"('2c', '6d', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
3175,"('2c', '6d', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
3176,"('2c', '6d', 'As')",0.0,0.0,1.0,0.0,12.0,0.0
3177,"('2c', '6d', 'Ah')",0.0,0.0,1.0,0.0,12.0,0.0
3178,"('2c', '6d', 'Ac')",1.0,0.0,1.0,0.0,12.0,0.0
3179,"('2c', '6d', 'Ad')",1.0,0.0,1.0,0.0,12.0,0.0
3180,"('2c', '7s', '7h')",0.0,2.0,0.0,0.0,5.0,0.0
3181,"('2c', '7s', '7c')",1.0,2.0,0.0,0.0,5.0,0.0
3182,"('2c', '7s', '7d')",0.0,2.0,0.0,0.0,5.0,0.0
3183,"('2c', '7s', '8s')",1.0,0.0,1.0,0.0,6.0,0.0
3184,"('2c', '7s', '8h')",0.0,0.0,1.0,0.0,6.0,0.0
3185,"('2c', '7s', '8c')",1.0,0.0,1.0,0.0,6.0,0.0
3186,"('2c', '7s', '8d')",0.0,0.0,1.0,0.0,6.0,0.0
3187,"('2c', '7s', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
3188,"('2c', '7s', '9h')",0.0,0.0,0.0,0.0,7.0,0.0
3189,"('2c', '7s', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
3190,"('2c', '7s', '9d')",0.0,0.0,0.0,0.0,7.0,0.0
3191,"('2c', '7s', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
3192,"('2c', '7s', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
3193,"('2c', '7s', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
3194,"('2c', '7s', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
3195,"('2c', '7s', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
3196,"('2c', '7s', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
3197,"('2c', '7s', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
3198,"('2c', '7s', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
3199,"('2c', '7s', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
3200,"('2c', '7s', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
3201,"('2c', '7s', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
3202,"('2c', '7s', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
3203,"('2c', '7s', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
3204,"('2c', '7s', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
3205,"('2c', '7s', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
3206,"('2c', '7s', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
3207,"('2c', '7s', 'As')",1.0,0.0,1.0,0.0,12.0,0.0
3208,"('2c', '7s', 'Ah')",0.0,0.0,1.0,0.0,12.0,0.0
3209,"('2c', '7s', 'Ac')",1.0,0.0,1.0,0.0,12.0,0.0
3210,"('2c', '7s', 'Ad')",0.0,0.0,1.0,0.0,12.0,0.0
3211,"('2c', '7h', '7c')",1.0,2.0,0.0,0.0,5.0,0.0
3212,"('2c', '7h', '7d')",0.0,2.0,0.0,0.0,5.0,0.0
3213,"('2c', '7h', '8s')",0.0,0.0,1.0,0.0,6.0,0.0
3214,"('2c', '7h', '8h')",1.0,0.0,1.0,0.0,6.0,0.0
3215,"('2c', '7h', '8c')",1.0,0.0,1.0,0.0,6.0,0.0
3216,"('2c', '7h', '8d')",0.0,0.0,1.0,0.0,6.0,0.0
3217,"('2c', '7h', '9s')",0.0,0.0,0.0,0.0,7.0,0.0
3218,"('2c', '7h', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
3219,"('2c', '7h', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
3220,"('2c', '7h', '9d')",0.0,0.0,0.0,0.0,7.0,0.0
3221,"('2c', '7h', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
3222,"('2c', '7h', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
3223,"('2c', '7h', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
3224,"('2c', '7h', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
3225,"('2c', '7h', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
3226,"('2c', '7h', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
3227,"('2c', '7h', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
3228,"('2c', '7h', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
3229,"('2c', '7h', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
3230,"('2c', '7h', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
3231,"('2c', '7h', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
3232,"('2c', '7h', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
3233,"('2c', '7h', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
3234,"('2c', '7h', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
3235,"('2c', '7h', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
3236,"('2c', '7h', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
3237,"('2c', '7h', 'As')",0.0,0.0,1.0,0.0,12.0,0.0
3238,"('2c', '7h', 'Ah')",1.0,0.0,1.0,0.0,12.0,0.0
3239,"('2c', '7h', 'Ac')",1.0,0.0,1.0,0.0,12.0,0.0
3240,"('2c', '7h', 'Ad')",0.0,0.0,1.0,0.0,12.0,0.0
3241,"('2c', '7c', '7d')",1.0,2.0,0.0,0.0,5.0,0.0
3242,"('2c', '7c', '8s')",1.0,0.0,1.0,0.0,6.0,0.0
3243,"('2c', '7c', '8h')",1.0,0.0,1.0,0.0,6.0,0.0
3244,"('2c', '7c', '8c')",2.0,0.0,1.0,0.0,6.0,0.0
3245,"('2c', '7c', '8d')",1.0,0.0,1.0,0.0,6.0,0.0
3246,"('2c', '7c', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
3247,"('2c', '7c', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
3248,"('2c', '7c', '9c')",2.0,0.0,0.0,0.0,7.0,0.0
3249,"('2c', '7c', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
3250,"('2c', '7c', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
3251,"('2c', '7c', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
3252,"('2c', '7c', 'Tc')",2.0,0.0,0.0,0.0,8.0,0.0
3253,"('2c', '7c', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
3254,"('2c', '7c', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
3255,"('2c', '7c', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
3256,"('2c', '7c', 'Jc')",2.0,0.0,0.0,0.0,9.0,0.0
3257,"('2c', '7c', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
3258,"('2c', '7c', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
3259,"('2c', '7c', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
3260,"('2c', '7c', 'Qc')",2.0,0.0,0.0,0.0,10.0,0.0
3261,"('2c', '7c', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
3262,"('2c', '7c', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
3263,"('2c', '7c', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
3264,"('2c', '7c', 'Kc')",2.0,0.0,0.0,0.0,11.0,0.0
3265,"('2c', '7c', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
3266,"('2c', '7c', 'As')",1.0,0.0,1.0,0.0,12.0,0.0
3267,"('2c', '7c', 'Ah')",1.0,0.0,1.0,0.0,12.0,0.0
3268,"('2c', '7c', 'Ac')",2.0,0.0,1.0,0.0,12.0,0.0
3269,"('2c', '7c', 'Ad')",1.0,0.0,1.0,0.0,12.0,0.0
3270,"('2c', '7d', '8s')",0.0,0.0,1.0,0.0,6.0,0.0
3271,"('2c', '7d', '8h')",0.0,0.0,1.0,0.0,6.0,0.0
3272,"('2c', '7d', '8c')",1.0,0.0,1.0,0.0,6.0,0.0
3273,"('2c', '7d', '8d')",1.0,0.0,1.0,0.0,6.0,0.0
3274,"('2c', '7d', '9s')",0.0,0.0,0.0,0.0,7.0,0.0
3275,"('2c', '7d', '9h')",0.0,0.0,0.0,0.0,7.0,0.0
3276,"('2c', '7d', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
3277,"('2c', '7d', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
3278,"('2c', '7d', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
3279,"('2c', '7d', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
3280,"('2c', '7d', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
3281,"('2c', '7d', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
3282,"('2c', '7d', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
3283,"('2c', '7d', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
3284,"('2c', '7d', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
3285,"('2c', '7d', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
3286,"('2c', '7d', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
3287,"('2c', '7d', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
3288,"('2c', '7d', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
3289,"('2c', '7d', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
3290,"('2c', '7d', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
3291,"('2c', '7d', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
3292,"('2c', '7d', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
3293,"('2c', '7d', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
3294,"('2c', '7d', 'As')",0.0,0.0,1.0,0.0,12.0,0.0
3295,"('2c', '7d', 'Ah')",0.0,0.0,1.0,0.0,12.0,0.0
3296,"('2c', '7d', 'Ac')",1.0,0.0,1.0,0.0,12.0,0.0
3297,"('2c', '7d', 'Ad')",1.0,0.0,1.0,0.0,12.0,0.0
3298,"('2c', '8s', '8h')",0.0,2.0,0.0,0.0,6.0,0.0
3299,"('2c', '8s', '8c')",1.0,2.0,0.0,0.0,6.0,0.0
3300,"('2c', '8s', '8d')",0.0,2.0,0.0,0.0,6.0,0.0
3301,"('2c', '8s', '9s')",1.0,0.0,1.0,0.0,7.0,0.0
3302,"('2c', '8s', '9h')",0.0,0.0,1.0,0.0,7.0,0.0
3303,"('2c', '8s', '9c')",1.0,0.0,1.0,0.0,7.0,0.0
3304,"('2c', '8s', '9d')",0.0,0.0,1.0,0.0,7.0,0.0
3305,"('2c', '8s', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
3306,"('2c', '8s', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
3307,"('2c', '8s', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
3308,"('2c', '8s', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
3309,"('2c', '8s', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
3310,"('2c', '8s', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
3311,"('2c', '8s', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
3312,"('2c', '8s', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
3313,"('2c', '8s', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
3314,"('2c', '8s', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
3315,"('2c', '8s', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
3316,"('2c', '8s', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
3317,"('2c', '8s', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
3318,"('2c', '8s', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
3319,"('2c', '8s', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
3320,"('2c', '8s', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
3321,"('2c', '8s', 'As')",1.0,0.0,1.0,0.0,12.0,0.0
3322,"('2c', '8s', 'Ah')",0.0,0.0,1.0,0.0,12.0,0.0
3323,"('2c', '8s', 'Ac')",1.0,0.0,1.0,0.0,12.0,0.0
3324,"('2c', '8s', 'Ad')",0.0,0.0,1.0,0.0,12.0,0.0
3325,"('2c', '8h', '8c')",1.0,2.0,0.0,0.0,6.0,0.0
3326,"('2c', '8h', '8d')",0.0,2.0,0.0,0.0,6.0,0.0
3327,"('2c', '8h', '9s')",0.0,0.0,1.0,0.0,7.0,0.0
3328,"('2c', '8h', '9h')",1.0,0.0,1.0,0.0,7.0,0.0
3329,"('2c', '8h', '9c')",1.0,0.0,1.0,0.0,7.0,0.0
3330,"('2c', '8h', '9d')",0.0,0.0,1.0,0.0,7.0,0.0
3331,"('2c', '8h', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
3332,"('2c', '8h', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
3333,"('2c', '8h', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
3334,"('2c', '8h', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
3335,"('2c', '8h', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
3336,"('2c', '8h', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
3337,"('2c', '8h', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
3338,"('2c', '8h', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
3339,"('2c', '8h', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
3340,"('2c', '8h', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
3341,"('2c', '8h', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
3342,"('2c', '8h', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
3343,"('2c', '8h', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
3344,"('2c', '8h', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
3345,"('2c', '8h', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
3346,"('2c', '8h', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
3347,"('2c', '8h', 'As')",0.0,0.0,1.0,0.0,12.0,0.0
3348,"('2c', '8h', 'Ah')",1.0,0.0,1.0,0.0,12.0,0.0
3349,"('2c', '8h', 'Ac')",1.0,0.0,1.0,0.0,12.0,0.0
3350,"('2c', '8h', 'Ad')",0.0,0.0,1.0,0.0,12.0,0.0
3351,"('2c', '8c', '8d')",1.0,2.0,0.0,0.0,6.0,0.0
3352,"('2c', '8c', '9s')",1.0,0.0,1.0,0.0,7.0,0.0
3353,"('2c', '8c', '9h')",1.0,0.0,1.0,0.0,7.0,0.0
3354,"('2c', '8c', '9c')",2.0,0.0,1.0,0.0,7.0,0.0
3355,"('2c', '8c', '9d')",1.0,0.0,1.0,0.0,7.0,0.0
3356,"('2c', '8c', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
3357,"('2c', '8c', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
3358,"('2c', '8c', 'Tc')",2.0,0.0,0.0,0.0,8.0,0.0
3359,"('2c', '8c', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
3360,"('2c', '8c', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
3361,"('2c', '8c', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
3362,"('2c', '8c', 'Jc')",2.0,0.0,0.0,0.0,9.0,0.0
3363,"('2c', '8c', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
3364,"('2c', '8c', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
3365,"('2c', '8c', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
3366,"('2c', '8c', 'Qc')",2.0,0.0,0.0,0.0,10.0,0.0
3367,"('2c', '8c', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
3368,"('2c', '8c', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
3369,"('2c', '8c', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
3370,"('2c', '8c', 'Kc')",2.0,0.0,0.0,0.0,11.0,0.0
3371,"('2c', '8c', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
3372,"('2c', '8c', 'As')",1.0,0.0,1.0,0.0,12.0,0.0
3373,"('2c', '8c', 'Ah')",1.0,0.0,1.0,0.0,12.0,0.0
3374,"('2c', '8c', 'Ac')",2.0,0.0,1.0,0.0,12.0,0.0
3375,"('2c', '8c', 'Ad')",1.0,0.0,1.0,0.0,12.0,0.0
3376,"('2c', '8d', '9s')",0.0,0.0,1.0,0.0,7.0,0.0
3377,"('2c', '8d', '9h')",0.0,0.0,1.0,0.0,7.0,0.0
3378,"('2c', '8d', '9c')",1.0,0.0,1.0,0.0,7.0,0.0
3379,"('2c', '8d', '9d')",1.0,0.0,1.0,0.0,7.0,0.0
3380,"('2c', '8d', 'Ts')",0.0,0.0,0.0,0.0,8.0,0.0
3381,"('2c', '8d', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
3382,"('2c', '8d', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
3383,"('2c', '8d', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
3384,"('2c', '8d', 'Js')",0.0,0.0,0.0,0.0,9.0,0.0
3385,"('2c', '8d', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
3386,"('2c', '8d', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
3387,"('2c', '8d', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
3388,"('2c', '8d', 'Qs')",0.0,0.0,0.0,0.0,10.0,0.0
3389,"('2c', '8d', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
3390,"('2c', '8d', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
3391,"('2c', '8d', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
3392,"('2c', '8d', 'Ks')",0.0,0.0,0.0,0.0,11.0,0.0
3393,"('2c', '8d', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
3394,"('2c', '8d', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
3395,"('2c', '8d', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
3396,"('2c', '8d', 'As')",0.0,0.0,1.0,0.0,12.0,0.0
3397,"('2c', '8d', 'Ah')",0.0,0.0,1.0,0.0,12.0,0.0
3398,"('2c', '8d', 'Ac')",1.0,0.0,1.0,0.0,12.0,0.0
3399,"('2c', '8d', 'Ad')",1.0,0.0,1.0,0.0,12.0,0.0
3400,"('2c', '9s', '9h')",0.0,2.0,0.0,1.0,7.0,0.0
3401,"('2c', '9s', '9c')",1.0,2.0,0.0,1.0,7.0,0.0
3402,"('2c', '9s', '9d')",0.0,2.0,0.0,1.0,7.0,0.0
3403,"('2c', '9s', 'Ts')",1.0,0.0,1.0,1.0,8.0,0.0
3404,"('2c', '9s', 'Th')",0.0,0.0,1.0,1.0,8.0,0.0
3405,"('2c', '9s', 'Tc')",1.0,0.0,1.0,1.0,8.0,0.0
3406,"('2c', '9s', 'Td')",0.0,0.0,1.0,1.0,8.0,0.0
3407,"('2c', '9s', 'Js')",1.0,0.0,0.0,1.0,9.0,0.0
3408,"('2c', '9s', 'Jh')",0.0,0.0,0.0,1.0,9.0,0.0
3409,"('2c', '9s', 'Jc')",1.0,0.0,0.0,1.0,9.0,0.0
3410,"('2c', '9s', 'Jd')",0.0,0.0,0.0,1.0,9.0,0.0
3411,"('2c', '9s', 'Qs')",1.0,0.0,0.0,1.0,10.0,0.0
3412,"('2c', '9s', 'Qh')",0.0,0.0,0.0,1.0,10.0,0.0
3413,"('2c', '9s', 'Qc')",1.0,0.0,0.0,1.0,10.0,0.0
3414,"('2c', '9s', 'Qd')",0.0,0.0,0.0,1.0,10.0,0.0
3415,"('2c', '9s', 'Ks')",1.0,0.0,0.0,1.0,11.0,0.0
3416,"('2c', '9s', 'Kh')",0.0,0.0,0.0,1.0,11.0,0.0
3417,"('2c', '9s', 'Kc')",1.0,0.0,0.0,1.0,11.0,0.0
3418,"('2c', '9s', 'Kd')",0.0,0.0,0.0,1.0,11.0,0.0
3419,"('2c', '9s', 'As')",1.0,0.0,1.0,1.0,12.0,0.0
3420,"('2c', '9s', 'Ah')",0.0,0.0,1.0,1.0,12.0,0.0
3421,"('2c', '9s', 'Ac')",1.0,0.0,1.0,1.0,12.0,0.0
3422,"('2c', '9s', 'Ad')",0.0,0.0,1.0,1.0,12.0,0.0
3423,"('2c', '9h', '9c')",1.0,2.0,0.0,1.0,7.0,0.0
3424,"('2c', '9h', '9d')",0.0,2.0,0.0,1.0,7.0,0.0
3425,"('2c', '9h', 'Ts')",0.0,0.0,1.0,1.0,8.0,0.0
3426,"('2c', '9h', 'Th')",1.0,0.0,1.0,1.0,8.0,0.0
3427,"('2c', '9h', 'Tc')",1.0,0.0,1.0,1.0,8.0,0.0
3428,"('2c', '9h', 'Td')",0.0,0.0,1.0,1.0,8.0,0.0
3429,"('2c', '9h', 'Js')",0.0,0.0,0.0,1.0,9.0,0.0
3430,"('2c', '9h', 'Jh')",1.0,0.0,0.0,1.0,9.0,0.0
3431,"('2c', '9h', 'Jc')",1.0,0.0,0.0,1.0,9.0,0.0
3432,"('2c', '9h', 'Jd')",0.0,0.0,0.0,1.0,9.0,0.0
3433,"('2c', '9h', 'Qs')",0.0,0.0,0.0,1.0,10.0,0.0
3434,"('2c', '9h', 'Qh')",1.0,0.0,0.0,1.0,10.0,0.0
3435,"('2c', '9h', 'Qc')",1.0,0.0,0.0,1.0,10.0,0.0
3436,"('2c', '9h', 'Qd')",0.0,0.0,0.0,1.0,10.0,0.0
3437,"('2c', '9h', 'Ks')",0.0,0.0,0.0,1.0,11.0,0.0
3438,"('2c', '9h', 'Kh')",1.0,0.0,0.0,1.0,11.0,0.0
3439,"('2c', '9h', 'Kc')",1.0,0.0,0.0,1.0,11.0,0.0
3440,"('2c', '9h', 'Kd')",0.0,0.0,0.0,1.0,11.0,0.0
3441,"('2c', '9h', 'As')",0.0,0.0,1.0,1.0,12.0,0.0
3442,"('2c', '9h', 'Ah')",1.0,0.0,1.0,1.0,12.0,0.0
3443,"('2c', '9h', 'Ac')",1.0,0.0,1.0,1.0,12.0,0.0
3444,"('2c', '9h', 'Ad')",0.0,0.0,1.0,1.0,12.0,0.0
3445,"('2c', '9c', '9d')",1.0,2.0,0.0,1.0,7.0,0.0
3446,"('2c', '9c', 'Ts')",1.0,0.0,1.0,1.0,8.0,0.0
3447,"('2c', '9c', 'Th')",1.0,0.0,1.0,1.0,8.0,0.0
3448,"('2c', '9c', 'Tc')",2.0,0.0,1.0,1.0,8.0,0.0
3449,"('2c', '9c', 'Td')",1.0,0.0,1.0,1.0,8.0,0.0
3450,"('2c', '9c', 'Js')",1.0,0.0,0.0,1.0,9.0,0.0
3451,"('2c', '9c', 'Jh')",1.0,0.0,0.0,1.0,9.0,0.0
